MATCH UP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Aug 13, 2020 - UTA vs. SAS",W,48,118,47,101,46.5,15,46,32.6,9,10,90.0,12,31,43,25,9,7,5,23,6
"Aug 10, 2020 - UTA vs. DAL",L,48,114,39,82,47.6,21,46,45.7,15,20,75.0,11,27,38,28,12,5,6,19,-8
"Aug 08, 2020 - UTA @ DEN",L,58,132,47,105,44.8,22,55,40.0,16,22,72.7,15,36,51,34,23,6,4,30,-2
"Aug 07, 2020 - UTA @ SAS",L,48,111,38,91,41.8,16,37,43.2,19,24,79.2,10,39,49,25,16,8,4,19,-8
"Aug 05, 2020 - UTA vs. MEM",W,48,124,38,84,45.2,18,45,40.0,30,33,90.9,11,35,46,25,18,5,4,23,9
"Aug 03, 2020 - UTA vs. LAL",L,48,108,37,83,44.6,12,43,27.9,22,25,88.0,7,35,42,25,21,8,3,29,-8
"Aug 01, 2020 - UTA @ OKC",L,48,94,34,87,39.1,8,31,25.8,18,22,81.8,12,23,35,17,16,11,4,21,-16
"Jul 30, 2020 - UTA @ NOP",W,48,106,37,84,44.0,8,34,23.5,24,28,85.7,12,31,43,17,20,11,6,23,2
"Mar 09, 2020 - UTA vs. TOR",L,48,92,33,83,39.8,16,43,37.2,10,14,71.4,6,28,34,24,11,12,4,20,-9
"Mar 07, 2020 - UTA @ DET",W,48,111,40,77,51.9,10,33,30.3,21,28,75.0,9,31,40,17,10,10,4,19,6
"Mar 06, 2020 - UTA @ BOS",W,48,99,36,80,45.0,17,45,37.8,10,12,83.3,8,32,40,23,18,8,7,19,5
"Mar 04, 2020 - UTA @ NYK",W,48,112,41,81,50.6,10,36,27.8,20,25,80.0,6,31,37,26,14,5,5,20,8
"Mar 02, 2020 - UTA @ CLE",W,48,126,47,83,56.6,20,41,48.8,12,14,85.7,8,39,47,30,15,3,7,17,13
"Feb 28, 2020 - UTA vs. WAS",W,48,129,44,89,49.4,19,37,51.4,22,30,73.3,15,39,54,23,15,7,5,22,10
"Feb 26, 2020 - UTA vs. BOS",L,48,103,40,89,44.9,12,40,30.0,11,15,73.3,13,28,41,16,10,5,3,16,-11
"Feb 24, 2020 - UTA vs. PHX",L,48,111,32,68,47.1,10,26,38.5,37,43,86.0,5,25,30,16,20,8,2,23,-20
"Feb 22, 2020 - UTA vs. HOU",L,48,110,42,90,46.7,7,31,22.6,19,24,79.2,6,40,46,18,13,1,2,14,-10
"Feb 21, 2020 - UTA vs. SAS",L,48,104,35,82,42.7,12,33,36.4,22,26,84.6,6,41,47,25,17,4,6,18,-9
"Feb 12, 2020 - UTA vs. MIA",W,48,116,41,85,48.2,14,36,38.9,20,23,87.0,10,43,53,23,15,6,3,16,15
"Feb 10, 2020 - UTA @ DAL",W,48,123,46,78,59.0,15,35,42.9,16,21,76.2,10,35,45,27,21,5,2,29,4
"Feb 09, 2020 - UTA @ HOU",W,48,114,42,86,48.8,15,38,39.5,15,18,83.3,10,38,48,25,16,2,4,14,1
"Feb 07, 2020 - UTA vs. POR",W,48,117,45,91,49.5,10,30,33.3,17,24,70.8,13,43,56,21,15,6,2,19,3
"Feb 05, 2020 - UTA vs. DEN",L,48,95,36,86,41.9,14,39,35.9,9,14,64.3,7,39,46,20,14,5,1,16,-3
"Feb 01, 2020 - UTA @ POR",L,48,107,40,94,42.6,18,41,43.9,9,9,100,11,26,37,19,10,6,4,17,-17
"Jan 30, 2020 - UTA @ DEN",L,48,100,36,78,46.2,17,37,45.9,11,17,64.7,5,30,35,24,16,4,6,17,-6
"Jan 29, 2020 - UTA @ SAS",L,48,120,37,84,44.0,14,38,36.8,32,46,69.6,12,31,43,18,13,4,0,22,-7
"Jan 27, 2020 - UTA vs. HOU",L,48,117,43,85,50.6,12,42,28.6,19,26,73.1,2,36,38,24,18,7,3,33,-9
"Jan 25, 2020 - UTA vs. DAL",W,48,112,40,91,44.0,15,43,34.9,17,22,77.3,12,42,54,22,13,5,6,21,5
"Jan 22, 2020 - UTA @ GSW",W,48,129,50,93,53.8,17,40,42.5,12,23,52.2,15,41,56,31,11,5,3,19,33
"Jan 20, 2020 - UTA vs. IND",W,48,118,47,87,54.0,12,31,38.7,12,12,100,11,42,53,22,21,5,4,11,30
"Jan 18, 2020 - UTA vs. SAC",W,48,123,43,85,50.6,14,42,33.3,23,24,95.8,10,37,47,24,10,7,4,14,22
