Date,Home,Away,Winner (H/A),MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Aug 13, 2020",ORL,NOP,H,48,133,48,84,57.1,15,28,53.6,22,30,73.3,6,27,33,25,12,6,2,22,6
"Aug 11, 2020",ORL,BKN,A,48,96,32,83,38.6,7,23,30.4,25,29,86.2,12,37,49,13,17,9,3,24,-12
"Aug 09, 2020",BOS,ORL,H,53,119,41,102,40.2,15,47,31.9,22,26,84.6,12,40,52,24,14,7,4,25,-3
"Aug 07, 2020",PHI,ORL,H,48,101,37,88,42.0,8,32,25.0,19,25,76.0,10,37,47,17,11,5,2,24,-7
"Aug 05, 2020",ORL,TOR,A,48,99,35,87,40.2,11,41,26.8,18,26,69.2,8,35,43,26,13,8,4,26,-10
"Aug 04, 2020",IND,ORL,H,48,109,39,82,47.6,12,34,35.3,19,23,82.6,11,32,43,21,18,3,2,22,-11
"Aug 02, 2020",ORL,SAC,H,48,132,43,82,52.4,18,38,47.4,28,35,80.0,12,34,46,31,18,10,4,25,16
"Jul 31, 2020",BKN,ORL,A,48,128,46,87,52.9,11,31,35.5,25,28,89.3,6,36,42,31,14,8,3,23,10
"Mar 10, 2020",MEM,ORL,A,48,120,43,92,46.7,14,33,42.4,20,22,90.9,12,29,41,31,16,10,3,26,5
"Mar 08, 2020",HOU,ORL,A,48,126,44,91,48.4,13,29,44.8,25,31,80.6,13,36,49,21,15,11,4,17,20
"Mar 06, 2020",MIN,ORL,A,48,132,51,84,60.7,7,21,33.3,23,31,74.2,6,39,45,31,11,5,5,18,14
"Mar 04, 2020",MIA,ORL,H,48,113,44,84,52.4,13,30,43.3,12,14,85.7,5,30,35,28,12,6,5,17,-3
"Mar 02, 2020",ORL,POR,A,48,107,37,96,38.5,14,43,32.6,19,22,86.4,11,28,39,29,6,3,2,11,-23
"Feb 29, 2020",SAS,ORL,H,48,113,41,84,48.8,15,37,40.5,16,23,69.6,10,31,41,28,19,9,5,16,-1
"Feb 28, 2020",ORL,MIN,H,48,136,53,98,54.1,12,40,30.0,18,22,81.8,10,44,54,36,16,6,7,20,11
"Feb 26, 2020",ATL,ORL,A,48,130,49,100,49.0,14,32,43.8,18,25,72.0,13,39,52,30,9,7,9,21,10
"Feb 24, 2020",BKN,ORL,A,48,115,44,89,49.4,13,34,38.2,14,17,82.4,7,34,41,27,10,6,9,11,2
"Feb 21, 2020",ORL,DAL,A,48,106,41,104,39.4,9,43,20.9,15,19,78.9,16,32,48,21,8,11,2,22,-16
"Feb 12, 2020",ORL,DET,H,53,116,44,96,45.8,12,36,33.3,16,18,88.9,9,37,46,34,13,13,7,16,4
"Feb 10, 2020",ORL,ATL,H,48,135,50,95,52.6,18,38,47.4,17,22,77.3,14,31,45,33,11,9,5,14,9
"Feb 08, 2020",ORL,MIL,A,48,95,37,98,37.8,10,40,25.0,11,14,78.6,10,36,46,28,9,10,6,15,-16
"Feb 06, 2020",NYK,ORL,H,48,103,34,75,45.3,9,31,29.0,26,30,86.7,7,32,39,22,21,8,9,20,-2
"Feb 05, 2020",BOS,ORL,H,48,100,32,75,42.7,13,31,41.9,23,30,76.7,9,30,39,20,17,10,6,13,-16
"Feb 03, 2020",CHA,ORL,A,48,112,43,80,53.8,16,34,47.1,10,17,58.8,8,29,37,35,10,7,3,12,12
"Feb 01, 2020",ORL,MIA,A,48,89,33,83,39.8,9,33,27.3,14,17,82.4,7,32,39,21,10,5,5,19,-13
"Jan 27, 2020",MIA,ORL,H,48,92,33,89,37.1,11,37,29.7,15,19,78.9,11,30,41,23,7,7,6,13,-21
"Jan 26, 2020",ORL,LAC,A,48,97,34,95,35.8,7,32,21.9,22,32,68.8,16,28,44,27,7,9,7,23,-15
"Jan 24, 2020",ORL,BOS,A,48,98,36,90,40.0,12,37,32.4,14,19,73.7,13,33,46,18,14,5,1,14,-11
"Jan 22, 2020",ORL,OKC,A,48,114,44,92,47.8,14,35,40.0,12,16,75.0,11,28,39,26,15,9,3,25,-6
"Jan 20, 2020",CHA,ORL,A,48,106,44,92,47.8,14,28,50.0,4,9,44.4,15,32,47,25,11,9,4,15,23
"Jan 18, 2020",GSW,ORL,H,48,95,39,86,45.3,9,31,29.0,8,13,61.5,9,37,46,21,15,7,5,12,-14
"Jan 16, 2020",LAC,ORL,H,48,95,36,92,39.1,14,42,33.3,9,16,56.3,6,36,42,24,9,4,4,21,-27
