Date,Home,Away,Winner (H/A),MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Aug 14, 2020",TOR,DEN,H,48,109,36,87,41.4,16,38,42.1,21,23,91.3,9,32,41,27,16,9,11,15,-8
"Aug 12, 2020",DEN,LAC,A,48,111,43,87,49.4,13,35,37.1,12,19,63.2,9,33,42,33,12,4,3,19,-13
"Aug 10, 2020",LAL,DEN,H,48,121,45,77,58.4,13,23,56.5,18,23,78.3,10,25,35,27,14,6,2,20,-3
"Aug 08, 2020",DEN,UTA,H,58,134,51,108,47.2,9,37,24.3,23,30,76.7,12,40,52,29,11,10,5,24,2
"Aug 06, 2020",DEN,POR,A,48,115,44,84,52.4,14,28,50.0,13,17,76.5,11,33,44,30,16,5,4,22,-10
"Aug 05, 2020",SAS,DEN,A,48,132,50,91,54.9,14,36,38.9,18,21,85.7,14,32,46,31,14,6,5,21,6
"Aug 03, 2020",OKC,DEN,A,53,121,42,87,48.3,7,25,28.0,30,39,76.9,9,37,46,23,13,10,3,29,8
"Aug 01, 2020",DEN,MIA,A,48,105,39,89,43.8,8,35,22.9,19,24,79.2,13,25,38,28,19,7,2,32,-20
"Mar 11, 2020",DAL,DEN,H,48,97,39,83,47.0,14,39,35.9,5,8,62.5,3,37,40,23,16,6,4,20,-16
"Mar 09, 2020",DEN,MIL,H,48,109,41,94,43.6,16,41,39.0,11,12,91.7,6,42,48,28,14,11,8,20,14
"Mar 07, 2020",CLE,DEN,H,48,102,43,85,50.6,13,32,40.6,3,8,37.5,9,24,33,28,18,15,0,19,-2
"Mar 05, 2020",CHA,DEN,A,48,114,44,83,53.0,8,26,30.8,18,20,90.0,13,25,38,29,13,7,5,21,2
"Mar 03, 2020",DEN,GSW,A,48,100,39,87,44.8,3,20,15.0,19,26,73.1,19,34,53,22,16,6,5,26,-16
"Mar 01, 2020",DEN,TOR,H,48,133,47,83,56.6,18,36,50.0,21,30,70.0,7,34,41,38,16,6,1,22,15
"Feb 28, 2020",LAC,DEN,H,48,103,41,91,45.1,9,25,36.0,12,16,75.0,13,26,39,19,15,7,6,18,-29
"Feb 25, 2020",DEN,DET,H,48,115,44,76,57.9,9,19,47.4,18,22,81.8,9,32,41,33,18,12,3,20,17
"Feb 23, 2020",DEN,MIN,H,48,128,53,90,58.9,11,30,36.7,11,17,64.7,5,33,38,29,14,9,7,24,12
"Feb 21, 2020",OKC,DEN,H,48,101,37,77,48.1,6,27,22.2,21,23,91.3,8,31,39,19,19,7,3,20,-12
"Feb 12, 2020",DEN,LAL,A,53,116,44,88,50.0,11,25,44.0,17,22,77.3,3,39,42,32,12,9,2,26,-4
"Feb 10, 2020",DEN,SAS,H,48,127,45,80,56.3,18,35,51.4,19,23,82.6,9,28,37,34,11,7,5,16,7
"Feb 08, 2020",PHX,DEN,A,48,117,45,82,54.9,11,28,39.3,16,21,76.2,8,32,40,23,14,7,7,22,9
"Feb 05, 2020",UTA,DEN,A,48,98,39,90,43.3,7,30,23.3,13,18,72.2,13,39,52,23,11,8,5,17,3
"Feb 04, 2020",DEN,POR,H,48,127,46,90,51.1,17,34,50.0,18,25,72.0,12,38,50,30,14,5,7,22,28
"Feb 02, 2020",DET,DEN,H,53,123,48,96,50.0,10,32,31.3,17,22,77.3,14,33,47,30,10,7,7,19,-5
"Jan 31, 2020",MIL,DEN,A,48,127,48,100,48.0,22,46,47.8,9,9,100,7,43,50,29,13,8,10,19,12
"Jan 30, 2020",DEN,UTA,H,48,106,40,85,47.1,9,27,33.3,17,21,81.0,8,35,43,25,10,7,5,16,6
"Jan 28, 2020",MEM,DEN,H,48,96,32,86,37.2,17,45,37.8,15,18,83.3,13,31,44,23,19,9,4,16,-8
"Jan 26, 2020",DEN,HOU,H,48,117,44,93,47.3,11,28,39.3,18,20,90.0,11,31,42,28,15,10,3,23,7
