Date,Home,Away,Winner (H/A),MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Aug 13, 2020",MEM,MIL,H,48,119,45,90,50.0,13,33,39.4,16,23,69.6,9,46,55,36,18,4,3,18,13
"Aug 11, 2020",MEM,BOS,A,48,107,35,89,39.3,7,29,24.1,30,38,78.9,14,30,44,26,8,8,4,15,-15
"Aug 09, 2020",TOR,MEM,H,48,99,37,91,40.7,14,42,33.3,11,16,68.8,10,32,42,24,22,14,3,27,-9
"Aug 07, 2020",MEM,OKC,H,48,121,46,83,55.4,11,31,35.5,18,20,90.0,12,46,58,24,20,6,4,19,29
"Aug 05, 2020",UTA,MEM,H,48,115,43,91,47.3,11,29,37.9,18,25,72.0,9,32,41,21,14,7,3,28,-9
"Aug 03, 2020",NOP,MEM,H,48,99,37,93,39.8,12,43,27.9,13,15,86.7,8,35,43,25,14,3,10,32,-10
"Aug 02, 2020",MEM,SAS,A,48,106,42,91,46.2,7,30,23.3,15,18,83.3,3,36,39,27,12,5,3,27,-2
"Jul 31, 2020",POR,MEM,H,53,135,42,93,45.2,13,41,31.7,38,50,76.0,10,29,39,25,13,9,5,26,-5
"Mar 10, 2020",MEM,ORL,A,48,115,38,76,50.0,11,29,37.9,28,38,73.7,7,32,39,24,21,7,5,22,-5
"Mar 07, 2020",MEM,ATL,H,48,118,43,87,49.4,12,33,36.4,20,33,60.6,15,43,58,27,17,9,6,18,17
"Mar 06, 2020",DAL,MEM,H,48,96,39,84,46.4,9,30,30.0,9,13,69.2,9,38,47,29,19,7,4,15,-25
"Mar 04, 2020",BKN,MEM,A,48,118,43,100,43.0,20,44,45.5,12,14,85.7,18,41,59,21,12,8,5,15,39
"Mar 02, 2020",ATL,MEM,A,48,127,46,92,50.0,14,32,43.8,21,31,67.7,14,46,60,30,15,12,8,16,39
"Feb 29, 2020",MEM,LAL,H,48,105,43,95,45.3,10,31,32.3,9,11,81.8,15,36,51,27,10,10,4,14,17
"Feb 28, 2020",MEM,SAC,A,48,101,39,91,42.9,8,30,26.7,15,20,75.0,10,42,52,27,14,7,5,16,-3
"Feb 26, 2020",HOU,MEM,H,48,112,43,108,39.8,13,39,33.3,13,21,61.9,22,27,49,28,16,9,3,16,-28
"Feb 24, 2020",LAC,MEM,H,48,97,37,89,41.6,7,27,25.9,16,22,72.7,11,34,45,20,13,6,7,18,-27
"Feb 21, 2020",LAL,MEM,H,48,105,42,92,45.7,5,15,33.3,16,31,51.6,16,34,50,22,17,9,1,27,-12
"Feb 20, 2020",SAC,MEM,H,48,125,43,85,50.6,12,30,40.0,27,32,84.4,11,40,51,25,20,5,5,29,-4
"Feb 12, 2020",MEM,POR,H,48,111,45,95,47.4,6,23,26.1,15,22,68.2,15,42,57,26,12,8,9,18,7
"Feb 09, 2020",WAS,MEM,A,48,106,43,102,42.2,5,32,15.6,15,25,60.0,13,49,62,19,15,4,4,23,7
"Feb 07, 2020",PHI,MEM,H,48,107,38,93,40.9,5,21,23.8,26,31,83.9,9,31,40,25,14,13,6,15,-12
"Feb 05, 2020",DAL,MEM,A,48,121,47,89,52.8,12,25,48.0,15,20,75.0,10,42,52,27,11,6,4,24,14
"Feb 03, 2020",MEM,DET,H,48,96,42,90,46.7,2,17,11.8,10,12,83.3,7,40,47,27,11,6,12,18,14
"Jan 31, 2020",NOP,MEM,H,48,111,45,96,46.9,6,31,19.4,15,26,57.7,11,23,34,17,11,10,8,21,-28
