Date,Home,Away,Winner (H/A),MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Mar 10, 2020",GSW,LAC,A,48,107,37,79,46.8,11,38,28.9,22,27,81.5,4,31,35,25,10,3,0,17,-24
"Mar 07, 2020",GSW,PHI,H,48,118,44,80,55.0,9,25,36.0,21,28,75.0,7,28,35,30,7,4,2,19,4
"Mar 05, 2020",GSW,TOR,A,48,113,40,98,40.8,14,52,26.9,19,25,76.0,14,38,52,34,16,4,5,23,-8
"Mar 03, 2020",DEN,GSW,A,48,116,42,82,51.2,18,41,43.9,14,22,63.6,5,30,35,31,11,8,3,23,16
"Mar 01, 2020",GSW,WAS,A,48,110,42,89,47.2,9,28,32.1,17,24,70.8,18,34,52,25,22,7,7,24,-14
"Feb 29, 2020",PHX,GSW,A,48,115,41,87,47.1,9,30,30.0,24,32,75.0,13,36,49,30,10,9,6,21,16
"Feb 27, 2020",GSW,LAL,A,48,86,34,80,42.5,9,32,28.1,9,10,90.0,5,32,37,27,27,7,3,27,-30
"Feb 25, 2020",GSW,SAC,A,48,94,35,79,44.3,4,28,14.3,20,24,83.3,5,29,34,21,17,7,2,25,-18
"Feb 23, 2020",GSW,NOP,A,48,101,40,92,43.5,11,35,31.4,10,15,66.7,11,37,48,28,15,9,7,16,-14
"Feb 20, 2020",GSW,HOU,A,48,105,44,89,49.4,7,33,21.2,10,12,83.3,13,27,40,26,23,11,7,16,-30
"Feb 12, 2020",PHX,GSW,H,48,106,39,77,50.6,11,31,35.5,17,19,89.5,4,34,38,27,22,8,7,20,-6
"Feb 10, 2020",GSW,MIA,A,48,101,30,77,39.0,11,34,32.4,30,34,88.2,6,34,40,23,16,8,2,21,-12
"Feb 08, 2020",GSW,LAL,A,48,120,46,89,51.7,13,32,40.6,15,23,65.2,8,25,33,31,18,15,6,27,-5
"Feb 05, 2020",BKN,GSW,H,48,88,35,96,36.5,5,39,12.8,13,18,72.2,7,27,34,20,7,6,7,14,-41
