MATCH UP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Aug 13, 2020 - SAC @ LAL",W,48,136,54,95,56.8,21,47,44.7,7,12,58.3,9,35,44,37,15,12,2,15,14
"Aug 11, 2020 - SAC vs. NOP",W,48,112,43,88,48.9,11,26,42.3,15,16,93.8,14,31,45,27,21,4,6,22,6
"Aug 09, 2020 - SAC vs. HOU",L,48,112,41,87,47.1,10,37,27.0,20,23,87.0,5,36,41,29,18,9,2,22,-17
"Aug 07, 2020 - SAC @ BKN",L,48,106,38,89,42.7,12,40,30.0,18,24,75.0,13,37,50,19,15,3,4,26,-13
"Aug 06, 2020 - SAC vs. NOP",W,48,140,50,93,53.8,16,33,48.5,24,33,72.7,13,26,39,26,8,11,3,20,15
"Aug 04, 2020 - SAC vs. DAL",L,53,110,43,104,41.3,16,43,37.2,8,12,66.7,8,39,47,26,11,8,3,37,-4
"Aug 02, 2020 - SAC @ ORL",L,48,116,45,91,49.5,8,28,28.6,18,22,81.8,9,30,39,30,15,10,0,28,-16
"Jul 31, 2020 - SAC @ SAS",L,48,120,46,95,48.4,12,38,31.6,16,20,80.0,8,34,42,22,18,11,2,25,-9
"Mar 08, 2020 - SAC vs. TOR",L,48,113,42,90,46.7,8,31,25.8,21,23,91.3,10,40,50,24,11,5,7,22,-5
"Mar 07, 2020 - SAC @ POR",W,48,123,41,85,48.2,21,39,53.8,20,23,87.0,11,36,47,30,15,9,3,23,12
"Mar 05, 2020 - SAC vs. PHI",L,48,108,42,79,53.2,11,29,37.9,13,18,72.2,4,33,37,23,18,7,4,21,-17
"Mar 03, 2020 - SAC vs. WAS",W,48,133,50,89,56.2,13,29,44.8,20,24,83.3,8,34,42,23,15,13,2,24,7
"Mar 01, 2020 - SAC vs. DET",W,48,106,37,91,40.7,9,35,25.7,23,26,88.5,17,34,51,18,11,8,7,20,6
"Feb 28, 2020 - SAC @ MEM",W,48,104,38,91,41.8,11,38,28.9,17,21,81.0,8,39,47,24,9,11,3,16,3
"Feb 27, 2020 - SAC @ OKC",L,48,108,41,91,45.1,12,35,34.3,14,14,100,12,33,45,30,15,6,2,33,-4
"Feb 25, 2020 - SAC @ GSW",W,48,112,40,76,52.6,13,30,43.3,19,34,55.9,2,38,40,25,10,7,4,23,18
"Feb 22, 2020 - SAC @ LAC",W,48,112,40,89,44.9,12,31,38.7,20,26,76.9,11,37,48,25,13,11,4,24,9
"Feb 20, 2020 - SAC vs. MEM",W,48,129,42,83,50.6,19,39,48.7,26,36,72.2,3,24,27,22,10,9,2,21,4
"Feb 12, 2020 - SAC @ DAL",L,48,111,41,99,41.4,12,39,30.8,17,22,77.3,10,30,40,26,5,7,2,16,-19
"Feb 10, 2020 - SAC @ MIL",L,48,111,42,101,41.6,14,43,32.6,13,18,72.2,10,39,49,23,13,6,5,22,-12
"Feb 08, 2020 - SAC vs. SAS",W,48,122,45,86,52.3,19,35,54.3,13,20,65.0,8,31,39,25,11,6,2,16,20
"Feb 07, 2020 - SAC vs. MIA",W,48,105,40,82,48.8,19,44,43.2,6,12,50.0,6,30,36,29,14,8,3,24,8
"Feb 03, 2020 - SAC vs. MIN",W,48,113,38,75,50.7,14,27,51.9,23,31,74.2,7,27,34,26,17,7,7,20,4
