Date,Home,Away,Winner (H/A),MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Aug 14, 2020",HOU,PHI,A,48,134,49,87,56.3,18,38,47.4,18,22,81.8,8,43,51,31,16,8,4,19,38
"Aug 12, 2020",PHI,TOR,A,48,121,39,84,46.4,17,40,42.5,26,33,78.8,9,38,47,27,17,9,10,29,-4
"Aug 11, 2020",PHI,PHX,A,48,117,46,93,49.5,15,33,45.5,10,14,71.4,11,23,34,28,9,5,4,20,-13
"Aug 09, 2020",POR,PHI,H,48,121,47,97,48.5,14,30,46.7,13,17,76.5,14,34,48,24,15,6,3,23,-3
"Aug 07, 2020",PHI,ORL,H,48,108,38,93,40.9,8,29,27.6,24,33,72.7,15,36,51,19,9,4,4,20,7
"Aug 05, 2020",WAS,PHI,A,48,107,38,82,46.3,11,29,37.9,20,29,69.0,6,35,41,27,14,11,4,21,9
"Aug 03, 2020",PHI,SAS,H,48,132,46,87,52.9,14,31,45.2,26,30,86.7,8,27,35,26,13,6,6,25,2
"Aug 01, 2020",IND,PHI,H,48,121,46,93,49.5,9,25,36.0,20,25,80.0,20,35,55,20,21,6,5,30,-6
"Mar 11, 2020",PHI,DET,H,48,124,42,83,50.6,14,33,42.4,26,32,81.3,13,37,50,28,14,7,4,18,18
"Mar 07, 2020",GSW,PHI,H,48,114,41,84,48.8,13,34,38.2,19,22,86.4,11,30,41,29,11,3,2,21,-4
"Mar 05, 2020",SAC,PHI,A,48,125,47,96,49.0,17,37,45.9,14,17,82.4,14,31,45,24,13,8,2,18,17
"Mar 03, 2020",LAL,PHI,H,48,107,38,85,44.7,16,40,40.0,15,20,75.0,12,30,42,24,15,10,1,17,-13
"Mar 01, 2020",LAC,PHI,H,48,130,48,95,50.5,21,43,48.8,13,20,65.0,10,27,37,27,10,7,4,28,-6
"Feb 27, 2020",PHI,NYK,H,48,115,45,91,49.5,15,31,48.4,10,13,76.9,11,33,44,32,6,5,7,17,9
"Feb 26, 2020",CLE,PHI,H,48,94,36,89,40.4,13,38,34.2,9,14,64.3,8,23,31,22,9,13,9,11,-14
"Feb 24, 2020",PHI,ATL,H,48,129,45,88,51.1,12,30,40.0,27,30,90.0,9,39,48,27,12,9,5,22,17
"Feb 22, 2020",MIL,PHI,H,48,98,35,99,35.4,13,38,34.2,15,18,83.3,11,32,43,17,12,10,4,17,-21
"Feb 20, 2020",PHI,BKN,H,53,112,38,86,44.2,4,22,18.2,32,35,91.4,11,37,48,19,14,10,6,22,8
"Feb 11, 2020",PHI,LAC,H,48,110,44,95,46.3,8,27,29.6,14,21,66.7,11,39,50,25,8,3,7,11,7
