Date,Home,Away,Winner (H/A),MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Aug 13, 2020",ORL,NOP,H,48,127,48,87,55.2,10,34,29.4,21,27,77.8,9,31,40,22,13,6,4,22,-6
"Aug 11, 2020",SAC,NOP,H,48,106,42,82,51.2,7,24,29.2,15,19,78.9,5,29,34,25,19,8,6,18,-6
"Aug 09, 2020",NOP,SAS,A,48,113,42,96,43.8,12,30,40.0,17,22,77.3,16,32,48,30,20,5,5,26,-9
"Aug 07, 2020",NOP,WAS,H,48,118,42,88,47.7,12,35,34.3,22,26,84.6,11,34,45,25,20,7,8,19,11
"Aug 06, 2020",SAC,NOP,H,48,125,47,82,57.3,14,34,41.2,17,23,73.9,5,25,30,31,17,4,3,26,-15
"Aug 03, 2020",NOP,MEM,H,48,109,37,82,45.1,11,29,37.9,24,39,61.5,8,41,49,25,15,7,1,20,10
"Aug 01, 2020",LAC,NOP,H,48,103,38,85,44.7,9,30,30.0,18,28,64.3,9,39,48,24,18,4,1,23,-23
"Jul 30, 2020",NOP,UTA,A,48,104,40,94,42.6,11,31,35.5,13,18,72.2,15,30,45,22,21,12,2,25,-2
"Mar 08, 2020",MIN,NOP,A,48,120,44,90,48.9,11,35,31.4,21,31,67.7,10,44,54,28,25,7,5,23,13
"Mar 06, 2020",NOP,MIA,H,48,110,38,91,41.8,14,38,36.8,20,28,71.4,15,38,53,28,17,7,6,25,6
"Mar 04, 2020",DAL,NOP,H,53,123,50,114,43.9,17,46,37.0,6,11,54.5,15,37,52,28,14,8,4,23,-4
"Mar 03, 2020",NOP,MIN,A,48,134,52,100,52.0,14,39,35.9,16,27,59.3,13,31,44,37,15,13,2,18,-5
"Mar 01, 2020",NOP,LAL,A,48,114,40,95,42.1,7,32,21.9,27,33,81.8,15,37,52,24,16,7,3,11,-8
"Feb 28, 2020",NOP,CLE,H,48,116,48,88,54.5,9,23,39.1,11,15,73.3,12,37,49,36,17,12,8,17,12
"Feb 25, 2020",LAL,NOP,H,48,109,39,86,45.3,8,27,29.6,23,30,76.7,6,39,45,31,20,10,2,24,-9
"Feb 23, 2020",GSW,NOP,A,48,115,46,98,46.9,17,42,40.5,6,13,46.2,14,38,52,34,13,7,5,15,14
"Feb 21, 2020",POR,NOP,A,48,128,45,84,53.6,18,34,52.9,20,33,60.6,9,37,46,36,19,8,3,23,13
"Feb 13, 2020",NOP,OKC,A,48,118,42,86,48.8,14,35,40.0,20,27,74.1,8,38,46,31,17,3,7,20,-5
"Feb 11, 2020",NOP,POR,H,48,138,49,92,53.3,14,34,41.2,26,32,81.3,14,36,50,40,14,7,5,20,21
"Feb 08, 2020",IND,NOP,A,48,124,44,95,46.3,15,38,39.5,21,25,84.0,16,37,53,27,15,8,2,24,7
"Feb 06, 2020",CHI,NOP,A,48,125,49,87,56.3,16,38,42.1,11,19,57.9,9,36,45,38,21,12,7,20,6
"Feb 04, 2020",NOP,MIL,A,48,108,38,99,38.4,14,49,28.6,18,24,75.0,8,41,49,26,17,10,6,17,-12
"Feb 02, 2020",HOU,NOP,H,48,109,42,94,44.7,10,33,30.3,15,20,75.0,16,47,63,21,23,6,6,16,-8
"Jan 31, 2020",NOP,MEM,H,48,139,51,95,53.7,15,34,44.1,22,26,84.6,16,41,57,30,19,8,4,22,28
"Jan 28, 2020",CLE,NOP,A,48,125,47,88,53.4,13,34,38.2,18,24,75.0,7,34,41,29,18,9,11,16,14
"Jan 26, 2020",NOP,BOS,H,48,123,44,92,47.8,16,36,44.4,19,29,65.5,18,36,54,31,20,7,5,21,15
"Jan 24, 2020",NOP,DEN,A,48,106,38,82,46.3,12,27,44.4,18,30,60.0,12,33,45,24,17,8,7,17,-7
"Jan 22, 2020",NOP,SAS,A,48,117,39,84,46.4,14,36,38.9,25,32,78.1,8,33,41,26,14,6,3,21,-4
"Jan 20, 2020",MEM,NOP,A,48,126,42,88,47.7,21,48,43.8,21,24,87.5,5,38,43,24,17,7,7,18,10
"Jan 18, 2020",NOP,LAC,A,48,130,46,86,53.5,15,41,36.6,23,36,63.9,12,36,48,32,21,7,4,26,-3
"Jan 16, 2020",NOP,UTA,H,53,138,51,93,54.8,11,26,42.3,25,35,71.4,9,36,45,29,13,8,9,27,6
"Jan 13, 2020",DET,NOP,A,53,117,43,103,41.7,9,26,34.6,22,27,81.5,17,44,61,23,19,6,5,19,7
"Jan 11, 2020",BOS,NOP,H,48,105,40,100,40.0,14,45,31.1,11,18,61.1,15,28,43,29,16,4,6,19,-35
"Jan 10, 2020",NYK,NOP,A,48,123,48,86,55.8,18,38,47.4,9,17,52.9,6,37,43,35,20,8,6,16,12
"Jan 08, 2020",NOP,CHI,H,48,123,41,87,47.1,15,44,34.1,26,32,81.3,12,38,50,31,15,7,8,16,15
"Jan 06, 2020",NOP,UTA,A,48,126,45,94,47.9,12,31,38.7,24,30,80.0,13,35,48,23,6,4,5,20,-2
"Jan 04, 2020",SAC,NOP,A,48,117,38,87,43.7,16,45,35.6,25,33,75.8,9,35,44,28,15,11,3,25,2
"Jan 03, 2020",LAL,NOP,H,48,113,48,102,47.1,11,37,29.7,6,7,85.7,9,31,40,24,12,4,10,20,-10
"Dec 29, 2019",NOP,HOU,H,48,127,50,102,49.0,18,44,40.9,9,13,69.2,14,32,46,32,9,9,4,17,15
"Dec 28, 2019",NOP,IND,H,48,120,43,93,46.2,18,42,42.9,16,20,80.0,11,38,49,25,13,9,2,18,22
"Dec 25, 2019",DEN,NOP,A,48,112,41,90,45.6,18,43,41.9,12,12,100,14,38,52,23,19,9,5,14,12
"Dec 23, 2019",POR,NOP,A,48,102,38,93,40.9,15,35,42.9,11,16,68.8,13,42,55,23,13,6,6,19,8
"Dec 20, 2019",GSW,NOP,H,48,102,39,93,41.9,9,34,26.5,15,23,65.2,13,35,48,23,18,8,5,19,-4
"Dec 18, 2019",MIN,NOP,A,48,107,38,86,44.2,14,33,42.4,17,21,81.0,11,44,55,23,19,6,4,19,8
"Dec 17, 2019",NOP,BKN,A,53,101,37,107,34.6,11,40,27.5,16,24,66.7,16,42,58,20,9,3,9,19,-7
"Dec 15, 2019",NOP,ORL,A,48,119,47,88,53.4,19,43,44.2,6,12,50.0,11,29,40,34,17,6,7,21,-11
"Dec 13, 2019",PHI,NOP,H,48,109,38,88,43.2,9,24,37.5,24,35,68.6,12,33,45,24,9,5,2,29,-7
"Dec 11, 2019",MIL,NOP,H,48,112,39,88,44.3,16,45,35.6,18,22,81.8,7,35,42,29,21,8,5,17,-15
"Dec 09, 2019",NOP,DET,A,48,103,40,91,44.0,8,38,21.1,15,22,68.2,10,35,45,24,15,6,1,22,-2
"Dec 07, 2019",DAL,NOP,H,48,84,32,89,36.0,3,32,9.4,17,21,81.0,8,26,34,17,15,4,2,23,-46
"Dec 05, 2019",NOP,PHX,A,53,132,44,87,50.6,17,41,41.5,27,35,77.1,6,34,40,27,24,13,9,29,-7
