Date,Home,Away,Winner (H/A),MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Mar 10, 2020",HOU,MIN,H,48,111,40,83,48.2,14,35,40.0,17,23,73.9,8,33,41,21,19,9,0,20,-6
"Mar 08, 2020",MIN,NOP,A,48,107,37,94,39.4,8,33,24.2,25,31,80.6,9,33,42,20,17,15,3,23,-13
"Mar 06, 2020",MIN,ORL,A,48,118,46,98,46.9,10,37,27.0,16,20,80.0,10,26,36,30,8,6,3,21,-14
"Mar 04, 2020",MIN,CHI,H,48,115,40,81,49.4,19,43,44.2,16,25,64.0,10,33,43,27,18,5,4,15,7
"Mar 03, 2020",NOP,MIN,A,48,139,54,97,55.7,14,34,41.2,17,20,85.0,10,32,42,31,16,11,2,22,5
"Mar 01, 2020",MIN,DAL,A,48,91,36,99,36.4,13,42,31.0,6,15,40.0,14,43,57,19,14,9,3,17,-20
"Feb 28, 2020",ORL,MIN,H,48,125,46,95,48.4,17,44,38.6,16,24,66.7,6,27,33,27,15,10,6,20,-11
"Feb 26, 2020",MIA,MIN,A,48,129,47,91,51.6,17,46,37.0,18,25,72.0,5,28,33,28,16,16,8,35,3
"Feb 24, 2020",DAL,MIN,H,48,123,42,95,44.2,15,42,35.7,24,34,70.6,7,35,42,16,12,4,6,22,-16
"Feb 23, 2020",DEN,MIN,H,48,116,40,90,44.4,14,40,35.0,22,29,75.9,9,29,38,26,15,7,2,16,-12
"Feb 21, 2020",MIN,BOS,A,48,117,36,89,40.4,15,42,35.7,30,35,85.7,8,35,43,23,10,8,10,27,-10
"Feb 12, 2020",MIN,CHA,A,48,108,39,101,38.6,14,49,28.6,16,20,80.0,14,34,48,25,11,10,7,19,-7
"Feb 10, 2020",TOR,MIN,H,48,126,39,86,45.3,18,40,45.0,30,35,85.7,10,28,38,24,23,6,4,19,-11
"Feb 08, 2020",MIN,LAC,H,48,142,52,95,54.7,26,44,59.1,12,18,66.7,9,37,46,39,13,8,3,21,27
"Feb 05, 2020",MIN,ATL,A,48,120,45,91,49.5,9,35,25.7,21,28,75.0,6,27,33,18,17,13,7,21,-7
"Feb 03, 2020",SAC,MIN,H,48,109,37,85,43.5,13,38,34.2,22,28,78.6,14,31,45,25,16,12,6,25,-4
"Feb 01, 2020",LAC,MIN,H,48,106,34,84,40.5,7,39,17.9,31,37,83.8,6,38,44,24,17,9,4,20,-12
"Jan 27, 2020",MIN,SAC,A,53,129,43,89,48.3,23,46,50.0,20,33,60.6,10,35,45,29,22,7,8,27,-4
"Jan 25, 2020",MIN,OKC,A,48,104,40,90,44.4,12,43,27.9,12,18,66.7,7,34,41,33,13,9,4,21,-9
"Jan 24, 2020",MIN,HOU,A,48,124,48,98,49.0,11,32,34.4,17,20,85.0,13,38,51,28,17,8,8,26,-7
"Jan 22, 2020",CHI,MIN,H,48,110,41,86,47.7,15,44,34.1,13,24,54.2,10,33,43,27,18,7,3,25,-7
"Jan 20, 2020",MIN,DEN,A,48,100,38,91,41.8,13,42,31.0,11,14,78.6,11,31,42,26,9,7,5,11,-7
"Jan 18, 2020",MIN,TOR,A,48,112,38,94,40.4,14,50,28.0,22,27,81.5,12,37,49,34,17,8,5,18,-10
"Jan 17, 2020",IND,MIN,H,48,114,40,88,45.5,17,39,43.6,17,21,81.0,7,29,36,22,13,4,1,19,-2
"Jan 15, 2020",MIN,IND,A,48,99,38,88,43.2,11,28,39.3,12,16,75.0,10,35,45,26,15,6,7,14,-5
