Date,Home,Away,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Apr 09, 2023",DAL,SAS,L,48,117,46,108,42.6,17,53,32.1,8,16,50.0,8,38,46,28,4,4,3,21,-21
"Apr 07, 2023",DAL,CHI,L,48,112,42,93,45.2,18,55,32.7,10,13,76.9,7,36,43,23,10,7,3,15,-3
"Apr 05, 2023",DAL,SAC,W,48,123,44,89,49.4,20,44,45.5,15,18,83.3,7,32,39,24,10,4,7,18,4
"Apr 02, 2023",ATL,DAL,L,53,130,49,95,51.6,10,38,26.3,22,32,68.8,10,37,47,24,14,4,3,15,-2
"Apr 01, 2023",MIA,DAL,L,48,122,47,77,61.0,14,34,41.2,14,16,87.5,1,30,31,32,14,3,2,23,-7
"Mar 29, 2023",PHI,DAL,L,48,108,38,83,45.8,18,46,39.1,14,18,77.8,8,32,40,24,14,3,3,22,-8
"Mar 27, 2023",IND,DAL,W,48,127,47,83,56.6,18,37,48.6,15,17,88.2,4,29,33,29,13,7,8,23,23
"Mar 26, 2023",CHA,DAL,L,48,104,32,84,38.1,19,49,38.8,21,22,95.5,3,34,37,18,8,8,7,24,-6
"Mar 24, 2023",DAL,CHA,L,48,109,41,84,48.8,9,36,25.0,18,24,75.0,7,38,45,25,11,3,4,19,-8
"Mar 22, 2023",DAL,GSW,L,48,125,44,89,49.4,17,40,42.5,20,28,71.4,8,23,31,27,10,7,2,17,-2
"Mar 20, 2023",MEM,DAL,L,48,108,39,84,46.4,11,36,30.6,19,20,95.0,8,29,37,22,12,5,4,19,-4
"Mar 17, 2023",LAL,DAL,W,48,111,40,79,50.6,16,34,47.1,15,19,78.9,7,28,35,27,15,8,4,26,1
"Mar 15, 2023",SAS,DAL,W,53,137,44,86,51.2,17,33,51.5,32,37,86.5,10,42,52,23,19,4,4,25,9
"Mar 13, 2023",DAL,MEM,L,48,88,35,90,38.9,12,46,26.1,6,8,75.0,8,33,41,23,13,3,3,16,-16
"Mar 11, 2023",MEM,DAL,L,48,108,39,85,45.9,15,43,34.9,15,23,65.2,10,33,43,25,11,4,3,17,-4
"Mar 08, 2023",NOP,DAL,L,48,106,38,88,43.2,16,46,34.8,14,19,73.7,5,29,34,24,9,7,0,18,-7
"Mar 07, 2023",DAL,UTA,W,48,120,42,89,47.2,19,45,42.2,17,22,77.3,3,40,43,24,17,10,6,20,4
"Mar 05, 2023",DAL,PHX,L,48,126,38,77,49.4,15,38,39.5,35,38,92.1,5,26,31,15,10,5,0,22,-4
"Mar 02, 2023",DAL,PHI,W,48,133,45,82,54.9,25,48,52.1,18,27,66.7,5,26,31,26,13,8,1,22,7
"Feb 28, 2023",DAL,IND,L,48,122,46,91,50.5,12,37,32.4,18,28,64.3,9,29,38,28,7,5,3,29,-2
"Feb 26, 2023",DAL,LAL,L,48,108,39,93,41.9,20,49,40.8,10,14,71.4,11,37,48,21,17,5,5,24,-3
"Feb 23, 2023",DAL,SAS,W,48,142,46,82,56.1,22,42,52.4,28,36,77.8,3,33,36,27,7,10,5,18,26
"Feb 15, 2023",DEN,DAL,L,48,109,39,84,46.4,14,39,35.9,17,20,85.0,6,25,31,25,12,8,3,13,-9
"Feb 13, 2023",DAL,MIN,L,48,121,43,84,51.2,13,39,33.3,22,29,75.9,9,24,33,21,11,5,1,21,-3
"Feb 11, 2023",SAC,DAL,L,53,128,47,91,51.6,20,51,39.2,14,19,73.7,7,36,43,27,16,4,4,19,-5
"Feb 10, 2023",SAC,DAL,W,48,122,43,88,48.9,18,43,41.9,18,19,94.7,11,28,39,34,12,4,0,19,8
"Feb 08, 2023",LAC,DAL,W,48,110,41,78,52.6,17,35,48.6,11,17,64.7,8,36,44,26,18,7,6,20,6
"Feb 06, 2023",UTA,DAL,W,48,124,41,88,46.6,15,39,38.5,27,31,87.1,17,32,49,26,14,6,4,25,13
"Feb 04, 2023",GSW,DAL,L,48,113,39,85,45.9,14,40,35.0,21,27,77.8,10,29,39,22,14,9,1,18,-6
"Feb 02, 2023",DAL,NOP,W,48,111,37,85,43.5,14,41,34.1,23,29,79.3,6,30,36,16,8,10,3,24,5
"Jan 30, 2023",DAL,DET,W,48,111,39,79,49.4,10,34,29.4,23,33,69.7,9,31,40,17,11,6,1,18,6
"Jan 28, 2023",UTA,DAL,L,48,100,35,80,43.8,18,46,39.1,12,17,70.6,7,24,31,26,14,7,3,18,-8
