Date,Home,Away,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Apr 09, 2023",CHI,DET,W,48,103,40,95,42.1,6,30,20.0,17,22,77.3,11,37,48,21,4,15,7,16,22
"Apr 07, 2023",DAL,CHI,W,48,115,46,88,52.3,11,31,35.5,12,18,66.7,8,42,50,24,12,6,4,15,3
"Apr 05, 2023",MIL,CHI,L,48,92,36,83,43.4,11,33,33.3,9,11,81.8,5,33,38,28,15,10,3,11,-13
"Apr 04, 2023",CHI,ATL,L,48,105,41,89,46.1,7,31,22.6,16,20,80.0,6,26,32,16,8,8,6,18,-18
"Apr 02, 2023",CHI,MEM,W,48,128,50,94,53.2,9,31,29.0,19,22,86.4,4,32,36,29,3,9,6,13,21
"Mar 31, 2023",CHA,CHI,W,48,121,45,88,51.1,13,31,41.9,18,22,81.8,9,33,42,25,7,12,4,13,30
"Mar 29, 2023",CHI,LAL,L,48,110,45,88,51.1,9,33,27.3,11,13,84.6,6,26,32,31,14,10,4,22,-11
"Mar 27, 2023",LAC,CHI,L,48,112,44,82,53.7,9,23,39.1,15,21,71.4,8,26,34,26,15,9,3,11,-12
"Mar 26, 2023",LAL,CHI,W,48,118,47,87,54.0,14,31,45.2,10,13,76.9,8,34,42,32,9,8,2,23,10
"Mar 24, 2023",POR,CHI,W,48,124,48,84,57.1,17,28,60.7,11,14,78.6,11,36,47,33,17,6,8,19,28
"Mar 22, 2023",CHI,PHI,L,48,91,34,83,41.0,6,25,24.0,17,22,77.3,15,27,42,18,19,7,4,16,-25
"Mar 20, 2023",PHI,CHI,W,58,109,39,94,41.5,7,33,21.2,24,29,82.8,4,38,42,20,11,12,7,18,4
"Mar 18, 2023",CHI,MIA,W,48,113,45,80,56.3,17,34,50.0,6,6,100,5,27,32,34,14,8,5,18,14
"Mar 17, 2023",CHI,MIN,W,58,139,51,94,54.3,11,24,45.8,26,30,86.7,6,41,47,23,12,9,6,21,8
"Mar 15, 2023",CHI,SAC,L,48,114,38,97,39.2,16,42,38.1,22,25,88.0,13,35,48,28,15,13,4,24,-3
"Mar 11, 2023",HOU,CHI,W,48,119,44,86,51.2,15,32,46.9,16,22,72.7,13,31,44,25,14,7,9,17,8
