MATCH UP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Apr 09, 2023 - NYK vs. IND",L,48,136,52,108,48.1,15,40,37.5,17,22,77.3,19,34,53,29,15,8,8,24,-5
"Apr 07, 2023 - NYK @ NOP",L,48,105,38,88,43.2,14,43,32.6,15,20,75.0,7,30,37,19,10,5,2,17,-8
"Apr 05, 2023 - NYK @ IND",W,48,138,52,100,52.0,18,46,39.1,16,25,64.0,20,32,52,34,18,13,8,21,9
"Apr 02, 2023 - NYK vs. WAS",W,48,118,46,88,52.3,13,32,40.6,13,18,72.2,7,32,39,31,12,12,4,17,9
"Mar 31, 2023 - NYK @ CLE",W,48,130,49,93,52.7,17,36,47.2,15,24,62.5,16,32,48,24,10,6,5,12,14
"Mar 29, 2023 - NYK vs. MIA",W,48,101,38,76,50.0,13,31,41.9,12,23,52.2,9,38,47,22,16,8,3,14,9
"Mar 27, 2023 - NYK vs. HOU",W,48,137,50,86,58.1,17,39,43.6,20,28,71.4,7,32,39,35,11,11,8,20,22
"Mar 23, 2023 - NYK @ ORL",L,48,106,37,88,42.0,12,40,30.0,20,26,76.9,13,31,44,26,13,8,8,15,-5
"Mar 22, 2023 - NYK @ MIA",L,48,120,42,82,51.2,16,40,40.0,20,25,80.0,9,33,42,29,17,7,5,25,-7
"Mar 20, 2023 - NYK vs. MIN",L,48,134,48,85,56.5,14,28,50.0,24,28,85.7,7,27,34,26,17,7,3,22,-6
"Mar 18, 2023 - NYK vs. DEN",W,48,116,41,83,49.4,9,32,28.1,25,28,89.3,15,28,43,23,12,9,4,16,6
"Mar 14, 2023 - NYK @ POR",W,48,123,42,81,51.9,15,35,42.9,24,34,70.6,9,43,52,23,13,8,8,13,16
"Mar 12, 2023 - NYK @ LAL",W,48,112,42,88,47.7,11,37,29.7,17,21,81.0,12,34,46,18,11,8,3,18,4
"Mar 11, 2023 - NYK @ LAC",L,48,95,32,90,35.6,7,31,22.6,24,27,88.9,20,34,54,21,10,5,3,17,-11
"Mar 09, 2023 - NYK @ SAC",L,48,117,42,101,41.6,13,50,26.0,20,31,64.5,23,35,58,27,14,8,1,25,-5
"Mar 07, 2023 - NYK vs. CHA",L,48,105,38,89,42.7,11,40,27.5,18,24,75.0,10,29,39,18,8,3,4,18,-7
"Mar 05, 2023 - NYK @ BOS",W,58,131,47,95,49.5,15,41,36.6,22,32,68.8,11,43,54,18,20,7,4,27,2
"Mar 03, 2023 - NYK @ MIA",W,48,122,47,81,58.0,17,41,41.5,11,17,64.7,6,28,34,23,12,8,4,23,2
"Mar 01, 2023 - NYK vs. BKN",W,48,142,54,89,60.7,20,35,57.1,14,21,66.7,7,39,46,28,16,5,3,21,24
"Feb 27, 2023 - NYK vs. BOS",W,48,109,37,78,47.4,12,31,38.7,23,34,67.6,7,37,44,20,15,6,3,11,15
"Feb 25, 2023 - NYK vs. NOP",W,48,128,45,88,51.1,19,48,39.6,19,23,82.6,11,43,54,24,19,1,7,22,22
"Feb 24, 2023 - NYK @ WAS",W,48,115,45,92,48.9,12,29,41.4,13,16,81.3,12,31,43,21,12,9,2,17,6
"Feb 15, 2023 - NYK @ ATL",W,48,122,45,96,46.9,14,43,32.6,18,22,81.8,10,45,55,16,10,2,4,21,21
"Feb 13, 2023 - NYK vs. BKN",W,48,124,45,82,54.9,15,34,44.1,19,26,73.1,6,32,38,18,8,4,3,24,18
"Feb 11, 2023 - NYK vs. UTA",W,48,126,43,95,45.3,12,36,33.3,28,38,73.7,20,32,52,18,6,6,4,24,6
