Date,Home,Away,Winner (H/A),MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Apr 09, 2023",CHI,DET,H,48,81,31,85,36.5,9,33,27.3,10,13,76.9,15,44,59,20,25,1,3,16,-22
"Apr 07, 2023",IND,DET,A,48,122,44,90,48.9,13,31,41.9,21,26,80.8,10,32,42,24,13,12,6,24,7
"Apr 05, 2023",DET,BKN,A,48,108,41,84,48.8,13,28,46.4,13,14,92.9,9,25,34,27,14,5,3,18,-15
"Apr 04, 2023",DET,MIA,A,48,105,36,73,49.3,11,28,39.3,22,27,81.5,6,29,35,21,14,5,2,22,-13
"Apr 02, 2023",ORL,DET,H,48,102,32,78,41.0,9,33,27.3,29,36,80.6,9,29,38,22,16,4,1,29,-26
"Mar 31, 2023",HOU,DET,H,48,115,43,89,48.3,11,35,31.4,18,27,66.7,13,27,40,24,12,7,7,28,-6
"Mar 29, 2023",OKC,DET,H,48,106,40,80,50.0,16,33,48.5,10,14,71.4,10,32,42,27,18,1,3,22,-1
"Mar 27, 2023",DET,MIL,A,48,117,41,92,44.6,7,24,29.2,28,36,77.8,14,33,47,22,10,5,0,20,-9
"Mar 24, 2023",TOR,DET,H,48,97,34,73,46.6,6,25,24.0,23,30,76.7,8,31,39,23,22,8,4,18,-21
"Mar 21, 2023",ATL,DET,H,48,107,37,91,40.7,13,40,32.5,20,24,83.3,9,26,35,20,10,8,2,26,-22
"Mar 19, 2023",DET,MIA,A,48,100,38,82,46.3,10,32,31.3,14,17,82.4,9,30,39,26,13,4,2,20,-12
"Mar 16, 2023",DET,DEN,A,48,100,39,85,45.9,12,27,44.4,10,18,55.6,13,24,37,24,17,8,3,20,-19
"Mar 14, 2023",WAS,DET,H,48,97,38,99,38.4,10,34,29.4,11,12,91.7,19,25,44,18,11,8,3,19,-20
"Mar 13, 2023",DET,IND,H,48,117,48,100,48.0,14,36,38.9,7,10,70.0,19,33,52,28,15,10,5,21,20
"Mar 11, 2023",DET,IND,A,48,115,43,94,45.7,11,34,32.4,18,27,66.7,12,30,42,25,12,7,7,24,-6
