Date,Home,Away,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Apr 09, 2023",MIN,NOP,W,48,113,39,82,47.6,13,36,36.1,22,31,71.0,8,34,42,25,17,7,8,22,5
"Apr 08, 2023",SAS,MIN,W,48,151,56,101,55.4,24,43,55.8,15,21,71.4,11,34,45,42,7,8,8,18,20
"Apr 04, 2023",BKN,MIN,W,48,107,41,85,48.2,8,24,33.3,17,22,77.3,7,37,44,21,12,7,6,13,5
"Apr 02, 2023",MIN,POR,L,48,105,38,79,48.1,11,26,42.3,18,23,78.3,7,40,47,29,18,3,5,17,-2
"Mar 31, 2023",MIN,LAL,L,48,111,41,95,43.2,13,39,33.3,16,19,84.2,12,27,39,25,16,10,4,22,-12
"Mar 29, 2023",PHX,MIN,L,48,100,40,90,44.4,12,35,34.3,8,12,66.7,16,38,54,24,21,4,4,24,-7
"Mar 27, 2023",SAC,MIN,W,48,119,44,86,51.2,9,24,37.5,22,34,64.7,11,29,40,33,6,6,3,27,4
"Mar 26, 2023",GSW,MIN,W,48,99,34,80,42.5,17,40,42.5,14,25,56.0,9,40,49,25,17,10,2,20,3
"Mar 22, 2023",MIN,ATL,W,48,125,45,92,48.9,11,26,42.3,24,29,82.8,11,31,42,27,11,7,3,20,1
"Mar 20, 2023",NYK,MIN,W,48,140,51,83,61.4,14,24,58.3,24,32,75.0,7,27,34,34,15,9,4,24,6
"Mar 18, 2023",TOR,MIN,L,48,107,39,85,45.9,5,23,21.7,24,28,85.7,9,33,42,27,15,5,2,23,-15
"Mar 17, 2023",CHI,MIN,L,58,131,46,100,46.0,18,42,42.9,21,31,67.7,14,36,50,33,16,6,8,24,-8
"Mar 15, 2023",MIN,BOS,L,48,102,37,84,44.0,12,36,33.3,16,22,72.7,8,38,46,27,13,3,2,23,-2
"Mar 13, 2023",ATL,MIN,W,48,136,54,92,58.7,12,28,42.9,16,23,69.6,5,32,37,39,13,12,10,22,21
"Mar 10, 2023",MIN,BKN,L,53,123,48,98,49.0,9,30,30.0,18,29,62.1,12,35,47,29,14,10,6,21,-1
"Mar 07, 2023",MIN,PHI,L,48,94,34,86,39.5,11,36,30.6,15,21,71.4,6,28,34,19,11,9,7,16,-23
"Mar 04, 2023",SAC,MIN,W,48,138,48,80,60.0,20,39,51.3,22,31,71.0,6,34,40,31,12,4,6,21,4
"Mar 03, 2023",LAL,MIN,W,48,110,42,89,47.2,14,34,41.2,12,16,75.0,10,36,46,29,14,10,6,21,8
