Date,Home,Away,Winner (H/A),MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Apr 09, 2023",DEN,SAC,H,48,95,37,85,43.5,11,43,25.6,10,15,66.7,10,24,34,24,15,7,6,18,-14
"Apr 07, 2023",SAC,GSW,A,48,97,38,98,38.8,11,39,28.2,10,18,55.6,18,22,40,24,12,10,3,16,-22
"Apr 05, 2023",DAL,SAC,H,48,119,46,106,43.4,12,37,32.4,15,19,78.9,22,35,57,31,9,7,1,19,-4
"Apr 04, 2023",NOP,SAC,A,48,121,46,91,50.5,17,42,40.5,12,15,80.0,11,32,43,35,12,8,4,22,18
"Apr 02, 2023",SAC,SAS,A,53,134,49,103,47.6,11,44,25.0,25,32,78.1,13,30,43,24,15,9,5,23,-8
"Mar 31, 2023",POR,SAC,A,48,138,54,88,61.4,19,39,48.7,11,15,73.3,8,33,41,38,13,11,7,21,24
"Mar 29, 2023",POR,SAC,A,48,120,42,92,45.7,18,48,37.5,18,24,75.0,10,49,59,30,10,9,4,11,40
"Mar 27, 2023",SAC,MIN,A,48,115,39,84,46.4,5,27,18.5,32,40,80.0,12,30,42,16,10,4,4,23,-4
"Mar 25, 2023",SAC,UTA,H,48,121,44,95,46.3,16,43,37.2,17,21,81.0,14,28,42,30,9,11,1,13,8
"Mar 24, 2023",SAC,PHX,H,48,135,47,89,52.8,13,39,33.3,28,32,87.5,5,28,33,29,4,6,3,23,8
"Mar 21, 2023",SAC,BOS,A,48,109,39,81,48.1,17,44,38.6,14,21,66.7,10,32,42,25,14,3,4,19,-23
"Mar 20, 2023",UTA,SAC,H,48,120,41,97,42.3,19,52,36.5,19,25,76.0,8,35,43,28,6,5,3,20,-8
"Mar 18, 2023",WAS,SAC,A,48,132,48,86,55.8,22,37,59.5,14,23,60.9,7,37,44,34,8,7,7,22,14
"Mar 16, 2023",BKN,SAC,A,48,101,32,82,39.0,13,41,31.7,24,32,75.0,13,44,57,22,12,2,5,17,5
"Mar 15, 2023",CHI,SAC,A,48,117,38,78,48.7,18,42,42.9,23,29,79.3,5,40,45,26,20,6,3,19,3
"Mar 13, 2023",SAC,MIL,A,48,124,46,104,44.2,21,50,42.0,11,15,73.3,15,30,45,31,9,4,2,21,-9
"Mar 11, 2023",PHX,SAC,A,48,128,41,85,48.2,15,35,42.9,31,37,83.8,8,31,39,19,15,10,2,19,9
"Mar 09, 2023",SAC,NYK,H,48,122,44,84,52.4,10,32,31.3,24,32,75.0,6,36,42,28,12,10,3,21,5
