Date,Home,Away,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Apr 09, 2023",BKN,PHI,L,48,105,35,83,42.2,12,32,37.5,23,28,82.1,10,32,42,22,19,6,6,22,-29
"Apr 07, 2023",BKN,ORL,W,48,101,35,89,39.3,9,42,21.4,22,25,88.0,10,35,45,27,10,14,3,12,17
"Apr 05, 2023",DET,BKN,W,48,123,45,86,52.3,17,43,39.5,16,23,69.6,11,27,38,36,13,6,7,12,15
"Apr 04, 2023",BKN,MIN,L,48,102,39,90,43.3,13,35,37.1,11,14,78.6,7,33,40,21,10,6,8,18,-5
"Apr 02, 2023",BKN,UTA,W,48,111,38,86,44.2,9,32,28.1,26,34,76.5,7,33,40,25,9,6,2,26,1
"Mar 31, 2023",BKN,ATL,W,48,124,49,88,55.7,15,33,45.5,11,13,84.6,9,32,41,33,13,9,3,17,17
"Mar 29, 2023",BKN,HOU,W,48,123,44,82,53.7,17,35,48.6,18,27,66.7,8,33,41,33,12,4,9,18,9
"Mar 26, 2023",ORL,BKN,L,48,106,37,91,40.7,8,35,22.9,24,28,85.7,15,29,44,17,15,7,8,20,-13
"Mar 25, 2023",MIA,BKN,W,48,129,44,89,49.4,18,40,45.0,23,25,92.0,17,28,45,30,8,6,6,18,29
"Mar 23, 2023",BKN,CLE,L,48,114,39,81,48.1,12,34,35.3,24,27,88.9,9,33,42,24,16,7,7,21,-2
"Mar 21, 2023",BKN,CLE,L,48,109,41,92,44.6,9,33,27.3,18,23,78.3,19,30,49,25,17,6,5,19,-6
"Mar 19, 2023",BKN,DEN,L,48,102,38,82,46.3,12,35,34.3,14,16,87.5,9,24,33,26,12,10,3,16,-6
"Mar 16, 2023",BKN,SAC,L,48,96,33,80,41.3,14,39,35.9,16,23,69.6,3,38,41,20,7,8,4,22,-5
"Mar 14, 2023",OKC,BKN,L,48,107,35,82,42.7,12,41,29.3,25,34,73.5,11,35,46,25,17,3,5,20,-14
"Mar 12, 2023",DEN,BKN,W,48,122,42,84,50.0,17,44,38.6,21,24,87.5,4,24,28,32,10,11,2,21,2
"Mar 10, 2023",MIN,BKN,W,53,124,42,91,46.2,16,34,47.1,24,33,72.7,12,36,48,20,15,7,5,26,1
"Mar 09, 2023",MIL,BKN,L,48,113,41,104,39.4,14,36,38.9,17,17,100,15,32,47,20,14,10,4,12,-5
"Mar 07, 2023",HOU,BKN,W,48,118,40,81,49.4,15,40,37.5,23,29,79.3,5,31,36,23,12,12,7,21,22
"Mar 05, 2023",BKN,CHA,W,48,102,36,92,39.1,12,43,27.9,18,22,81.8,8,44,52,21,8,5,9,12,16
"Mar 03, 2023",BOS,BKN,W,48,115,40,95,42.1,14,44,31.8,21,26,80.8,13,34,47,25,13,9,6,20,10
"Mar 01, 2023",NYK,BKN,L,48,118,42,90,46.7,15,39,38.5,19,20,95.0,5,26,31,26,14,6,5,21,-24
"Feb 28, 2023",BKN,MIL,L,48,104,36,83,43.4,12,36,33.3,20,25,80.0,3,35,38,25,18,12,6,19,-14
"Feb 26, 2023",ATL,BKN,L,48,127,43,87,49.4,14,39,35.9,27,29,93.1,6,31,37,20,10,12,6,21,-2
"Feb 24, 2023",CHI,BKN,L,48,87,30,81,37.0,12,44,27.3,15,19,78.9,5,26,31,21,14,6,3,25,-44
"Feb 15, 2023",BKN,MIA,W,48,116,41,77,53.2,17,39,43.6,17,20,85.0,5,31,36,26,11,3,5,27,11
"Feb 13, 2023",NYK,BKN,L,48,106,35,78,44.9,12,29,41.4,24,33,72.7,10,29,39,18,10,3,3,19,-18
"Feb 11, 2023",BKN,PHI,L,48,98,37,92,40.2,13,40,32.5,11,13,84.6,12,30,42,23,9,7,6,20,-3
"Feb 09, 2023",BKN,CHI,W,48,116,39,91,42.9,17,44,38.6,21,25,84.0,11,38,49,26,11,8,1,20,11
"Feb 07, 2023",BKN,PHX,L,48,112,38,79,48.1,9,28,32.1,27,31,87.1,5,31,36,25,17,11,2,21,-4
"Feb 06, 2023",BKN,LAC,L,48,116,41,84,48.8,16,31,51.6,18,22,81.8,8,34,42,21,16,4,5,26,-8
"Feb 04, 2023",BKN,WAS,W,48,125,43,86,50.0,14,33,42.4,25,28,89.3,10,29,39,21,15,4,10,28,2
"Feb 01, 2023",BOS,BKN,L,48,96,36,88,40.9,9,39,23.1,15,18,83.3,5,27,32,19,7,8,1,12,-43
"Jan 30, 2023",BKN,LAL,W,48,121,45,95,47.4,16,41,39.0,15,19,78.9,12,38,50,24,11,8,9,25,17
"Jan 28, 2023",BKN,NYK,W,48,122,46,87,52.9,22,40,55.0,8,14,57.1,9,26,35,31,9,5,3,17,7
"Jan 26, 2023",BKN,DET,L,48,122,43,94,45.7,13,38,34.2,23,27,85.2,15,25,40,24,16,5,6,23,-8
"Jan 25, 2023",PHI,BKN,L,48,133,49,76,64.5,14,26,53.8,21,27,77.8,6,25,31,29,16,3,4,26,-4
"Jan 22, 2023",GSW,BKN,W,48,120,43,79,54.4,14,27,51.9,20,31,64.5,9,33,42,30,16,4,7,22,4
"Jan 20, 2023",UTA,BKN,W,48,117,43,80,53.8,18,41,43.9,13,20,65.0,6,36,42,26,11,7,6,18,11
"Jan 19, 2023",PHX,BKN,L,48,112,43,82,52.4,11,26,42.3,15,25,60.0,2,32,34,27,13,10,6,34,-5
"Jan 17, 2023",SAS,BKN,L,48,98,37,88,42.0,3,23,13.0,21,24,87.5,10,39,49,22,21,10,8,26,-8
"Jan 15, 2023",BKN,OKC,L,48,102,39,91,42.9,12,41,29.3,12,19,63.2,14,37,51,24,16,4,7,21,-10
"Jan 12, 2023",BKN,BOS,L,48,98,38,84,45.2,13,34,38.2,9,11,81.8,4,27,31,26,12,8,9,19,-11
"Jan 08, 2023",MIA,BKN,W,48,102,39,76,51.3,12,33,36.4,12,15,80.0,6,34,40,22,19,8,8,21,1
"Jan 06, 2023",NOP,BKN,W,48,108,37,85,43.5,15,33,45.5,19,20,95.0,10,33,43,26,13,8,12,23,6
"Jan 04, 2023",CHI,BKN,L,48,112,42,91,46.2,12,37,32.4,16,21,76.2,5,29,34,24,11,9,7,22,-9
"Jan 02, 2023",BKN,SAS,W,48,139,58,93,62.4,11,20,55.0,12,15,80.0,7,38,45,31,13,13,7,16,36
"Dec 31, 2022",CHA,BKN,W,48,123,48,80,60.0,13,34,38.2,14,19,73.7,2,40,42,26,14,7,6,16,17
"Dec 28, 2022",ATL,BKN,W,48,108,42,83,50.6,10,26,38.5,14,17,82.4,5,42,47,22,12,0,13,18,1
"Dec 26, 2022",CLE,BKN,W,48,125,47,82,57.3,18,30,60.0,13,17,76.5,7,31,38,27,17,7,4,25,8
"Dec 23, 2022",BKN,MIL,W,48,118,46,93,49.5,14,32,43.8,12,13,92.3,12,33,45,30,12,11,2,18,18
"Dec 21, 2022",BKN,GSW,W,48,143,54,84,64.3,21,33,63.6,14,16,87.5,3,29,32,42,15,10,4,23,30
"Dec 18, 2022",DET,BKN,W,48,124,44,80,55.0,15,29,51.7,21,23,91.3,4,31,35,26,13,5,8,24,3
"Dec 16, 2022",TOR,BKN,W,48,119,46,76,60.5,9,26,34.6,18,23,78.3,4,33,37,22,15,5,6,25,3
"Dec 12, 2022",WAS,BKN,W,48,112,44,89,49.4,8,27,29.6,16,18,88.9,7,34,41,25,13,8,7,20,12
"Dec 10, 2022",IND,BKN,W,48,136,52,100,52.0,9,28,32.1,23,32,71.9,29,30,59,19,18,7,3,24,3
"Dec 09, 2022",BKN,ATL,W,48,120,45,83,54.2,13,30,43.3,17,21,81.0,9,29,38,30,21,10,5,18,4
"Dec 07, 2022",BKN,CHA,W,48,122,49,86,57.0,12,31,38.7,12,16,75.0,5,34,39,33,11,3,8,20,6
"Dec 04, 2022",BKN,BOS,L,48,92,34,84,40.5,9,26,34.6,15,22,68.2,11,34,45,17,15,6,7,18,-11
"Dec 02, 2022",BKN,TOR,W,48,114,44,82,53.7,11,32,34.4,15,22,68.2,7,34,41,27,18,7,5,27,9
"Nov 30, 2022",BKN,WAS,W,48,113,39,84,46.4,11,26,42.3,24,26,92.3,4,31,35,22,9,8,7,25,6
"Nov 28, 2022",BKN,ORL,W,48,109,44,81,54.3,9,28,32.1,12,14,85.7,8,34,42,20,18,7,8,19,7
"Nov 27, 2022",BKN,POR,W,48,111,41,78,52.6,15,35,42.9,14,18,77.8,4,34,38,27,8,6,2,24,14
"Nov 25, 2022",IND,BKN,L,48,117,47,88,53.4,15,41,36.6,8,10,80.0,5,33,38,27,19,2,8,28,-11
"Nov 23, 2022",TOR,BKN,W,48,112,45,82,54.9,17,38,44.7,5,7,71.4,7,32,39,32,21,10,11,24,14
