MATCH UP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Apr 10, 2022 - MEM vs. BOS",L,48,110,39,102,38.2,15,47,31.9,17,27,63.0,19,26,45,27,10,11,6,16,-29
"Apr 09, 2022 - MEM vs. NOP",W,48,141,53,90,58.9,18,35,51.4,17,23,73.9,13,35,48,41,19,6,9,24,27
"Apr 07, 2022 - MEM @ DEN",L,48,109,42,89,47.2,11,28,39.3,14,19,73.7,10,24,34,30,13,8,3,21,-13
"Apr 05, 2022 - MEM @ UTA",L,53,115,39,101,38.6,13,31,41.9,24,29,82.8,10,41,51,26,13,13,7,29,-6
"Apr 01, 2022 - MEM vs. PHX",W,48,122,46,102,45.1,7,24,29.2,23,28,82.1,16,32,48,30,11,7,2,18,8
"Mar 30, 2022 - MEM @ SAS",W,48,112,44,91,48.4,16,39,41.0,8,11,72.7,12,28,40,26,14,8,5,15,1
"Mar 28, 2022 - MEM vs. GSW",W,48,123,43,92,46.7,12,30,40.0,25,35,71.4,13,39,52,26,14,11,3,21,28
"Mar 26, 2022 - MEM vs. MIL",W,48,127,49,102,48.0,13,37,35.1,16,23,69.6,16,38,54,30,8,10,9,19,25
"Mar 24, 2022 - MEM vs. IND",W,48,133,50,93,53.8,21,42,50.0,12,17,70.6,16,39,55,34,17,8,9,22,30
"Mar 23, 2022 - MEM vs. BKN",W,48,132,47,101,46.5,19,38,50.0,19,22,86.4,16,30,46,28,13,8,7,22,12
"Mar 20, 2022 - MEM @ HOU",W,48,122,46,96,47.9,16,34,47.1,14,17,82.4,7,44,51,26,14,14,6,24,24
"Mar 18, 2022 - MEM @ ATL",L,48,105,40,86,46.5,8,22,36.4,17,23,73.9,15,33,48,18,17,6,10,18,-15
"Mar 15, 2022 - MEM @ IND",W,48,135,54,105,51.4,15,40,37.5,12,20,60.0,18,33,51,38,10,11,11,16,33
"Mar 13, 2022 - MEM @ OKC",W,48,125,48,102,47.1,11,29,37.9,18,20,90.0,20,37,57,30,13,8,5,20,7
"Mar 11, 2022 - MEM vs. NYK",W,48,118,46,104,44.2,9,26,34.6,17,29,58.6,19,35,54,23,10,8,16,27,4
"Mar 08, 2022 - MEM vs. NOP",W,48,132,48,101,47.5,16,44,36.4,20,24,83.3,15,37,52,30,12,8,6,20,21
"Mar 06, 2022 - MEM @ HOU",L,48,112,44,97,45.4,5,26,19.2,19,27,70.4,12,28,40,27,11,12,8,27,-11
"Mar 05, 2022 - MEM vs. ORL",W,48,124,46,92,50.0,14,34,41.2,18,27,66.7,6,49,55,25,8,7,4,14,28
"Mar 03, 2022 - MEM @ BOS",L,48,107,42,99,42.4,13,40,32.5,10,13,76.9,17,27,44,24,7,10,4,16,-13
"Feb 28, 2022 - MEM vs. SAS",W,48,118,48,89,53.9,11,26,42.3,11,19,57.9,13,42,55,24,18,5,6,18,13
"Feb 26, 2022 - MEM @ CHI",W,48,116,44,100,44.0,7,23,30.4,21,26,80.8,19,42,61,23,14,5,10,24,6
"Feb 24, 2022 - MEM @ MIN",L,48,114,38,98,38.8,9,31,29.0,29,40,72.5,26,33,59,25,16,9,7,21,-5
"Feb 16, 2022 - MEM vs. POR",L,48,119,37,85,43.5,11,30,36.7,34,42,81.0,10,29,39,20,10,10,7,26,-4
"Feb 15, 2022 - MEM @ NOP",W,48,121,47,94,50.0,10,34,29.4,17,27,63.0,18,31,49,29,13,10,3,24,12
"Feb 12, 2022 - MEM @ CHA",W,48,125,47,96,49.0,11,33,33.3,20,33,60.6,16,41,57,31,17,11,8,26,7
"Feb 10, 2022 - MEM @ DET",W,48,132,44,92,47.8,15,30,50.0,29,42,69.0,18,42,60,32,13,6,4,23,25
"Feb 08, 2022 - MEM vs. LAC",W,48,135,53,103,51.5,9,26,34.6,20,25,80.0,21,34,55,26,13,12,6,18,26
"Feb 05, 2022 - MEM @ ORL",W,48,135,53,105,50.5,13,39,33.3,16,22,72.7,16,46,62,33,8,6,5,21,20
"Feb 02, 2022 - MEM @ NYK",W,48,120,44,102,43.1,16,39,41.0,16,23,69.6,15,36,51,30,11,11,5,18,12
"Jan 31, 2022 - MEM @ PHI",L,53,119,47,102,46.1,6,30,20.0,19,28,67.9,15,33,48,18,14,14,6,15,-3
"Jan 29, 2022 - MEM vs. WAS",W,48,115,46,100,46.0,13,31,41.9,10,12,83.3,21,39,60,24,9,8,10,21,20
"Jan 28, 2022 - MEM vs. UTA",W,48,119,46,82,56.1,9,23,39.1,18,24,75.0,8,34,42,27,15,9,7,19,10
"Jan 26, 2022 - MEM @ SAS",W,48,118,46,90,51.1,7,23,30.4,19,26,73.1,12,32,44,24,13,9,9,18,8
"Jan 23, 2022 - MEM @ DAL",L,48,91,37,99,37.4,4,24,16.7,13,19,68.4,21,29,50,20,15,10,3,25,-13
"Jan 21, 2022 - MEM @ DEN",W,48,122,43,82,52.4,11,25,44.0,25,40,62.5,13,35,48,19,16,11,10,24,4
"Jan 19, 2022 - MEM @ MIL",L,48,114,44,106,41.5,9,40,22.5,17,25,68.0,16,31,47,26,10,10,8,20,-12
"Jan 17, 2022 - MEM vs. CHI",W,48,119,47,92,51.1,10,25,40.0,15,20,75.0,10,38,48,29,18,14,7,13,13
"Jan 14, 2022 - MEM vs. DAL",L,48,85,34,89,38.2,7,31,22.6,10,13,76.9,10,31,41,19,15,8,6,16,-27
