Date,Home,Away,Winner (H/A),MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Apr 10, 2022",CHA,WAS,H,48,124,48,89,53.9,18,33,54.5,10,14,71.4,11,37,48,34,20,6,9,20,16
"Apr 08, 2022",CHI,CHA,A,48,133,52,86,60.5,19,40,47.5,10,10,100,8,30,38,34,11,7,4,21,16
"Apr 07, 2022",CHA,ORL,H,48,128,48,92,52.2,12,34,35.3,20,27,74.1,10,46,56,29,12,9,10,17,27
"Apr 05, 2022",MIA,CHA,H,48,115,45,85,52.9,12,38,31.6,13,18,72.2,7,24,31,34,15,8,3,18,-29
"Apr 02, 2022",PHI,CHA,H,48,114,42,87,48.3,11,30,36.7,19,24,79.2,7,25,32,34,17,14,1,18,-30
"Mar 30, 2022",NYK,CHA,A,48,125,49,90,54.4,12,35,34.3,15,17,88.2,8,32,40,39,12,7,3,21,11
"Mar 28, 2022",CHA,DEN,A,48,109,44,93,47.3,13,42,31.0,8,12,66.7,8,32,40,33,15,11,3,21,-4
"Mar 27, 2022",BKN,CHA,A,48,119,42,98,42.9,17,32,53.1,18,23,78.3,17,36,53,26,12,6,2,22,9
"Mar 25, 2022",CHA,UTA,H,48,107,41,88,46.6,13,34,38.2,12,17,70.6,16,29,45,26,10,7,3,17,6
"Mar 23, 2022",CHA,NYK,A,48,106,42,89,47.2,13,46,28.3,9,17,52.9,14,31,45,26,11,5,4,18,-15
"Mar 21, 2022",CHA,NOP,H,48,106,40,79,50.6,13,37,35.1,13,15,86.7,5,30,35,34,17,5,10,19,3
"Mar 19, 2022",CHA,DAL,H,48,129,44,88,50.0,20,42,47.6,21,27,77.8,10,36,46,33,9,8,8,18,21
"Mar 16, 2022",CHA,ATL,H,48,116,43,87,49.4,11,35,31.4,19,23,82.6,11,32,43,30,9,8,8,18,10
"Mar 14, 2022",OKC,CHA,A,48,134,49,91,53.8,20,35,57.1,16,21,76.2,8,29,37,33,6,12,7,17,18
"Mar 11, 2022",NOP,CHA,A,48,142,52,87,59.8,22,47,46.8,16,20,80.0,6,32,38,41,14,11,1,23,22
"Mar 09, 2022",CHA,BOS,A,48,101,36,85,42.4,8,33,24.2,21,28,75.0,15,31,46,18,16,8,7,15,-14
"Mar 08, 2022",CHA,BKN,A,48,121,45,92,48.9,13,41,31.7,18,22,81.8,10,31,41,26,15,12,3,24,-11
"Mar 05, 2022",CHA,SAS,H,48,123,42,91,46.2,16,42,38.1,23,29,79.3,11,39,50,29,9,8,5,16,6
"Mar 02, 2022",CLE,CHA,A,48,119,43,85,50.6,17,38,44.7,16,22,72.7,9,36,45,32,12,10,5,21,21
"Feb 28, 2022",MIL,CHA,H,48,106,36,93,38.7,14,39,35.9,20,32,62.5,9,31,40,22,9,6,1,27,-24
"Feb 27, 2022",CHA,DET,A,53,126,45,89,50.6,13,31,41.9,23,34,67.6,12,34,46,25,17,8,8,19,-1
"Feb 25, 2022",CHA,TOR,H,48,125,52,94,55.3,15,40,37.5,6,9,66.7,13,39,52,34,18,10,7,20,32
"Feb 17, 2022",CHA,MIA,A,58,107,38,95,40.0,10,42,23.8,21,30,70.0,17,41,58,27,18,6,4,28,-4
"Feb 15, 2022",MIN,CHA,H,53,120,42,102,41.2,8,33,24.2,28,37,75.7,16,46,62,31,14,9,7,30,-6
"Feb 12, 2022",CHA,MEM,A,48,118,39,97,40.2,14,45,31.1,26,33,78.8,18,35,53,28,17,7,6,29,-7
"Feb 11, 2022",DET,CHA,A,48,141,54,97,55.7,18,42,42.9,15,23,65.2,15,36,51,36,18,13,2,22,22
"Feb 09, 2022",CHA,CHI,A,48,109,40,93,43.0,13,43,30.2,16,23,69.6,11,32,43,26,9,7,1,16,-12
"Feb 07, 2022",CHA,TOR,A,48,101,39,95,41.1,9,40,22.5,14,16,87.5,9,29,38,28,13,11,4,19,-15
"Feb 05, 2022",CHA,MIA,A,48,86,33,86,38.4,10,36,27.8,10,16,62.5,12,38,50,23,20,4,5,19,-18
"Feb 04, 2022",CHA,CLE,A,48,101,38,92,41.3,14,43,32.6,11,12,91.7,15,37,52,27,14,9,2,22,-1
"Feb 02, 2022",BOS,CHA,H,48,107,37,87,42.5,12,40,30.0,21,27,77.8,14,32,46,18,16,12,4,20,-6
"Jan 30, 2022",CHA,LAC,A,48,90,32,98,32.7,8,34,23.5,18,27,66.7,11,33,44,24,9,8,2,15,-25
"Jan 28, 2022",CHA,LAL,H,48,117,43,83,51.8,11,36,30.6,20,28,71.4,11,39,50,25,12,4,5,24,3
"Jan 26, 2022",IND,CHA,A,48,158,54,93,58.1,24,45,53.3,26,33,78.8,8,28,36,37,13,9,5,29,32
"Jan 25, 2022",TOR,CHA,H,48,113,40,82,48.8,10,31,32.3,23,32,71.9,9,28,37,25,12,7,2,20,-12
"Jan 23, 2022",CHA,ATL,A,48,91,34,87,39.1,4,36,11.1,19,27,70.4,11,43,54,23,16,6,6,24,-22
"Jan 21, 2022",CHA,OKC,H,48,121,45,99,45.5,17,49,34.7,14,20,70.0,16,46,62,34,12,8,5,18,23
