MATCH UP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Apr 10, 2022 - POR vs. UTA",L,48,80,31,83,37.3,9,34,26.5,9,12,75.0,5,27,32,21,16,11,8,27,-31
"Apr 08, 2022 - POR @ DAL",L,48,78,31,83,37.3,7,32,21.9,9,12,75.0,5,24,29,20,17,9,2,23,-50
"Apr 07, 2022 - POR @ NOP",L,48,94,36,69,52.2,11,31,35.5,11,13,84.6,3,24,27,28,22,10,4,27,-33
"Apr 05, 2022 - POR @ OKC",L,48,94,35,83,42.2,11,32,34.4,13,16,81.3,10,30,40,24,17,10,6,19,-4
"Apr 03, 2022 - POR @ SAS",L,48,92,33,84,39.3,16,45,35.6,10,15,66.7,7,32,39,22,14,7,4,22,-21
"Apr 01, 2022 - POR @ SAS",L,48,111,41,92,44.6,15,35,42.9,14,20,70.0,12,30,42,27,12,12,2,20,-19
"Mar 30, 2022 - POR vs. NOP",L,48,107,39,85,45.9,14,42,33.3,15,18,83.3,13,28,41,30,22,7,4,27,-10
"Mar 28, 2022 - POR vs. OKC",L,53,131,51,112,45.5,20,50,40.0,9,13,69.2,19,28,47,28,11,17,5,23,-3
"Mar 26, 2022 - POR vs. HOU",L,48,98,37,93,39.8,12,40,30.0,12,17,70.6,21,30,51,21,23,14,4,19,-17
"Mar 25, 2022 - POR vs. HOU",L,48,106,43,85,50.6,3,20,15.0,17,23,73.9,13,25,38,28,17,6,3,21,-19
"Mar 23, 2022 - POR vs. SAS",L,48,96,36,94,38.3,7,26,26.9,17,18,94.4,12,31,43,18,18,5,5,21,-37
"Mar 21, 2022 - POR @ DET",W,48,119,37,88,42.0,8,28,28.6,37,49,75.5,17,30,47,22,9,15,7,26,4
"Mar 20, 2022 - POR @ IND",L,48,98,38,81,46.9,9,33,27.3,13,18,72.2,10,22,32,23,18,10,3,19,-31
"Mar 18, 2022 - POR @ BKN",L,48,123,48,96,50.0,13,35,37.1,14,24,58.3,17,20,37,29,14,14,4,26,-5
"Mar 16, 2022 - POR @ NYK",L,48,98,40,91,44.0,11,34,32.4,7,14,50.0,10,31,41,26,12,1,3,31,-30
"Mar 14, 2022 - POR @ ATL",L,48,113,44,88,50.0,10,24,41.7,15,21,71.4,11,45,56,25,21,4,9,25,-9
"Mar 12, 2022 - POR vs. WAS",W,48,127,48,93,51.6,11,30,36.7,20,22,90.9,12,31,43,21,11,10,3,21,9
"Mar 09, 2022 - POR @ UTA",L,48,85,29,89,32.6,9,36,25.0,18,22,81.8,9,27,36,19,10,4,2,23,-38
"Mar 07, 2022 - POR @ MIN",L,48,81,23,83,27.7,7,28,25.0,28,38,73.7,8,34,42,11,18,10,5,30,-43
"Mar 05, 2022 - POR @ MIN",L,48,121,40,85,47.1,16,38,42.1,25,30,83.3,11,30,41,24,16,5,1,23,-14
"Mar 02, 2022 - POR @ PHX",L,48,90,30,78,38.5,11,31,35.5,19,25,76.0,5,30,35,22,19,10,2,23,-30
"Feb 27, 2022 - POR vs. DEN",L,48,92,34,91,37.4,6,36,16.7,18,26,69.2,11,31,42,22,15,12,3,25,-32
