MATCH UP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Apr 10, 2022 - SAC @ PHX",W,48,116,40,76,52.6,14,26,53.8,22,30,73.3,2,38,40,26,15,9,7,18,7
"Apr 09, 2022 - SAC @ LAC",L,48,98,38,86,44.2,7,28,25.0,15,24,62.5,7,35,42,24,13,12,2,16,-19
"Apr 05, 2022 - SAC vs. NOP",L,48,109,39,76,51.3,11,30,36.7,20,22,90.9,3,31,34,28,15,4,3,20,-14
"Apr 03, 2022 - SAC vs. GSW",L,48,90,31,81,38.3,7,33,21.2,21,24,87.5,6,29,35,19,13,5,1,15,-19
"Apr 01, 2022 - SAC @ HOU",W,48,122,42,81,51.9,12,28,42.9,26,34,76.5,8,39,47,29,13,6,11,19,5
"Mar 30, 2022 - SAC @ HOU",W,48,121,44,95,46.3,7,26,26.9,26,36,72.2,13,31,44,21,9,7,10,21,3
"Mar 28, 2022 - SAC @ MIA",L,48,100,37,81,45.7,12,35,34.3,14,18,77.8,5,27,32,21,14,6,2,12,-23
"Mar 26, 2022 - SAC @ ORL",W,53,114,42,98,42.9,11,36,30.6,19,24,79.2,18,41,59,24,14,4,4,12,4
"Mar 23, 2022 - SAC @ IND",W,48,110,43,82,52.4,12,37,32.4,12,17,70.6,4,32,36,26,17,7,3,10,1
"Mar 20, 2022 - SAC vs. PHX",L,53,124,39,91,42.9,16,34,47.1,30,36,83.3,9,33,42,27,15,12,2,21,-3
"Mar 18, 2022 - SAC vs. BOS",L,48,97,33,79,41.8,13,36,36.1,18,24,75.0,8,29,37,23,16,5,6,14,-29
"Mar 16, 2022 - SAC vs. MIL",L,48,126,46,94,48.9,16,43,37.2,18,21,85.7,7,32,39,27,15,8,5,21,-9
"Mar 14, 2022 - SAC vs. CHI",W,48,112,39,82,47.6,10,25,40.0,24,26,92.3,7,38,45,25,16,10,3,21,9
"Mar 12, 2022 - SAC @ UTA",L,48,125,47,94,50.0,13,33,39.4,18,21,85.7,8,25,33,27,7,6,3,20,-9
"Mar 09, 2022 - SAC vs. DEN",L,48,100,38,85,44.7,12,34,35.3,12,18,66.7,8,30,38,24,16,11,5,22,-6
"Mar 07, 2022 - SAC vs. NYK",L,48,115,39,80,48.8,11,32,34.4,26,36,72.2,4,36,40,23,12,4,2,16,-16
"Mar 05, 2022 - SAC @ DAL",L,48,113,46,94,48.9,9,25,36.0,12,18,66.7,10,35,45,24,16,5,1,28,-1
"Mar 03, 2022 - SAC @ SAS",W,48,115,39,85,45.9,10,32,31.3,27,32,84.4,9,40,49,26,14,6,2,13,3
"Mar 02, 2022 - SAC @ NOP",L,48,95,35,89,39.3,8,35,22.9,17,25,68.0,12,26,38,20,11,9,4,19,-30
"Feb 28, 2022 - SAC @ OKC",W,48,131,49,87,56.3,10,31,32.3,23,30,76.7,11,35,46,30,17,10,6,25,21
"Feb 26, 2022 - SAC @ DEN",L,48,110,38,89,42.7,9,30,30.0,25,33,75.8,9,36,45,24,13,4,3,25,-5
"Feb 24, 2022 - SAC vs. DEN",L,48,110,43,86,50.0,9,29,31.0,15,18,83.3,6,28,34,25,15,5,8,17,-18
"Feb 16, 2022 - SAC @ CHI",L,48,118,43,84,51.2,12,30,40.0,20,22,90.9,7,29,36,24,13,9,3,14,-7
"Feb 14, 2022 - SAC @ BKN",L,48,85,31,90,34.4,9,35,25.7,14,18,77.8,11,32,43,12,18,8,4,17,-24
"Feb 12, 2022 - SAC @ WAS",W,48,123,43,76,56.6,12,28,42.9,25,29,86.2,6,36,42,27,14,4,2,20,13
"Feb 09, 2022 - SAC vs. MIN",W,48,132,48,93,51.6,12,30,40.0,24,27,88.9,11,40,51,32,14,4,7,19,13
"Feb 08, 2022 - SAC vs. MIN",L,48,114,41,83,49.4,9,25,36.0,23,26,88.5,5,33,38,29,19,4,3,20,-20
"Feb 05, 2022 - SAC vs. OKC",W,48,113,43,83,51.8,12,32,37.5,15,22,68.2,7,40,47,30,16,13,4,15,10
"Feb 03, 2022 - SAC @ GSW",L,48,114,42,80,52.5,11,31,35.5,19,23,82.6,5,20,25,29,16,13,3,16,-12
"Feb 02, 2022 - SAC vs. BKN",W,48,112,41,93,44.1,14,42,33.3,16,18,88.9,15,33,48,23,14,8,7,15,11
"Jan 31, 2022 - SAC @ NYK",L,48,96,37,86,43.0,11,38,28.9,11,22,50.0,9,27,36,24,16,6,5,23,-20
"Jan 29, 2022 - SAC @ PHI",L,48,101,36,82,43.9,12,35,34.3,17,20,85.0,10,33,43,24,13,9,2,21,-2
"Jan 26, 2022 - SAC @ ATL",L,48,104,39,93,41.9,12,40,30.0,14,19,73.7,10,32,42,23,12,6,3,20,-17
"Jan 25, 2022 - SAC @ BOS",L,48,75,29,95,30.5,6,33,18.2,11,15,73.3,15,30,45,15,12,7,8,14,-53
"Jan 22, 2022 - SAC @ MIL",L,48,127,51,97,52.6,15,37,40.5,10,16,62.5,13,35,48,29,14,4,2,20,-6
"Jan 19, 2022 - SAC vs. DET",L,48,131,44,84,52.4,12,27,44.4,31,44,70.5,8,27,35,22,7,4,8,17,-2
"Jan 16, 2022 - SAC vs. HOU",L,48,112,41,91,45.1,12,38,31.6,18,24,75.0,7,30,37,26,12,16,2,24,-6
"Jan 14, 2022 - SAC vs. HOU",W,48,126,48,96,50.0,13,37,35.1,17,24,70.8,13,40,53,33,14,8,7,23,12
"Jan 12, 2022 - SAC vs. LAL",W,48,125,49,89,55.1,11,30,36.7,16,19,84.2,8,37,45,28,13,8,7,20,9
"Jan 10, 2022 - SAC vs. CLE",L,48,108,39,91,42.9,14,30,46.7,16,22,72.7,15,28,43,20,12,10,3,16,-1
"Jan 09, 2022 - SAC @ POR",L,48,88,33,85,38.8,7,31,22.6,15,21,71.4,8,38,46,20,12,8,5,17,-15
"Jan 07, 2022 - SAC @ DEN",L,48,111,40,92,43.5,11,29,37.9,20,24,83.3,12,35,47,21,12,6,3,19,-10
"Jan 05, 2022 - SAC vs. ATL",L,48,102,38,90,42.2,11,27,40.7,15,20,75.0,10,37,47,15,11,6,1,20,-6
"Jan 04, 2022 - SAC @ LAL",L,48,114,43,83,51.8,14,34,41.2,14,18,77.8,9,36,45,31,18,2,3,18,-8
"Jan 02, 2022 - SAC vs. MIA",W,48,115,40,78,51.3,13,34,38.2,22,27,81.5,7,32,39,31,16,3,2,18,2
"Dec 31, 2021 - SAC vs. DAL",L,48,96,38,91,41.8,10,29,34.5,10,12,83.3,8,25,33,25,10,7,4,16,-16
"Dec 29, 2021 - SAC vs. DAL",W,48,95,36,75,48.0,10,26,38.5,13,15,86.7,7,31,38,21,15,5,2,21,1
"Dec 28, 2021 - SAC vs. OKC",W,48,117,40,95,42.1,17,39,43.6,20,27,74.1,11,46,57,25,10,3,9,22,6
"Dec 26, 2021 - SAC vs. MEM",L,48,102,34,81,42.0,10,29,34.5,24,27,88.9,9,29,38,22,18,7,9,23,-25
"Dec 22, 2021 - SAC vs. LAC",L,48,89,34,85,40.0,12,38,31.6,9,12,75.0,7,33,40,24,19,7,5,15,-16
"Dec 20, 2021 - SAC @ GSW",L,48,98,37,83,44.6,13,32,40.6,11,16,68.8,6,31,37,23,21,10,3,9,-15
"Dec 19, 2021 - SAC vs. SAS",W,48,121,46,91,50.5,14,25,56.0,15,18,83.3,11,29,40,23,12,11,3,19,7
"Dec 17, 2021 - SAC vs. MEM",L,48,105,36,88,40.9,13,35,37.1,20,26,76.9,10,35,45,21,18,5,6,20,-19
"Dec 15, 2021 - SAC vs. WAS",W,48,119,45,82,54.9,8,26,30.8,21,29,72.4,6,33,39,25,11,7,6,21,14
"Dec 13, 2021 - SAC @ TOR",L,48,101,38,94,40.4,11,34,32.4,14,21,66.7,19,34,53,21,17,5,4,16,-23
"Dec 11, 2021 - SAC @ CLE",L,48,103,41,93,44.1,7,28,25.0,14,22,63.6,11,37,48,19,17,8,6,21,-14
"Dec 10, 2021 - SAC @ CHA",L,48,123,48,101,47.5,14,41,34.1,13,17,76.5,20,28,48,22,14,11,4,20,-1
"Dec 08, 2021 - SAC vs. ORL",W,48,142,53,97,54.6,15,34,44.1,21,25,84.0,12,31,43,24,8,8,7,22,12
"Dec 04, 2021 - SAC vs. LAC",W,48,104,36,86,41.9,12,34,35.3,20,25,80.0,11,40,51,19,17,8,8,25,5
"Dec 01, 2021 - SAC @ LAC",W,48,124,46,88,52.3,15,38,39.5,17,20,85.0,7,31,38,28,12,8,1,16,9
"Nov 30, 2021 - SAC vs. LAL",L,48,92,35,79,44.3,6,29,20.7,16,22,72.7,9,31,40,22,20,11,4,21,-25
"Nov 28, 2021 - SAC @ MEM",L,48,101,33,97,34.0,9,42,21.4,26,37,70.3,12,37,49,17,8,5,8,18,-27
"Nov 26, 2021 - SAC @ LAL",W,63,141,54,120,45.0,14,45,31.1,19,29,65.5,16,40,56,32,15,11,4,26,4
"Nov 24, 2021 - SAC vs. POR",W,48,125,45,86,52.3,12,33,36.4,23,34,67.6,14,29,43,21,14,4,4,21,4
"Nov 22, 2021 - SAC vs. PHI",L,48,94,33,80,41.3,7,31,22.6,21,29,72.4,11,38,49,17,14,4,0,19,-8
"Nov 20, 2021 - SAC vs. UTA",L,48,105,41,91,45.1,10,31,32.3,13,21,61.9,8,27,35,20,8,8,5,14,-18
"Nov 19, 2021 - SAC vs. TOR",L,48,89,32,84,38.1,9,37,24.3,16,25,64.0,11,29,40,15,15,8,4,18,-19
"Nov 17, 2021 - SAC @ MIN",L,48,97,34,93,36.6,10,38,26.3,19,25,76.0,20,27,47,19,20,7,3,22,-10
"Nov 15, 2021 - SAC @ DET",W,48,129,52,98,53.1,16,33,48.5,9,11,81.8,11,36,47,32,14,11,5,17,22
"Nov 12, 2021 - SAC @ OKC",L,48,103,38,95,40.0,14,41,34.1,13,17,76.5,11,38,49,20,14,5,7,12,-2
"Nov 10, 2021 - SAC @ SAS",L,48,117,47,91,51.6,10,36,27.8,13,16,81.3,11,33,44,20,15,4,6,26,-19
"Nov 08, 2021 - SAC vs. PHX",L,48,104,37,82,45.1,10,24,41.7,20,26,76.9,8,38,46,18,24,6,6,18,-5
"Nov 07, 2021 - SAC vs. IND",L,48,91,31,84,36.9,10,34,29.4,19,22,86.4,8,25,33,20,12,14,6,18,-3
"Nov 05, 2021 - SAC vs. CHA",W,48,140,48,87,55.2,22,44,50.0,22,26,84.6,13,43,56,29,18,5,1,21,30
"Nov 03, 2021 - SAC vs. NOP",W,48,112,42,80,52.5,10,30,33.3,18,22,81.8,4,33,37,27,8,8,7,21,13
"Nov 02, 2021 - SAC @ UTA",L,48,113,42,93,45.2,12,31,38.7,17,24,70.8,6,32,38,24,11,8,8,24,-6
"Oct 31, 2021 - SAC @ DAL",L,48,99,38,96,39.6,7,36,19.4,16,20,80.0,17,39,56,20,13,6,3,19,-6
"Oct 29, 2021 - SAC @ NOP",W,48,113,40,80,50.0,9,27,33.3,24,25,96.0,3,42,45,19,14,4,5,20,4
"Oct 27, 2021 - SAC @ PHX",W,48,110,42,95,44.2,15,38,39.5,11,15,73.3,8,32,40,28,12,7,6,20,3
"Oct 24, 2021 - SAC vs. GSW",L,48,107,42,86,48.8,15,46,32.6,8,13,61.5,10,37,47,26,19,0,4,16,-12
