Date,Home,Away,Winner (H/A),MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Apr 10, 2022",MEM,BOS,A,48,139,54,99,54.5,18,48,37.5,13,13,100,14,42,56,34,15,5,2,20,29
"Apr 07, 2022",MIL,BOS,H,48,121,43,87,49.4,21,50,42.0,14,19,73.7,8,36,44,30,16,8,4,15,-6
"Apr 06, 2022",CHI,BOS,A,48,117,43,88,48.9,17,37,45.9,14,22,63.6,8,34,42,29,13,11,6,18,23
"Apr 03, 2022",BOS,WAS,H,48,144,56,91,61.5,23,44,52.3,9,13,69.2,7,32,39,39,8,6,5,20,42
"Apr 01, 2022",BOS,IND,H,48,128,45,83,54.2,12,33,36.4,26,28,92.9,11,29,40,29,16,7,4,19,5
"Mar 30, 2022",BOS,MIA,A,48,98,35,85,41.2,11,37,29.7,17,23,73.9,8,36,44,27,18,9,1,22,-8
"Mar 28, 2022",TOR,BOS,H,53,112,39,95,41.1,12,40,30.0,22,28,78.6,16,41,57,23,17,5,7,15,-3
"Mar 27, 2022",BOS,MIN,H,48,134,49,87,56.3,17,39,43.6,19,21,90.5,10,35,45,27,13,7,5,20,22
"Mar 23, 2022",BOS,UTA,H,48,125,50,84,59.5,19,36,52.8,6,7,85.7,8,31,39,37,13,8,10,20,28
"Mar 21, 2022",OKC,BOS,A,48,132,44,86,51.2,15,40,37.5,29,34,85.3,6,36,42,22,9,8,7,18,9
"Mar 20, 2022",DEN,BOS,A,48,124,47,82,57.3,19,40,47.5,11,11,100,5,33,38,29,9,4,6,18,20
"Mar 18, 2022",SAC,BOS,A,48,126,46,82,56.1,22,40,55.0,12,17,70.6,6,37,43,33,13,11,1,23,29
"Mar 16, 2022",GSW,BOS,A,48,110,38,81,46.9,15,40,37.5,19,22,86.4,8,45,53,23,10,4,4,15,22
"Mar 13, 2022",BOS,DAL,A,48,92,33,88,37.5,9,37,24.3,17,19,89.5,11,34,45,16,11,8,3,12,-3
"Mar 11, 2022",BOS,DET,H,48,114,42,90,46.7,6,32,18.8,24,30,80.0,13,34,47,23,9,10,3,19,11
"Mar 09, 2022",CHA,BOS,A,48,115,46,93,49.5,12,37,32.4,11,14,78.6,16,31,47,30,11,10,8,20,14
"Mar 06, 2022",BOS,BKN,H,48,126,40,83,48.2,17,36,47.2,29,38,76.3,10,27,37,25,10,9,7,19,6
"Mar 03, 2022",BOS,MEM,H,48,120,46,89,51.7,16,37,43.2,12,15,80.0,15,36,51,33,14,4,7,15,13
"Mar 01, 2022",BOS,ATL,H,48,107,39,83,47.0,11,35,31.4,18,19,94.7,11,36,47,27,14,4,8,20,9
"Feb 27, 2022",IND,BOS,H,48,107,39,91,42.9,12,43,27.9,17,20,85.0,12,28,40,25,10,5,9,13,-21
"Feb 26, 2022",DET,BOS,A,48,113,42,88,47.7,10,26,38.5,19,21,90.5,10,27,37,31,10,5,6,21,9
"Feb 24, 2022",BKN,BOS,A,48,129,46,85,54.1,17,42,40.5,20,27,74.1,8,40,48,28,14,9,3,20,23
"Feb 16, 2022",BOS,DET,A,48,111,42,77,54.5,13,32,40.6,14,18,77.8,2,28,30,29,17,8,6,14,-1
"Feb 15, 2022",PHI,BOS,A,48,135,46,82,56.1,25,45,55.6,18,22,81.8,7,44,51,28,11,2,10,25,48
"Feb 13, 2022",BOS,ATL,H,48,105,36,85,42.4,11,38,28.9,22,27,81.5,12,42,54,21,12,5,6,15,10
"Feb 11, 2022",BOS,DEN,H,48,108,38,96,39.6,10,37,27.0,22,30,73.3,18,36,54,24,12,13,8,20,6
"Feb 08, 2022",BKN,BOS,A,48,126,50,91,54.9,14,40,35.0,12,16,75.0,11,41,52,32,14,6,8,14,35
"Feb 06, 2022",ORL,BOS,A,48,116,45,99,45.5,13,46,28.3,13,14,92.9,16,39,55,29,16,9,6,17,33
"Feb 04, 2022",DET,BOS,A,48,102,37,82,45.1,9,28,32.1,19,25,76.0,11,44,55,23,14,4,9,17,9
"Feb 02, 2022",BOS,CHA,H,48,113,42,82,51.2,14,36,38.9,15,17,88.2,6,36,42,31,19,9,5,21,6
"Jan 31, 2022",BOS,MIA,H,48,122,44,84,52.4,16,42,38.1,18,27,66.7,9,35,44,24,10,9,6,15,30
"Jan 29, 2022",NOP,BOS,A,48,107,43,81,53.1,14,41,34.1,7,11,63.6,6,37,43,31,15,6,7,19,10
"Jan 28, 2022",ATL,BOS,H,48,92,30,86,34.9,7,36,19.4,25,27,92.6,16,36,52,15,18,5,8,25,-16
"Jan 25, 2022",BOS,SAC,H,48,128,51,103,49.5,20,45,44.4,6,7,85.7,17,50,67,32,11,6,6,12,53
"Jan 23, 2022",WAS,BOS,A,48,116,40,90,44.4,19,39,48.7,17,21,81.0,11,46,57,26,13,5,3,16,29
"Jan 21, 2022",BOS,POR,A,48,105,37,82,45.1,11,37,29.7,20,23,87.0,8,34,42,25,12,7,7,24,-4
"Jan 19, 2022",BOS,CHA,A,48,102,39,90,43.3,14,46,30.4,10,13,76.9,8,30,38,27,14,8,3,20,-9
"Jan 17, 2022",BOS,NOP,H,48,104,38,80,47.5,10,32,31.3,18,20,90.0,5,42,47,22,14,6,4,18,12
"Jan 15, 2022",BOS,CHI,H,48,114,44,90,48.9,9,26,34.6,17,19,89.5,17,33,50,27,11,6,6,15,2
"Jan 14, 2022",PHI,BOS,H,48,99,37,78,47.4,11,31,35.5,14,18,77.8,7,37,44,20,20,4,4,21,-12
"Jan 12, 2022",IND,BOS,A,48,119,40,78,51.3,18,38,47.4,21,25,84.0,7,30,37,23,13,6,5,22,19
"Jan 10, 2022",BOS,IND,H,53,101,35,88,39.8,8,28,28.6,23,28,82.1,12,41,53,17,20,10,6,19,3
"Jan 08, 2022",BOS,NYK,H,48,99,36,76,47.4,12,29,41.4,15,17,88.2,9,36,45,26,12,8,8,15,24
"Jan 06, 2022",NYK,BOS,H,48,105,38,80,47.5,17,45,37.8,12,13,92.3,8,30,38,22,13,5,10,16,-3
"Jan 05, 2022",BOS,SAS,A,48,97,40,90,44.4,9,28,32.1,8,9,88.9,13,28,41,19,10,10,9,12,-2
"Jan 02, 2022",BOS,ORL,H,53,116,39,86,45.3,13,36,36.1,25,28,89.3,9,37,46,25,22,5,10,23,5
"Dec 31, 2021",BOS,PHX,H,48,123,45,83,54.2,10,27,37.0,23,26,88.5,13,38,51,28,18,6,7,18,15
"Dec 29, 2021",BOS,LAC,A,48,82,35,101,34.7,4,42,9.5,8,11,72.7,21,29,50,19,8,8,8,16,-9
"Dec 27, 2021",MIN,BOS,H,48,103,33,89,37.1,16,47,34.0,21,28,75.0,15,38,53,23,14,8,10,16,-5
"Dec 25, 2021",MIL,BOS,H,48,113,38,89,42.7,17,45,37.8,20,24,83.3,11,33,44,24,14,9,8,23,-4
"Dec 22, 2021",BOS,CLE,H,48,111,43,92,46.7,11,30,36.7,14,18,77.8,12,36,48,24,13,12,5,24,10
"Dec 20, 2021",BOS,PHI,A,48,103,38,82,46.3,7,27,25.9,20,25,80.0,11,31,42,16,18,9,5,23,-5
"Dec 18, 2021",BOS,NYK,H,48,114,42,89,47.2,17,45,37.8,13,17,76.5,12,33,45,23,13,6,3,20,7
"Dec 17, 2021",BOS,GSW,A,48,107,36,82,43.9,15,41,36.6,20,29,69.0,11,34,45,20,16,5,2,19,-4
"Dec 13, 2021",BOS,MIL,H,48,117,43,86,50.0,20,47,42.6,11,13,84.6,7,33,40,31,13,6,5,15,14
"Dec 10, 2021",PHX,BOS,H,48,90,35,93,37.6,4,26,15.4,16,24,66.7,15,31,46,13,13,7,6,17,-21
"Dec 08, 2021",LAC,BOS,H,48,111,41,86,47.7,10,32,31.3,19,21,90.5,14,33,47,26,23,11,3,21,-3
"Dec 07, 2021",LAL,BOS,H,48,102,36,82,43.9,10,33,30.3,20,29,69.0,7,27,34,27,13,8,4,16,-15
"Dec 04, 2021",POR,BOS,A,48,145,49,87,56.3,21,37,56.8,26,29,89.7,12,34,46,26,12,5,7,21,28
"Dec 03, 2021",UTA,BOS,H,48,130,47,91,51.6,14,39,35.9,22,22,100,5,25,30,23,6,9,3,22,-7
"Dec 01, 2021",BOS,PHI,H,48,88,33,79,41.8,11,28,39.3,11,15,73.3,4,42,46,18,13,5,8,15,1
"Nov 28, 2021",TOR,BOS,A,48,109,34,82,41.5,12,34,35.3,29,31,93.5,12,41,53,24,18,5,3,19,12
