Date,Home,Away,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Apr 10, 2022",CHA,WAS,L,48,108,42,94,44.7,8,23,34.8,16,26,61.5,17,26,43,25,11,12,3,16,-16
"Apr 08, 2022",WAS,NYK,L,48,92,35,69,50.7,9,28,32.1,13,17,76.5,2,35,37,21,22,5,5,19,-22
"Apr 06, 2022",ATL,WAS,L,48,103,42,86,48.8,10,35,28.6,9,11,81.8,6,38,44,26,14,4,4,17,-15
"Apr 05, 2022",MIN,WAS,W,48,132,56,101,55.4,13,30,43.3,7,14,50.0,9,43,52,38,10,4,4,25,18
"Apr 03, 2022",BOS,WAS,L,48,102,38,82,46.3,8,21,38.1,18,20,90.0,7,25,32,21,12,4,2,14,-42
"Apr 01, 2022",WAS,DAL,W,48,135,49,90,54.4,17,33,51.5,20,22,90.9,8,37,45,33,9,7,4,19,32
"Mar 30, 2022",WAS,ORL,W,48,127,47,92,51.1,13,36,36.1,20,26,76.9,12,39,51,35,12,5,8,15,17
"Mar 29, 2022",WAS,CHI,L,48,94,38,79,48.1,6,26,23.1,12,17,70.6,7,30,37,25,14,6,7,17,-13
"Mar 27, 2022",WAS,GSW,W,48,123,44,84,52.4,16,28,57.1,19,22,86.4,5,37,42,33,12,5,8,24,8
"Mar 25, 2022",DET,WAS,W,48,100,36,83,43.4,9,30,30.0,19,21,90.5,5,40,45,23,17,6,7,15,3
"Mar 24, 2022",MIL,WAS,L,48,102,43,92,46.7,11,38,28.9,5,9,55.6,12,29,41,25,11,9,1,17,-12
"Mar 21, 2022",HOU,WAS,L,48,97,35,85,41.2,6,29,20.7,21,24,87.5,10,37,47,24,11,7,6,15,-18
"Mar 19, 2022",WAS,LAL,W,48,127,44,85,51.8,13,31,41.9,26,31,83.9,7,29,36,30,8,10,1,13,8
"Mar 18, 2022",NYK,WAS,L,48,97,34,79,43.0,13,34,38.2,16,21,76.2,3,35,38,19,13,2,6,27,-3
"Mar 16, 2022",WAS,DEN,L,48,109,41,87,47.1,5,23,21.7,22,31,71.0,13,35,48,26,11,7,8,18,-18
"Mar 14, 2022",GSW,WAS,L,48,112,42,82,51.2,10,26,38.5,18,23,78.3,5,30,35,28,12,7,1,18,-14
"Mar 12, 2022",POR,WAS,L,48,118,39,83,47.0,14,34,41.2,26,27,96.3,9,26,35,26,15,7,8,16,-9
"Mar 11, 2022",LAL,WAS,L,48,109,39,85,45.9,9,27,33.3,22,33,66.7,14,33,47,21,11,6,6,18,-13
"Mar 09, 2022",LAC,WAS,L,48,109,41,87,47.1,10,27,37.0,17,20,85.0,9,32,41,26,13,10,3,13,-6
"Mar 06, 2022",WAS,IND,W,48,133,45,86,52.3,17,42,40.5,26,32,81.3,5,31,36,33,6,6,4,16,10
"Mar 04, 2022",WAS,ATL,L,48,114,46,85,54.1,14,29,48.3,8,9,88.9,7,34,41,37,14,2,7,29,-3
"Mar 01, 2022",WAS,DET,W,48,116,41,82,50.0,13,26,50.0,21,26,80.8,12,30,42,29,15,6,8,22,3
"Feb 26, 2022",CLE,WAS,L,48,86,35,81,43.2,11,23,47.8,5,6,83.3,7,35,42,19,18,8,7,24,-6
"Feb 25, 2022",WAS,SAS,L,58,153,59,108,54.6,16,38,42.1,19,24,79.2,11,28,39,36,16,10,5,29,-4
"Feb 17, 2022",BKN,WAS,W,48,117,46,83,55.4,12,24,50.0,13,16,81.3,8,30,38,26,16,10,7,21,14
"Feb 16, 2022",IND,WAS,L,48,108,39,91,42.9,17,37,45.9,13,16,81.3,12,32,44,25,13,7,3,20,-5
"Feb 14, 2022",WAS,DET,W,48,103,40,85,47.1,9,29,31.0,14,18,77.8,10,35,45,21,15,8,3,16,9
"Feb 12, 2022",WAS,SAC,L,48,110,41,88,46.6,13,38,34.2,15,21,71.4,10,22,32,26,10,11,3,19,-13
"Feb 10, 2022",WAS,BKN,W,48,113,43,85,50.6,11,31,35.5,16,18,88.9,10,31,41,29,12,7,5,23,1
