MATCH UP,W/L,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Apr 09, 2022 - SAS vs. GSW",L,120.0,43.0,89.0,48.3,11.0,31.0,35.5,23.0,23.0,100.0,7.0,28.0,35.0,26.0,8.0,15.0,3.0,17.0,-10.0
"Apr 07, 2022 - SAS @ MIN",L,107.0,37.5,84.5,44.15,10.5,31.0,33.9,21.5,25.0,87.05,5.5,32.5,38.0,22.5,10.0,10.0,3.0,20.5,-8.0
"Apr 05, 2022 - SAS @ DEN",W,111.67,39.33,86.0,45.53,10.33,30.0,34.5,22.67,28.0,82.53,6.33,34.0,40.33,25.33,10.67,8.33,3.67,21.0,-7.33
"Apr 03, 2022 - SAS vs. POR",W,112.75,40.5,86.75,46.5,10.75,29.0,37.42,21.0,27.0,78.58,6.0,36.25,42.25,26.75,10.75,7.75,3.5,19.25,-0.75
"Apr 01, 2022 - SAS vs. POR",W,112.8,40.0,86.2,46.24,11.4,31.6,36.6,21.4,27.6,78.2,6.8,37.2,44.0,26.4,11.2,8.0,3.0,19.0,3.6
"Mar 30, 2022 - SAS vs. MEM",L,115.67,41.0,85.33,48.0,12.17,32.5,37.7,21.5,27.67,78.27,7.0,37.0,44.0,27.67,11.83,8.17,3.5,18.5,6.17
"Mar 28, 2022 - SAS @ HOU",W,115.0,41.14,85.0,48.37,12.43,32.86,38.03,20.29,26.0,78.7,7.0,36.0,43.0,27.43,12.29,8.14,3.14,17.71,5.14
"Mar 26, 2022 - SAS @ NOP",W,116.0,41.88,86.88,48.2,11.75,32.38,36.29,20.5,26.25,78.69,8.25,36.38,44.62,27.5,12.38,8.5,3.38,18.0,4.88
"Mar 23, 2022 - SAS @ POR",W,115.0,41.56,87.44,47.56,11.22,31.67,35.24,20.67,26.11,79.72,9.11,36.0,45.11,26.89,12.11,8.0,3.67,17.89,4.78
"Mar 20, 2022 - SAS @ GSW",W,116.8,42.0,88.1,47.69,12.0,32.9,36.04,20.8,25.9,80.92,9.6,36.3,45.9,27.6,12.3,8.0,4.4,17.4,8.0
"Mar 18, 2022 - SAS vs. NOP",L,116.18,41.64,89.0,46.88,12.27,33.55,36.17,20.64,25.82,80.47,10.27,35.45,45.73,27.36,12.18,7.91,4.18,17.45,7.45
"Mar 16, 2022 - SAS vs. OKC",W,114.08,40.83,89.0,45.97,12.17,34.42,35.24,20.25,25.33,80.43,10.08,35.17,45.25,26.92,12.5,7.67,4.17,17.0,4.08
"Mar 14, 2022 - SAS vs. MIN",L,114.69,41.0,89.69,45.82,12.69,34.92,36.09,20.0,24.92,80.78,10.46,35.0,45.46,27.23,12.46,7.85,4.0,17.08,3.92
"Mar 12, 2022 - SAS vs. IND",L,116.43,41.79,90.21,46.37,12.71,34.93,36.16,20.14,25.0,81.06,10.36,34.43,44.79,27.64,12.64,7.64,4.5,17.57,2.93
"Mar 11, 2022 - SAS vs. UTA",W,115.87,41.8,91.0,46.03,12.6,34.87,35.91,19.67,24.4,81.07,10.67,34.6,45.27,27.67,12.6,7.53,4.4,17.4,2.0
"Mar 09, 2022 - SAS vs. TOR",L,115.12,41.31,90.62,45.65,12.19,34.5,34.96,20.31,25.56,80.37,10.88,34.94,45.81,26.88,12.62,7.56,4.5,17.56,2.0
"Mar 07, 2022 - SAS vs. LAL",W,114.47,41.12,90.24,45.62,12.0,34.35,34.56,20.24,25.24,81.23,10.65,34.59,45.24,26.71,12.71,7.41,4.47,17.59,1.0
"Mar 05, 2022 - SAS @ CHA",L,114.61,41.39,89.89,46.13,11.83,33.89,34.56,20.0,25.5,79.68,10.72,34.61,45.33,26.78,13.0,7.33,4.61,17.61,1.33
"Mar 03, 2022 - SAS vs. SAC",L,114.74,41.58,90.32,46.12,11.79,34.05,34.31,19.79,25.21,79.69,10.84,34.79,45.63,26.84,12.84,7.32,4.68,17.63,0.95
"Feb 28, 2022 - SAS @ MEM",L,114.6,41.8,90.45,46.29,11.8,33.95,34.47,19.2,24.75,78.21,10.6,34.75,45.35,26.9,12.75,7.35,4.7,17.95,0.75
"Feb 26, 2022 - SAS @ MIA",L,114.14,41.76,90.86,46.06,11.67,33.86,34.16,18.95,24.48,78.0,10.67,34.33,45.0,27.05,12.57,7.62,4.62,17.95,0.1
"Feb 25, 2022 - SAS @ WAS",W,114.82,42.14,90.82,46.49,11.77,33.73,34.66,18.77,24.23,78.04,10.73,34.32,45.05,27.32,13.0,7.5,4.45,18.55,-0.09
"Feb 16, 2022 - SAS @ OKC",W,116.65,42.78,91.43,46.83,11.65,33.52,34.5,19.43,25.04,78.08,10.96,34.3,45.26,27.65,13.17,7.43,4.39,18.7,0.09
"Feb 14, 2022 - SAS @ CHI",L,116.54,42.79,91.71,46.71,11.58,33.54,34.29,19.38,24.92,78.24,11.08,34.67,45.75,27.71,13.21,7.25,4.5,18.54,0.42
"Feb 12, 2022 - SAS @ NOP",W,116.24,42.84,91.72,46.75,11.36,33.0,34.12,19.2,24.76,77.96,10.8,34.44,45.24,27.72,12.96,7.32,4.4,18.4,-0.04
"Feb 11, 2022 - SAS @ ATL",W,116.54,43.0,91.77,46.9,11.46,33.15,34.26,19.08,24.54,78.2,10.65,34.15,44.81,27.65,12.65,7.38,4.42,18.42,0.35
"Feb 09, 2022 - SAS @ CLE",L,117.26,43.26,91.7,47.22,11.7,33.11,35.08,19.04,24.41,78.48,10.44,34.22,44.67,28.0,12.7,7.52,4.41,18.52,0.89
"Feb 04, 2022 - SAS vs. HOU",W,116.36,43.07,91.96,46.9,11.57,33.11,34.69,18.64,23.93,78.27,10.61,34.11,44.71,27.86,12.71,7.54,4.39,18.46,0.39
"Feb 03, 2022 - SAS vs. MIA",L,116.86,43.34,91.86,47.26,11.62,32.93,35.09,18.55,23.79,78.33,10.62,34.07,44.69,28.03,12.72,7.76,4.41,18.69,1.24
"Feb 01, 2022 - SAS vs. GSW",L,116.13,42.9,91.47,46.94,11.5,32.93,34.73,18.83,24.27,78.09,10.67,33.97,44.63,27.8,12.87,7.8,4.43,18.7,0.63
"Jan 30, 2022 - SAS @ PHX",L,116.26,43.0,91.19,47.21,11.65,32.94,35.17,18.61,24.03,77.85,10.48,33.81,44.29,27.97,12.9,7.77,4.52,18.65,0.48
"Jan 28, 2022 - SAS vs. CHI",W,116.06,43.06,91.47,47.14,11.69,33.06,35.17,18.25,23.53,78.15,10.5,33.75,44.25,27.94,12.84,7.72,4.47,18.53,0.31
"Jan 26, 2022 - SAS vs. MEM",L,116.52,43.27,91.58,47.31,11.82,33.18,35.42,18.15,23.36,78.31,10.48,33.76,44.24,28.15,12.67,7.58,4.36,18.52,0.58
