MATCH UP,W/L,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Apr 09, 2022 - PHI vs. IND",W,118.0,46.0,88.0,52.3,5.0,25.0,20.0,21.0,23.0,91.3,10.0,32.0,42.0,25.0,11.0,13.0,6.0,23.0,12.0
"Apr 07, 2022 - PHI @ TOR",L,125.5,48.0,89.0,53.95,8.5,29.5,27.65,21.0,25.0,84.55,12.0,30.0,42.0,31.0,13.0,13.5,4.5,23.5,12.5
"Apr 05, 2022 - PHI @ IND",W,121.67,44.33,84.33,52.4,12.0,31.67,36.03,21.0,25.0,84.37,10.0,30.33,40.33,29.33,14.33,11.33,4.0,21.67,6.67
"Apr 03, 2022 - PHI @ CLE",W,124.0,45.0,85.0,52.8,14.75,33.75,41.4,19.25,23.25,82.72,8.75,30.5,39.25,30.5,14.75,10.5,3.75,19.75,7.25
"Apr 02, 2022 - PHI vs. CHA",W,121.6,42.6,84.0,50.5,14.0,33.2,40.22,22.4,27.0,82.84,9.4,32.0,41.4,29.0,14.6,9.8,4.6,19.6,6.6
"Mar 31, 2022 - PHI @ DET",L,125.33,44.33,84.5,52.23,15.17,34.83,41.65,21.5,26.0,82.53,9.5,32.83,42.33,30.5,15.33,9.83,4.67,19.33,10.5
"Mar 29, 2022 - PHI vs. MIL",L,120.86,42.43,82.29,51.19,14.0,33.57,39.54,22.0,26.29,83.5,8.71,33.14,41.86,29.29,15.29,9.57,5.29,19.0,7.86
"Mar 27, 2022 - PHI @ PHX",L,120.25,42.5,83.12,50.82,14.25,34.5,39.47,21.0,25.25,82.79,8.25,33.38,41.62,29.12,14.5,9.25,5.0,19.0,6.62
"Mar 25, 2022 - PHI @ LAC",W,118.44,41.89,83.78,49.8,13.78,34.67,38.18,20.89,25.33,82.13,8.67,33.33,42.0,28.33,14.22,8.89,4.89,19.0,4.78
"Mar 23, 2022 - PHI @ LAL",W,118.8,42.0,84.6,49.49,13.9,34.7,38.65,20.9,25.2,82.67,9.0,34.0,43.0,27.8,14.1,9.2,5.2,18.9,6.8
"Mar 21, 2022 - PHI vs. MIA",W,119.45,42.45,85.18,49.68,13.55,34.0,38.5,21.0,25.45,82.3,8.91,34.09,43.0,27.64,13.45,9.0,5.18,18.36,6.64
"Mar 20, 2022 - PHI vs. TOR",L,118.92,42.5,85.25,49.71,13.67,34.25,38.67,20.25,24.67,81.69,9.08,34.08,43.17,27.5,13.33,8.75,5.08,18.5,6.67
"Mar 18, 2022 - PHI vs. DAL",W,116.54,41.54,84.31,49.05,13.15,33.69,37.68,20.31,24.92,81.18,8.77,34.15,42.92,27.0,13.08,8.62,5.08,18.85,5.77
"Mar 16, 2022 - PHI @ CLE",W,116.14,41.21,83.64,49.06,13.36,34.0,38.0,20.36,24.79,81.9,8.5,34.07,42.57,26.71,13.0,8.64,5.0,19.0,6.07
"Mar 14, 2022 - PHI vs. DEN",L,116.27,41.2,83.33,49.25,13.27,33.87,37.97,20.6,25.0,82.15,8.4,33.93,42.33,26.53,12.87,8.47,4.8,19.4,5.93
"Mar 13, 2022 - PHI @ ORL",W,115.88,40.88,83.38,48.86,13.19,33.81,37.87,20.94,25.44,82.1,8.56,34.12,42.69,26.44,12.88,8.44,4.88,19.25,5.31
"Mar 10, 2022 - PHI vs. BKN",L,115.88,40.53,83.88,48.22,13.24,34.0,37.86,21.59,26.12,82.36,8.65,34.18,42.82,26.12,12.59,8.35,4.76,19.12,5.12
"Mar 07, 2022 - PHI vs. CHI",W,115.0,39.94,84.39,47.33,13.28,34.11,37.92,21.83,26.33,82.6,9.11,34.11,43.22,25.72,13.0,8.17,4.78,19.11,3.22
"Mar 05, 2022 - PHI @ MIA",L,115.32,40.0,84.37,47.41,13.21,33.89,38.03,22.11,26.74,82.43,9.05,33.89,42.95,25.89,12.84,8.0,4.79,19.11,3.84
"Mar 04, 2022 - PHI vs. CLE",W,113.65,39.4,84.25,46.74,12.9,34.25,36.98,21.95,26.55,82.44,9.25,33.6,42.85,25.25,12.8,8.05,4.75,19.0,2.8
"Mar 02, 2022 - PHI vs. NYK",W,114.19,39.48,83.81,47.12,12.95,34.19,37.24,22.29,26.81,82.83,8.95,33.29,42.24,25.14,12.76,8.05,4.67,19.24,2.95
"Feb 27, 2022 - PHI @ NYK",W,114.59,39.45,83.41,47.35,13.14,34.27,37.7,22.55,27.09,82.92,8.77,33.5,42.27,25.09,12.82,7.77,4.82,19.5,3.5
"Feb 25, 2022 - PHI @ MIN",W,115.04,39.39,83.17,47.4,13.0,34.22,37.37,23.26,27.83,83.17,8.61,33.7,42.3,25.22,12.7,8.0,4.83,19.78,4.04
"Feb 17, 2022 - PHI @ MIL",W,115.79,39.5,83.12,47.56,13.25,34.42,37.85,23.54,28.17,83.17,8.5,33.79,42.29,25.42,12.67,8.08,4.62,19.92,5.17
"Feb 15, 2022 - PHI vs. BOS",L,116.08,39.68,83.32,47.66,13.2,34.4,37.74,23.52,28.12,83.25,8.52,33.92,42.44,25.24,12.64,7.84,4.52,20.04,5.08
"Feb 12, 2022 - PHI vs. CLE",W,114.96,39.04,83.19,46.93,13.0,34.31,37.25,23.88,28.54,83.3,8.65,33.69,42.35,24.92,12.5,7.81,4.42,19.92,3.04
"Feb 11, 2022 - PHI vs. OKC",W,114.52,39.0,83.04,46.98,12.89,33.85,37.56,23.63,28.26,83.22,8.63,33.63,42.26,24.89,12.52,8.0,4.44,19.96,3.3
"Feb 08, 2022 - PHI vs. PHX",L,114.0,38.89,83.39,46.68,12.68,33.57,37.18,23.54,28.18,83.13,8.86,33.86,42.71,24.68,12.46,7.96,4.64,19.82,3.64
"Feb 06, 2022 - PHI @ CHI",W,113.83,38.97,83.59,46.66,12.59,33.52,36.98,23.31,27.83,83.52,8.76,34.0,42.76,24.66,12.55,7.93,4.62,19.9,3.34
"Feb 04, 2022 - PHI @ DAL",L,114.0,39.17,83.6,46.89,12.57,33.2,37.41,23.1,27.6,83.44,8.6,34.0,42.6,24.8,12.5,7.83,4.63,19.8,3.6
"Feb 02, 2022 - PHI vs. WAS",L,113.48,39.06,83.16,47.04,12.45,33.0,37.28,22.9,27.45,83.13,8.52,33.87,42.39,24.74,12.55,7.74,4.65,19.87,3.19
"Jan 31, 2022 - PHI vs. MEM",W,113.16,39.12,83.41,46.98,12.41,32.81,37.38,22.5,27.0,82.93,8.56,33.78,42.34,24.69,12.28,7.56,4.62,19.88,3.0
"Jan 29, 2022 - PHI vs. SAC",W,113.42,39.42,83.91,47.04,12.36,32.76,37.33,22.21,26.64,83.05,8.73,33.82,42.55,24.85,12.55,7.58,4.85,19.97,3.0
"Jan 27, 2022 - PHI vs. LAL",W,113.12,39.32,83.5,47.17,12.35,32.68,37.41,22.12,26.62,82.76,8.56,33.79,42.35,24.82,12.71,7.59,4.79,19.88,2.97
"Jan 25, 2022 - PHI vs. NOP",W,112.89,39.37,83.46,47.25,12.37,32.74,37.4,21.77,26.34,82.07,8.4,33.91,42.31,24.97,12.77,7.6,4.8,19.71,3.4
