MATCH UP,W/L,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Apr 08, 2022 - HOU @ TOR",L,114.0,41.0,89.0,46.1,17.0,46.0,37.0,15.0,20.0,75.0,6.0,28.0,34.0,24.0,8.0,4.0,4.0,19.0,-16.0
"Apr 05, 2022 - HOU @ BKN",L,114.5,42.0,85.0,49.6,13.5,37.5,35.75,17.0,22.0,77.1,6.5,31.0,37.5,24.0,13.5,5.0,3.5,19.0,-9.0
"Apr 03, 2022 - HOU vs. MIN",L,111.33,41.33,89.67,46.53,12.67,39.33,32.37,16.0,23.0,70.07,10.33,30.67,41.0,22.0,12.67,6.0,4.33,19.33,-10.33
"Apr 01, 2022 - HOU vs. SAC",L,116.5,43.0,88.5,49.02,13.5,39.5,34.27,17.0,24.5,69.8,10.5,29.25,39.75,23.5,15.5,6.5,4.25,20.5,-9.5
"Mar 30, 2022 - HOU vs. SAC",L,116.6,42.6,90.2,47.68,14.2,40.6,34.98,17.2,24.8,69.68,11.4,29.4,40.8,24.0,14.6,7.0,4.8,21.4,-8.6
"Mar 28, 2022 - HOU vs. SAS",L,116.83,42.67,90.83,47.35,14.0,40.83,34.32,17.5,24.83,70.73,11.5,31.0,42.5,23.83,15.17,7.0,4.67,23.5,-7.67
"Mar 26, 2022 - HOU @ POR",W,117.29,42.0,91.0,46.49,14.86,42.0,35.24,18.43,25.29,72.87,11.29,31.43,42.71,24.14,14.71,6.71,5.29,23.57,-7.0
"Mar 25, 2022 - HOU @ POR",W,117.0,42.25,90.12,47.22,14.88,41.12,36.2,17.62,24.38,72.1,10.88,31.25,42.12,25.38,15.5,7.38,5.62,22.38,-4.0
"Mar 23, 2022 - HOU @ DAL",L,117.89,42.33,89.33,47.73,15.33,41.56,36.87,17.89,24.22,73.76,10.67,30.89,41.56,25.56,15.56,7.89,5.33,22.33,-1.44
"Mar 21, 2022 - HOU vs. WAS",W,115.2,41.4,88.6,46.98,14.2,40.2,34.61,18.2,24.6,73.88,10.8,31.1,41.9,24.7,15.6,7.9,5.3,22.2,-3.2
"Mar 20, 2022 - HOU vs. MEM",L,115.18,41.45,88.27,47.2,14.73,40.09,36.13,17.55,23.55,74.85,10.36,31.73,42.09,25.18,15.36,7.64,5.55,22.18,-1.27
"Mar 18, 2022 - HOU vs. IND",L,113.75,41.08,88.08,46.85,14.33,39.33,35.81,17.25,23.58,73.47,9.92,32.42,42.33,25.25,15.5,7.5,5.33,21.67,-3.17
"Mar 16, 2022 - HOU vs. PHX",L,114.08,40.92,87.38,47.05,14.15,38.38,36.47,18.08,24.23,74.55,9.54,32.77,42.31,25.15,15.54,7.62,5.54,21.46,-3.15
"Mar 13, 2022 - HOU @ NOP",L,113.93,41.0,87.21,47.21,14.29,38.43,36.79,17.64,23.86,73.74,9.5,32.14,41.64,25.21,15.29,7.71,5.36,20.86,-4.14
"Mar 11, 2022 - HOU vs. DAL",L,113.33,40.87,86.53,47.44,14.13,37.93,36.92,17.47,23.93,72.83,9.47,32.0,41.47,25.13,15.93,7.4,5.27,21.2,-5.53
"Mar 09, 2022 - HOU vs. LAL",W,112.5,40.88,86.5,47.46,13.62,37.44,35.86,17.12,23.62,72.22,9.19,32.12,41.31,25.38,15.75,7.5,5.12,21.31,-6.0
"Mar 07, 2022 - HOU @ MIA",L,114.06,41.53,87.41,47.66,13.82,37.59,36.25,17.18,23.35,73.55,9.24,32.59,41.82,25.35,16.0,7.47,5.06,21.29,-5.12
"Mar 06, 2022 - HOU vs. MEM",W,113.61,41.39,87.44,47.48,13.78,37.89,35.92,17.06,23.28,73.25,9.22,32.11,41.33,25.17,15.72,7.5,5.17,21.44,-5.78
"Mar 04, 2022 - HOU @ DEN",L,114.11,41.47,87.16,47.74,13.74,37.68,36.04,17.42,23.95,72.91,9.16,32.37,41.53,25.05,15.79,7.32,5.16,21.47,-4.89
"Mar 02, 2022 - HOU vs. UTA",L,113.45,41.3,86.95,47.64,13.55,37.6,35.62,17.3,23.85,72.67,9.15,32.5,41.65,25.05,15.75,7.15,5.05,21.45,-5.4
"Mar 01, 2022 - HOU vs. LAC",L,114.1,41.38,86.9,47.75,13.9,38.24,35.89,17.43,24.14,72.39,8.95,32.33,41.29,25.14,15.81,7.38,4.95,21.62,-5.38
"Feb 27, 2022 - HOU vs. LAC",L,113.45,41.23,87.32,47.38,13.86,38.27,35.77,17.14,23.82,72.04,9.18,32.27,41.45,24.95,15.73,7.41,5.0,21.45,-5.73
"Feb 25, 2022 - HOU @ ORL",L,112.78,40.96,87.52,46.97,14.0,38.43,35.98,16.87,23.57,71.56,9.04,32.22,41.26,25.0,15.35,7.43,4.78,21.43,-5.52
"Feb 17, 2022 - HOU @ LAC",L,112.71,41.08,87.79,46.97,14.0,38.79,35.72,16.54,23.42,70.45,9.08,32.17,41.25,24.88,15.25,7.62,4.71,21.54,-5.62
"Feb 16, 2022 - HOU @ PHX",L,112.64,41.12,87.92,46.94,13.96,38.72,35.7,16.44,23.24,70.58,9.2,31.8,41.0,25.04,15.4,7.64,4.6,21.48,-6.64
"Feb 14, 2022 - HOU @ UTA",L,112.96,41.15,88.27,46.8,13.92,38.92,35.46,16.73,23.42,71.17,9.35,31.96,41.31,24.96,15.42,7.54,4.62,21.69,-6.5
"Feb 10, 2022 - HOU vs. TOR",L,112.52,40.93,88.07,46.63,13.85,38.85,35.34,16.81,23.59,71.04,9.37,31.63,41.0,24.89,15.3,7.44,4.59,21.63,-7.52
"Feb 08, 2022 - HOU @ NOP",L,112.79,41.0,87.86,46.83,13.93,38.82,35.59,16.86,23.82,70.65,9.5,31.5,41.0,24.89,15.5,7.36,4.57,21.57,-7.93
"Feb 06, 2022 - HOU vs. NOP",L,112.24,40.69,87.79,46.5,13.9,38.93,35.43,16.97,24.07,70.44,9.79,31.41,41.21,24.69,15.69,7.38,4.52,21.62,-8.1
"Feb 04, 2022 - HOU @ SAS",L,112.07,40.67,87.67,46.54,13.97,39.13,35.43,16.77,23.8,70.38,9.63,31.3,40.93,24.8,15.77,7.3,4.6,21.67,-8.27
"Feb 02, 2022 - HOU vs. CLE",W,111.87,40.52,87.52,46.44,13.87,38.94,35.36,16.97,23.97,70.67,9.61,31.13,40.74,24.48,15.87,7.35,4.65,21.61,-8.81
"Jan 31, 2022 - HOU vs. GSW",L,111.97,40.47,87.34,46.47,13.88,38.97,35.35,17.16,24.25,70.64,9.56,31.06,40.62,24.5,15.75,7.47,4.59,21.66,-8.19
"Jan 28, 2022 - HOU vs. POR",L,111.85,40.33,87.24,46.36,13.94,39.09,35.41,17.24,24.39,70.59,9.55,30.97,40.52,24.52,15.79,7.36,4.55,21.58,-8.36
"Jan 25, 2022 - HOU vs. SAS",L,111.79,40.26,87.0,46.41,13.82,39.15,35.09,17.44,24.59,70.79,9.41,31.03,40.44,24.53,15.88,7.32,4.5,21.59,-8.56
"Jan 21, 2022 - HOU @ GSW",L,111.57,40.23,87.23,46.26,13.69,39.0,34.84,17.43,24.6,70.71,9.66,30.91,40.57,24.43,15.91,7.34,4.46,21.31,-9.17
"Jan 19, 2022 - HOU @ UTA",W,111.33,40.17,87.28,46.16,13.58,38.89,34.67,17.42,24.47,71.11,9.61,30.92,40.53,24.44,15.81,7.42,4.42,21.14,-8.97
"Jan 16, 2022 - HOU @ SAC",W,111.46,40.19,87.51,46.07,13.81,39.05,35.05,17.27,24.27,71.09,9.68,30.95,40.62,24.43,15.62,7.32,4.38,21.05,-8.59
"Jan 14, 2022 - HOU @ SAC",L,111.63,40.21,87.21,46.28,13.87,39.08,35.18,17.34,24.26,71.42,9.53,31.26,40.79,24.37,15.82,7.29,4.34,21.03,-8.21
"Jan 12, 2022 - HOU @ SAS",W,111.69,40.31,87.56,46.21,13.85,39.18,35.05,17.23,24.05,71.67,9.62,31.41,41.03,24.38,15.85,7.28,4.33,20.97,-8.31
"Jan 10, 2022 - HOU vs. PHI",L,112.1,40.42,87.42,46.42,13.9,39.1,35.29,17.35,24.25,71.6,9.47,31.73,41.2,24.35,15.8,7.22,4.4,21.05,-8.0
"Jan 09, 2022 - HOU vs. MIN",L,111.59,40.17,87.17,46.24,13.88,39.17,35.18,17.37,24.32,71.48,9.41,31.73,41.15,24.2,15.93,7.24,4.46,20.8,-8.29
"Jan 07, 2022 - HOU vs. DAL",L,111.86,40.31,87.4,46.27,13.88,39.26,35.12,17.36,24.4,71.22,9.43,31.81,41.24,24.36,15.86,7.19,4.5,20.71,-8.52
"Jan 05, 2022 - HOU @ WAS",W,111.72,40.23,87.4,46.18,13.84,39.35,34.95,17.42,24.51,71.17,9.37,31.84,41.21,24.19,15.79,7.16,4.47,20.7,-8.88
"Jan 03, 2022 - HOU @ PHI",L,111.77,40.23,87.34,46.2,13.73,39.05,34.95,17.59,24.68,71.33,9.39,31.98,41.36,23.98,15.91,7.23,4.41,20.77,-8.61
"Jan 01, 2022 - HOU vs. DEN",L,111.8,40.16,87.38,46.1,13.76,39.16,34.93,17.73,24.87,71.36,9.42,31.96,41.38,24.0,15.8,7.2,4.4,20.67,-8.87
"Dec 31, 2021 - HOU vs. MIA",L,111.78,40.09,87.33,46.05,13.8,39.22,35.0,17.8,24.85,71.71,9.5,31.76,41.26,23.91,15.85,7.26,4.39,20.74,-8.96
"Dec 28, 2021 - HOU vs. LAL",L,111.74,40.11,87.45,46.0,13.81,39.28,34.96,17.72,24.68,71.94,9.62,31.74,41.36,23.85,15.89,7.3,4.38,20.87,-8.98
"Dec 27, 2021 - HOU @ CHA",L,111.98,40.19,87.35,46.15,13.85,39.19,35.18,17.75,24.69,72.02,9.5,31.62,41.12,23.85,15.85,7.35,4.44,20.85,-8.98
