MATCH UP,W/L,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Apr 08, 2022 - BKN vs. CLE",W,134.0,52.0,81.0,64.2,8.0,22.0,36.4,22.0,25.0,88.0,8.0,42.0,50.0,30.0,21.0,5.0,6.0,16.0,8.0
"Apr 06, 2022 - BKN @ NYK",W,126.0,47.5,86.5,55.45,10.0,27.0,36.95,21.0,23.0,91.6,10.5,37.0,47.5,30.0,16.0,5.0,7.0,18.0,9.5
"Apr 05, 2022 - BKN vs. HOU",W,120.67,45.33,88.67,51.67,11.33,31.67,36.0,18.67,21.33,87.0,11.33,36.67,48.0,29.33,15.33,5.67,6.67,20.67,10.33
"Apr 02, 2022 - BKN @ ATL",L,120.0,43.75,88.0,50.08,12.25,33.0,37.12,20.25,22.75,88.4,11.5,37.5,49.0,27.5,15.75,5.75,7.25,21.25,11.0
"Mar 31, 2022 - BKN vs. MIL",L,119.0,43.4,90.2,48.54,13.2,33.8,38.88,19.0,22.0,85.46,11.2,38.4,49.6,25.4,15.2,5.6,6.4,22.8,7.4
"Mar 29, 2022 - BKN vs. DET",W,119.0,43.67,91.33,48.18,14.0,34.33,40.5,17.67,21.0,82.68,10.17,38.0,48.17,26.33,15.33,6.67,6.5,23.17,6.0
"Mar 27, 2022 - BKN vs. CHA",L,120.57,43.43,89.14,49.2,14.14,33.43,42.37,19.57,22.86,83.9,9.86,37.29,47.14,26.0,15.86,7.0,6.43,22.57,6.14
"Mar 26, 2022 - BKN @ MIA",W,119.25,43.38,90.12,48.59,13.25,33.5,39.65,19.25,23.25,81.59,10.38,37.12,47.5,26.5,15.25,7.25,7.0,22.25,4.25
"Mar 23, 2022 - BKN @ MEM",L,118.22,42.89,89.33,48.41,13.0,33.44,38.94,19.44,23.56,81.5,10.44,36.22,46.67,26.44,15.44,8.11,6.78,22.22,5.44
"Mar 21, 2022 - BKN vs. UTA",W,118.4,42.9,89.1,48.51,12.6,32.6,38.65,20.0,23.9,82.61,10.4,35.5,45.9,25.6,15.3,7.9,7.1,22.0,3.7
"Mar 18, 2022 - BKN vs. POR",W,118.0,43.09,88.55,49.03,12.45,32.36,38.47,19.36,23.09,82.98,10.09,35.36,45.45,26.09,15.18,7.64,6.82,21.73,4.09
"Mar 16, 2022 - BKN vs. DAL",L,118.83,43.25,87.58,49.81,12.25,31.75,38.6,20.08,23.92,83.13,10.33,35.08,45.42,25.92,15.67,7.58,6.58,21.75,4.17
"Mar 15, 2022 - BKN @ ORL",W,118.23,43.38,87.85,49.78,12.0,31.31,38.29,19.46,23.23,82.89,11.0,34.38,45.38,26.08,15.31,7.15,6.23,21.69,3.69
"Mar 13, 2022 - BKN vs. NYK",W,120.5,44.07,87.86,50.53,12.29,31.0,39.79,20.07,24.0,82.86,10.71,34.86,45.57,26.71,15.14,7.29,6.07,21.79,6.43
"Mar 10, 2022 - BKN @ PHI",W,119.8,44.07,87.93,50.45,11.87,30.87,38.52,19.8,23.87,82.18,10.8,34.33,45.13,26.93,15.07,7.53,5.87,21.6,6.2
"Mar 08, 2022 - BKN @ CHA",W,120.38,44.5,88.12,50.8,12.25,31.44,38.93,19.12,23.44,80.35,10.75,34.38,45.12,27.06,14.88,7.88,6.44,21.62,7.62
"Mar 06, 2022 - BKN @ BOS",L,121.06,44.59,87.76,51.11,12.59,31.65,39.66,19.29,23.76,80.09,10.47,34.24,44.71,27.41,14.94,7.88,6.29,21.53,7.82
"Mar 03, 2022 - BKN vs. MIA",L,121.0,44.61,87.83,51.08,12.56,31.39,39.92,19.22,23.56,80.64,10.56,34.17,44.72,27.22,15.0,7.78,6.17,21.78,7.06
"Mar 01, 2022 - BKN @ TOR",L,120.26,44.32,87.58,50.87,12.53,31.37,39.86,19.11,23.47,80.46,10.37,33.58,43.95,27.05,14.89,7.63,6.11,21.89,6.37
"Feb 28, 2022 - BKN vs. TOR",L,119.65,44.2,87.4,50.83,12.4,31.05,39.87,18.85,23.25,80.13,10.2,33.4,43.6,26.75,14.75,7.4,6.05,21.85,6.0
"Feb 26, 2022 - BKN @ MIL",W,118.57,43.67,87.33,50.23,12.38,31.24,39.6,18.86,23.29,80.08,10.38,33.29,43.67,26.57,15.14,7.24,6.0,21.76,4.0
"Feb 24, 2022 - BKN vs. BOS",L,118.91,43.68,87.55,50.12,12.41,31.36,39.54,19.14,23.73,79.89,10.45,33.05,43.5,26.45,14.86,7.23,5.95,21.86,3.95
"Feb 17, 2022 - BKN vs. WAS",L,118.35,43.48,87.83,49.75,12.17,31.26,38.87,19.22,23.91,79.67,10.35,32.91,43.26,26.39,14.7,7.26,5.87,21.61,2.78
"Feb 16, 2022 - BKN @ NYK",W,117.71,43.17,87.88,49.36,12.25,31.54,38.78,19.12,23.92,79.3,10.54,32.67,43.21,26.08,14.75,7.21,5.83,21.54,2.08
"Feb 14, 2022 - BKN vs. SAC",W,117.44,43.16,88.28,49.14,12.2,31.64,38.52,18.92,23.88,78.57,10.76,32.76,43.52,25.88,14.52,7.12,5.64,21.32,2.2
"Feb 12, 2022 - BKN @ MIA",L,117.12,43.15,88.12,49.22,12.08,31.42,38.37,18.73,23.54,79.13,10.58,33.15,43.73,25.85,14.65,7.12,5.62,21.35,3.04
"Feb 10, 2022 - BKN @ WAS",L,116.89,43.11,88.3,49.07,12.07,31.74,38.06,18.59,23.48,78.73,10.52,33.11,43.63,25.48,14.41,7.3,5.48,21.56,2.78
"Feb 08, 2022 - BKN vs. BOS",L,116.71,42.96,88.14,48.98,12.0,31.64,37.94,18.79,23.64,78.98,10.57,33.0,43.57,25.25,14.25,7.25,5.39,21.54,2.64
"Feb 06, 2022 - BKN @ DEN",L,115.83,42.79,88.52,48.61,11.93,31.79,37.59,18.31,23.28,77.58,10.72,32.72,43.45,25.14,14.24,7.21,5.34,21.41,1.34
"Feb 04, 2022 - BKN @ UTA",L,115.43,42.57,88.47,48.37,12.07,32.1,37.63,18.23,23.23,77.42,10.63,32.57,43.2,25.1,14.1,7.23,5.47,21.33,0.63
"Feb 02, 2022 - BKN @ SAC",L,115.0,42.52,88.81,48.15,12.06,32.16,37.56,17.9,22.84,77.27,10.81,32.35,43.16,25.1,13.97,7.32,5.35,21.03,-0.13
"Feb 01, 2022 - BKN @ PHX",L,114.56,42.47,88.66,48.17,11.94,31.94,37.38,17.69,22.56,77.31,10.78,32.28,43.06,25.0,13.94,7.31,5.56,20.88,-0.47
"Jan 29, 2022 - BKN @ GSW",L,114.45,42.39,88.42,48.2,12.06,32.18,37.46,17.61,22.52,77.13,10.64,32.12,42.76,25.0,13.88,7.3,5.42,21.06,-0.76
"Jan 26, 2022 - BKN vs. DEN",L,114.21,42.29,88.71,47.96,12.03,32.06,37.52,17.59,22.47,77.24,10.85,32.18,43.03,24.88,13.79,7.29,5.56,20.88,-0.85
"Jan 25, 2022 - BKN vs. LAL",L,114.31,42.31,88.69,47.98,12.03,31.97,37.63,17.66,22.57,77.23,10.71,32.17,42.89,24.91,13.74,7.26,5.49,21.0,-1.0
"Jan 23, 2022 - BKN @ MIN",L,113.81,42.17,88.67,47.82,11.89,31.83,37.3,17.58,22.56,76.98,10.92,32.28,43.19,24.78,13.89,7.19,5.39,20.75,-1.25
"Jan 21, 2022 - BKN @ SAS",W,114.11,42.32,88.84,47.89,11.97,32.0,37.36,17.49,22.35,77.42,11.05,32.27,43.32,24.84,14.03,7.11,5.27,20.97,-1.51
"Jan 19, 2022 - BKN @ WAS",W,114.18,42.47,89.13,47.89,11.89,31.82,37.33,17.34,22.08,78.02,11.08,32.5,43.58,24.82,13.87,7.0,5.26,20.87,-1.08
"Jan 17, 2022 - BKN @ CLE",L,114.31,42.59,89.13,48.02,11.79,31.64,37.19,17.33,22.03,78.2,10.97,32.41,43.38,24.77,13.9,6.95,5.23,20.97,-1.03
"Jan 15, 2022 - BKN vs. NOP",W,114.12,42.55,88.97,48.05,11.8,31.6,37.26,17.23,21.93,78.05,10.9,32.27,43.17,24.82,13.9,7.05,5.2,21.0,-1.18
"Jan 13, 2022 - BKN vs. OKC",L,114.27,42.63,88.85,48.22,11.8,31.49,37.43,17.2,21.8,78.44,10.85,32.34,43.2,24.95,13.95,7.0,5.2,21.0,-0.78
"Jan 12, 2022 - BKN @ CHI",W,114.14,42.6,89.07,48.06,11.69,31.5,37.06,17.26,21.81,78.74,11.1,32.26,43.36,24.74,13.9,7.0,5.33,20.95,-1.26
"Jan 10, 2022 - BKN @ POR",L,114.7,42.74,89.02,48.26,11.81,31.51,37.44,17.4,21.95,78.81,11.0,32.3,43.3,24.98,13.81,7.09,5.3,20.95,-0.63
"Jan 09, 2022 - BKN vs. SAS",W,114.55,42.73,89.07,48.21,11.82,31.52,37.44,17.27,21.8,78.84,11.02,32.25,43.27,24.93,13.84,7.14,5.32,20.98,-0.75
"Jan 07, 2022 - BKN vs. MIL",L,114.69,42.82,89.27,48.2,11.73,31.44,37.24,17.31,21.8,79.01,11.07,32.47,43.53,24.96,14.02,7.16,5.38,20.91,-0.69
"Jan 05, 2022 - BKN @ IND",W,114.57,42.8,89.33,48.15,11.61,31.35,36.92,17.35,21.76,79.36,11.13,32.52,43.65,24.91,13.96,7.17,5.37,20.8,-0.93
"Jan 03, 2022 - BKN vs. MEM",L,114.87,42.94,89.26,48.34,11.47,31.13,36.64,17.53,21.91,79.58,11.09,32.45,43.53,24.98,13.91,7.3,5.34,20.79,-0.74
"Jan 01, 2022 - BKN vs. LAC",L,114.65,42.81,89.1,48.27,11.42,31.12,36.48,17.6,22.0,79.6,11.02,32.29,43.31,25.04,13.9,7.35,5.44,20.77,-1.02
"Dec 30, 2021 - BKN vs. PHI",L,114.67,42.8,89.27,48.17,11.41,31.16,36.41,17.67,22.06,79.69,11.14,32.45,43.59,25.06,13.92,7.39,5.37,20.76,-1.08
"Dec 27, 2021 - BKN @ LAC",W,114.42,42.68,89.1,48.12,11.32,31.08,36.2,17.74,22.16,79.65,11.16,32.6,43.76,24.98,14.0,7.32,5.44,20.78,-1.22
"Dec 25, 2021 - BKN @ LAL",W,114.61,42.82,89.08,48.29,11.35,31.14,36.24,17.61,22.04,79.44,11.08,32.75,43.82,25.1,14.02,7.31,5.49,20.86,-0.88
"Dec 18, 2021 - BKN vs. ORL",L,114.75,42.83,89.08,48.29,11.4,31.15,36.39,17.69,22.13,79.48,10.98,32.79,43.77,25.21,13.98,7.29,5.56,20.94,-0.73
"Dec 16, 2021 - BKN vs. PHI",W,114.34,42.75,89.32,48.1,11.36,31.43,36.07,17.47,21.87,79.4,11.08,32.83,43.91,25.19,14.02,7.3,5.6,20.81,-0.85
"Dec 14, 2021 - BKN vs. TOR",W,114.33,42.78,89.31,48.12,11.35,31.28,36.29,17.43,21.76,79.66,11.06,32.93,43.98,25.11,14.04,7.24,5.56,20.7,-0.67
"Dec 12, 2021 - BKN @ DET",W,114.64,42.91,89.56,48.13,11.4,31.42,36.28,17.42,21.78,79.56,11.2,33.07,44.27,25.16,14.11,7.24,5.55,20.69,-0.62
"Dec 10, 2021 - BKN @ ATL",W,114.66,42.88,89.52,48.11,11.39,31.36,36.33,17.52,21.84,79.78,11.14,33.11,44.25,25.21,14.18,7.25,5.55,20.68,-0.39
"Dec 08, 2021 - BKN @ HOU",L,114.63,42.93,89.58,48.14,11.3,31.21,36.15,17.47,21.74,80.03,11.11,33.09,44.19,25.23,14.18,7.28,5.58,20.7,-0.25
"Dec 07, 2021 - BKN @ DAL",W,114.45,42.79,89.57,47.98,11.24,31.24,35.95,17.62,21.9,80.09,11.16,33.03,44.19,25.1,14.16,7.28,5.53,20.74,-0.41
"Dec 04, 2021 - BKN vs. CHI",L,114.24,42.78,89.46,48.03,11.19,31.15,35.86,17.49,21.75,80.04,11.1,33.19,44.29,25.15,14.12,7.2,5.51,20.76,-0.36
"Dec 03, 2021 - BKN vs. MIN",W,114.12,42.83,89.82,47.92,11.13,31.05,35.8,17.32,21.53,80.0,11.17,33.3,44.47,25.2,14.0,7.22,5.52,20.73,-0.42
"Nov 30, 2021 - BKN vs. NYK",W,114.05,42.72,89.59,47.91,11.05,30.92,35.64,17.56,21.85,79.97,11.1,33.31,44.41,25.21,14.05,7.16,5.49,20.9,-0.33
"Nov 27, 2021 - BKN vs. PHX",L,114.02,42.69,89.52,47.91,11.0,30.87,35.52,17.63,21.9,80.1,11.06,33.24,44.31,25.24,13.97,7.16,5.52,20.79,-0.29
"Nov 24, 2021 - BKN @ BOS",W,113.9,42.68,89.43,47.95,10.94,30.75,35.44,17.6,21.89,80.04,11.05,33.3,44.35,25.24,14.06,7.16,5.51,20.7,-0.38
"Nov 22, 2021 - BKN @ CLE",W,114.05,42.69,89.36,47.99,10.98,30.81,35.51,17.69,22.02,79.98,11.03,33.41,44.44,25.3,14.0,7.17,5.48,20.73,-0.08
"Nov 19, 2021 - BKN vs. ORL",W,114.09,42.72,89.45,47.98,10.98,30.88,35.45,17.66,21.95,80.12,10.98,33.42,44.4,25.4,13.94,7.15,5.49,20.77,0.0
"Nov 17, 2021 - BKN vs. CLE",W,114.11,42.7,89.47,47.94,10.97,30.91,35.37,17.74,22.0,80.3,11.03,33.35,44.38,25.3,13.89,7.14,5.61,20.74,0.03
"Nov 16, 2021 - BKN vs. GSW",L,114.03,42.63,89.37,47.9,10.99,30.93,35.4,17.79,22.04,80.36,10.99,33.43,44.42,25.36,13.87,7.13,5.57,20.73,0.18
"Nov 14, 2021 - BKN @ OKC",W,113.81,42.5,89.35,47.77,10.97,31.0,35.29,17.84,22.12,80.32,10.96,33.37,44.32,25.29,13.84,7.21,5.51,20.76,-0.09
"Nov 12, 2021 - BKN @ NOP",W,113.9,42.48,89.25,47.8,11.07,31.17,35.39,17.87,22.1,80.53,10.9,33.42,44.32,25.38,13.86,7.22,5.48,20.68,0.26
"Nov 10, 2021 - BKN @ ORL",W,113.99,42.46,89.14,47.83,11.17,31.21,35.64,17.9,22.17,80.44,10.84,33.33,44.17,25.4,13.83,7.24,5.46,20.67,0.37
"Nov 08, 2021 - BKN @ CHI",L,114.11,42.51,89.17,47.87,11.24,31.3,35.75,17.86,22.1,80.55,10.8,33.44,44.24,25.45,13.85,7.25,5.45,20.63,0.83
"Nov 07, 2021 - BKN @ TOR",W,113.85,42.39,89.12,47.75,11.24,31.32,35.71,17.83,22.06,80.6,10.74,33.47,44.21,25.36,13.86,7.24,5.47,20.57,0.5
"Nov 05, 2021 - BKN @ DET",W,113.88,42.37,89.0,47.8,11.32,31.41,35.83,17.82,22.03,80.66,10.75,33.51,44.26,25.41,13.89,7.18,5.4,20.49,0.67
"Nov 03, 2021 - BKN vs. ATL",W,113.64,42.28,88.88,47.76,11.31,31.35,35.9,17.76,21.92,80.83,10.66,33.61,44.27,25.41,13.93,7.12,5.38,20.5,0.74
"Oct 31, 2021 - BKN vs. DET",W,113.68,42.29,88.87,47.78,11.45,31.57,36.03,17.64,21.79,80.75,10.61,33.63,44.24,25.52,13.96,7.12,5.41,20.47,0.85
"Oct 29, 2021 - BKN vs. IND",W,113.72,42.36,88.64,48.01,11.47,31.49,36.24,17.54,21.71,80.51,10.5,33.7,44.2,25.58,14.04,7.12,5.37,20.45,1.18
"Oct 27, 2021 - BKN vs. MIA",L,113.61,42.25,88.48,47.97,11.4,31.42,36.07,17.71,21.96,80.45,10.49,33.78,44.27,25.51,14.09,7.14,5.38,20.45,1.26
"Oct 25, 2021 - BKN vs. WAS",W,113.35,42.13,88.44,47.85,11.44,31.56,36.03,17.65,21.86,80.61,10.41,33.83,44.24,25.45,14.12,7.14,5.4,20.5,1.08
"Oct 24, 2021 - BKN vs. CHA",L,113.23,42.1,88.51,47.78,11.42,31.61,35.93,17.61,21.8,80.63,10.37,34.0,44.37,25.42,14.05,7.13,5.38,20.48,1.24
"Oct 22, 2021 - BKN @ PHI",W,113.0,42.05,88.49,47.73,11.39,31.65,35.8,17.51,21.68,80.66,10.35,34.01,44.36,25.32,14.09,7.16,5.41,20.46,1.02
"Oct 19, 2021 - BKN @ MIL",L,113.01,42.04,88.48,47.72,11.4,31.73,35.75,17.54,21.7,80.7,10.36,34.04,44.4,25.33,14.07,7.15,5.42,20.41,1.07
