MATCH UP,W/L,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Apr 12, 2024 - UTA @ LAC",W,116.0,46.0,89.0,51.7,14.0,34.0,41.2,10.0,16.0,62.5,14.0,34.0,48.0,22.0,20.0,6.0,5.0,20.0,-7.0
"Apr 11, 2024 - UTA vs. HOU",W,113.0,43.5,88.5,49.15,10.0,34.5,29.15,16.0,20.5,75.25,14.0,33.0,47.0,24.0,19.0,6.5,4.5,17.0,-3.0
"Apr 09, 2024 - UTA vs. DEN",L,116.67,43.67,88.0,49.63,11.33,36.0,31.4,18.0,22.67,77.33,14.33,33.33,47.67,25.0,18.0,7.0,5.33,18.0,-1.0
"Apr 07, 2024 - UTA @ GSW",L,111.25,41.75,88.75,47.12,11.0,34.75,31.62,16.75,20.25,83.0,13.5,33.25,46.75,23.5,17.25,6.5,4.5,15.75,-4.75
"Apr 05, 2024 - UTA @ LAC",L,111.0,41.2,87.6,47.1,11.8,34.8,33.88,16.8,20.4,82.6,12.0,31.2,43.2,23.0,16.0,6.0,4.8,14.4,-5.4
"Apr 02, 2024 - UTA vs. CLE",L,109.5,40.17,88.17,45.67,11.33,34.0,33.23,17.83,21.83,82.05,12.33,30.83,43.17,22.5,15.83,6.83,4.67,14.67,-9.33
"Mar 31, 2024 - UTA @ SAC",L,110.0,40.29,87.71,46.03,12.0,34.43,34.66,17.43,21.29,82.23,11.57,30.14,41.71,23.0,16.43,6.86,4.43,15.71,-10.29
"Mar 29, 2024 - UTA vs. HOU",L,109.5,39.5,87.12,45.4,12.5,35.25,35.2,18.0,22.12,81.78,11.5,29.12,40.62,22.88,15.88,6.75,4.38,16.0,-11.62
"Mar 27, 2024 - UTA vs. SAS",L,108.44,39.22,86.33,45.5,12.0,34.78,34.16,18.0,21.78,83.21,11.44,30.33,41.78,22.89,16.44,6.44,4.89,16.78,-10.44
"Mar 25, 2024 - UTA vs. DAL",L,108.7,39.2,86.0,45.65,12.1,34.8,34.45,18.2,21.8,83.98,10.9,30.3,41.2,23.1,17.0,6.6,4.8,16.7,-10.1
