MATCH UP,W/L,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Apr 12, 2024 - SAC vs. PHX",L,121.0,43.0,87.0,49.4,13.0,34.0,38.2,22.0,27.0,81.5,13.0,38.0,51.0,29.0,14.0,11.0,6.0,19.0,39.0
"Apr 11, 2024 - SAC vs. NOP",L,114.0,41.5,89.0,46.7,13.5,36.0,37.5,17.5,20.5,87.2,11.0,32.0,43.0,27.5,10.5,11.5,3.5,19.0,19.0
"Apr 09, 2024 - SAC @ OKC",L,117.0,43.0,87.33,49.4,14.33,36.67,39.03,16.67,20.33,83.13,9.0,30.33,39.33,27.0,11.67,10.0,2.33,18.33,8.67
"Apr 07, 2024 - SAC @ BKN",W,114.0,40.5,89.5,45.65,15.75,42.0,37.9,17.25,21.75,80.62,12.0,31.5,43.5,26.0,13.0,9.5,2.75,19.25,4.75
"Apr 05, 2024 - SAC @ BOS",L,112.6,40.4,90.4,45.04,15.6,43.2,36.58,16.2,20.6,79.5,11.8,33.8,45.6,27.0,12.2,9.2,4.6,18.8,9.8
"Apr 04, 2024 - SAC @ NYK",L,110.5,40.0,91.83,43.93,15.83,44.5,36.03,14.67,19.33,75.22,12.33,34.67,47.0,26.0,11.33,8.33,4.33,18.17,8.0
"Apr 02, 2024 - SAC vs. LAC",W,110.29,40.29,91.0,44.63,16.14,44.14,37.01,13.57,18.29,72.8,11.86,33.43,45.29,26.0,12.0,8.0,4.14,18.86,5.29
"Mar 31, 2024 - SAC vs. UTA",W,110.12,40.12,91.12,44.35,15.62,43.88,35.96,14.25,19.12,73.2,12.88,33.75,46.62,26.38,11.75,8.25,4.38,18.75,6.38
"Mar 29, 2024 - SAC vs. DAL",L,112.0,40.67,90.33,45.38,16.11,43.44,37.52,14.56,19.56,73.28,12.89,33.44,46.33,27.22,12.11,8.22,4.56,19.22,8.0
"Mar 26, 2024 - SAC vs. DAL",L,111.1,40.6,90.5,45.19,16.0,42.3,38.46,13.9,18.8,72.62,12.6,33.6,46.2,26.9,12.0,8.3,4.2,19.5,6.8
"Mar 25, 2024 - SAC vs. PHI",W,109.73,40.09,90.45,44.62,15.55,41.18,38.3,14.0,18.82,73.19,12.45,33.36,45.82,26.91,12.18,8.09,4.27,19.09,2.91
"Mar 23, 2024 - SAC @ ORL",W,109.58,39.92,90.08,44.58,15.08,40.92,37.3,14.67,19.58,73.64,12.33,33.0,45.33,26.75,11.83,7.92,4.42,19.0,3.67
"Mar 21, 2024 - SAC @ WAS",L,109.54,39.77,89.85,44.52,15.08,40.85,37.32,14.92,19.69,74.57,11.85,33.23,45.08,26.69,11.46,7.77,4.46,19.0,3.54
