MATCH UP,W/L,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Apr 12, 2024 - CLE vs. IND",W,110.0,44.0,93.0,47.3,16.0,33.0,48.5,6.0,9.0,66.7,12.0,31.0,43.0,30.0,14.0,4.0,1.0,8.0,-10.0
"Apr 10, 2024 - CLE vs. MEM",W,119.5,47.0,94.0,49.95,14.5,32.5,44.55,11.0,16.0,68.15,11.5,30.5,42.0,29.0,12.5,6.5,1.5,11.0,-0.5
"Apr 07, 2024 - CLE @ LAC",L,116.33,43.67,90.0,48.33,14.67,34.0,43.2,14.33,20.33,69.57,11.67,32.0,43.67,28.33,13.67,8.0,4.33,12.33,3.67
"Apr 06, 2024 - CLE @ LAL",L,116.75,43.25,89.5,48.17,13.75,33.0,41.58,16.5,22.0,73.48,10.5,31.25,41.75,28.0,13.0,8.5,3.75,13.25,2.25
"Apr 03, 2024 - CLE @ PHX",L,112.8,42.4,89.6,47.2,13.2,33.4,39.54,14.8,20.0,72.12,10.6,30.8,41.4,27.2,14.2,9.0,3.6,12.8,-2.0
"Apr 02, 2024 - CLE @ UTA",W,110.83,41.83,88.5,47.17,12.17,32.17,37.43,15.0,19.83,74.13,10.0,30.67,40.67,27.33,14.33,9.0,3.67,13.0,-5.17
"Mar 31, 2024 - CLE @ DEN",L,113.43,42.43,88.0,48.16,12.71,33.14,37.94,15.86,20.43,76.04,9.86,30.86,40.71,28.86,14.43,9.14,4.0,13.14,-2.14
"Mar 29, 2024 - CLE vs. PHI",W,111.88,41.88,87.25,47.93,12.12,32.12,37.2,16.0,20.5,76.66,9.38,29.75,39.12,28.5,14.5,9.25,4.0,13.0,-5.5
"Mar 27, 2024 - CLE @ CHA",L,112.44,42.22,86.67,48.7,12.56,32.67,37.87,15.44,19.67,77.54,8.89,30.0,38.89,29.11,14.44,8.67,3.89,13.44,-4.56
"Mar 25, 2024 - CLE vs. CHA",W,112.3,42.2,86.5,48.77,13.2,33.8,38.4,14.7,19.1,75.5,8.9,29.3,38.2,29.5,14.5,8.5,3.6,14.2,-4.8
"Mar 24, 2024 - CLE @ MIA",L,112.55,42.55,86.45,49.2,13.55,34.45,38.68,13.91,18.27,74.09,8.91,30.09,39.0,30.55,14.45,8.09,3.55,14.27,-2.27
"Mar 22, 2024 - CLE @ MIN",L,110.17,41.5,85.25,48.58,13.17,34.0,38.04,14.0,18.42,74.17,8.5,29.75,38.25,30.0,14.67,7.67,3.5,14.42,-5.17
"Mar 20, 2024 - CLE vs. MIA",L,108.69,40.92,84.92,48.07,12.69,33.62,36.97,14.15,18.46,74.94,8.62,29.85,38.46,29.38,14.46,7.54,3.62,14.38,-5.77
"Mar 18, 2024 - CLE @ IND",W,108.36,40.5,84.21,47.97,12.86,34.21,36.88,14.5,18.71,75.76,8.43,29.93,38.36,29.43,14.29,7.21,3.5,14.71,-5.57
"Mar 16, 2024 - CLE @ HOU",L,108.33,40.33,83.93,47.94,12.8,34.07,36.92,14.87,19.33,75.47,8.47,29.93,38.4,29.27,14.27,7.27,3.53,14.93,-4.87
"Mar 13, 2024 - CLE @ NOP",W,108.0,40.12,83.81,47.76,12.75,34.31,36.59,15.0,19.38,76.06,8.38,30.44,38.81,28.81,14.38,7.19,3.75,14.75,-5.44
"Mar 11, 2024 - CLE vs. PHX",L,108.47,40.53,84.29,47.96,13.18,34.94,37.05,14.24,18.41,75.51,8.35,30.88,39.24,29.35,14.24,7.0,3.76,14.94,-3.88
"Mar 10, 2024 - CLE vs. BKN",L,108.61,40.5,84.28,47.94,13.28,35.56,36.8,14.33,18.44,75.99,8.44,30.67,39.11,29.39,14.17,7.11,3.56,15.11,-4.0
"Mar 08, 2024 - CLE vs. MIN",W,108.21,40.32,83.84,47.98,13.32,35.37,37.17,14.26,18.53,75.42,8.26,30.42,38.68,29.16,14.05,7.16,3.58,15.21,-4.79
"Mar 06, 2024 - CLE @ ATL",L,108.45,40.2,84.05,47.74,13.2,35.3,36.93,14.85,19.4,75.26,8.35,30.7,39.05,29.05,14.0,7.15,3.8,15.45,-4.1
"Mar 05, 2024 - CLE vs. BOS",W,108.1,40.14,84.29,47.55,13.05,35.71,36.25,14.76,19.29,75.31,8.43,30.76,39.19,28.95,14.05,7.05,3.81,15.48,-4.43
"Mar 03, 2024 - CLE vs. NYK",L,107.95,40.09,84.55,47.36,13.36,36.0,36.77,14.41,18.91,74.78,8.41,30.91,39.32,28.91,13.82,7.23,3.77,15.23,-4.18
"Mar 01, 2024 - CLE @ DET",W,107.52,40.04,84.65,47.25,13.52,36.35,36.85,13.91,18.43,73.16,8.48,30.83,39.3,29.0,13.7,7.22,3.83,15.04,-4.39
"Feb 28, 2024 - CLE @ CHI",L,107.62,39.75,84.58,46.94,13.71,36.54,37.14,14.42,18.92,73.73,8.62,31.25,39.88,28.83,13.79,7.21,3.92,15.25,-3.79
"Feb 27, 2024 - CLE vs. DAL",W,108.24,39.96,85.36,46.79,14.04,37.24,37.28,14.28,18.92,73.09,8.48,31.36,39.84,29.16,13.72,7.2,4.2,15.64,-4.0
"Feb 25, 2024 - CLE @ WAS",W,108.73,40.12,85.27,47.03,14.27,37.35,37.77,14.23,18.88,73.06,8.5,31.62,40.12,29.38,13.81,7.0,4.19,15.5,-3.77
"Feb 23, 2024 - CLE @ PHI",L,108.93,40.19,85.19,47.16,14.11,37.15,37.53,14.44,19.19,73.1,8.41,31.96,40.37,29.59,13.7,6.96,4.26,15.52,-3.3
"Feb 22, 2024 - CLE vs. ORL",L,108.5,39.96,85.0,47.0,13.89,36.79,37.25,14.68,19.61,72.9,8.29,32.18,40.46,29.39,13.61,6.89,4.39,15.5,-3.43
"Feb 14, 2024 - CLE vs. CHI",W,108.52,39.93,84.48,47.3,13.76,36.28,37.53,14.9,19.83,73.18,8.24,31.97,40.21,29.45,13.79,6.93,4.41,15.59,-3.55
"Feb 12, 2024 - CLE vs. PHI",L,108.5,39.93,84.43,47.33,13.7,36.3,37.36,14.93,19.87,73.28,8.17,31.9,40.07,29.5,13.6,6.9,4.33,15.67,-3.33
