MATCH UP,W/L,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Mar 13, 2024 - DAL vs. GSW",W,113.19,42.12,89.0,47.45,13.88,38.31,35.93,15.06,20.06,73.73,9.69,36.25,45.94,26.44,13.31,7.12,5.56,17.06,5.38
"Mar 11, 2024 - DAL @ CHI",W,112.94,42.24,88.59,47.82,13.41,37.65,35.12,15.06,20.0,74.04,9.65,36.06,45.71,26.65,13.53,7.06,6.0,17.0,5.65
"Mar 09, 2024 - DAL @ DET",W,113.72,42.72,88.83,48.21,13.39,37.83,34.93,14.89,19.72,74.37,9.67,36.22,45.89,27.0,13.11,7.22,6.0,17.0,7.28
"Mar 07, 2024 - DAL vs. MIA",W,115.21,43.16,89.0,48.58,13.42,37.84,35.03,15.47,20.37,74.73,9.37,36.0,45.37,27.11,13.16,7.53,6.11,17.05,7.84
"Mar 05, 2024 - DAL vs. IND",L,115.15,43.0,88.9,48.45,13.55,38.0,35.23,15.6,20.5,74.91,9.4,35.95,45.35,27.1,13.0,7.4,6.1,17.0,7.75
"Mar 03, 2024 - DAL vs. PHI",L,115.38,43.1,89.1,48.45,13.52,38.05,35.14,15.67,20.52,75.2,9.38,35.76,45.14,26.9,12.81,7.29,6.1,17.29,6.57
"Mar 01, 2024 - DAL @ BOS",L,115.41,42.95,88.95,48.36,13.64,38.18,35.31,15.86,20.64,75.74,9.5,35.64,45.14,26.59,13.0,7.23,5.91,17.32,6.09
"Feb 28, 2024 - DAL @ TOR",W,115.17,43.0,89.17,48.3,13.43,38.0,34.93,15.74,20.52,75.58,9.52,35.48,45.0,26.3,12.78,7.09,5.83,17.09,4.61
"Feb 27, 2024 - DAL @ CLE",L,116.04,43.38,89.46,48.54,13.5,38.21,34.93,15.79,20.54,75.81,9.58,35.62,45.21,26.54,12.92,7.08,6.0,17.21,4.88
"Feb 25, 2024 - DAL @ IND",L,116.16,43.56,89.52,48.71,13.52,38.0,35.23,15.52,20.32,75.18,9.4,35.44,44.84,26.4,12.6,7.24,6.0,17.0,4.6
"Feb 22, 2024 - DAL vs. PHX",W,115.96,43.46,89.42,48.65,13.54,37.73,35.61,15.5,20.35,75.03,9.35,35.23,44.58,25.96,12.73,7.31,5.92,16.85,3.58
"Feb 14, 2024 - DAL vs. SAS",W,116.22,43.44,89.44,48.61,13.74,37.96,35.89,15.59,20.37,75.43,9.37,35.0,44.37,25.89,12.63,7.41,5.89,17.0,3.81
"Feb 12, 2024 - DAL vs. WAS",W,116.21,43.64,89.54,48.78,13.64,37.68,35.92,15.29,20.0,75.23,9.32,35.43,44.75,25.96,12.75,7.36,6.04,16.89,4.5
"Feb 10, 2024 - DAL vs. OKC",W,116.07,43.62,89.76,48.64,13.48,37.62,35.54,15.34,20.21,74.89,9.41,35.72,45.14,26.0,12.86,7.34,6.24,16.93,4.62
"Feb 08, 2024 - DAL @ NYK",W,117.07,43.93,89.8,48.96,13.53,37.63,35.68,15.67,20.63,74.92,9.47,35.97,45.43,26.13,12.83,7.37,6.13,17.13,5.63
"Feb 06, 2024 - DAL @ BKN",W,117.23,43.9,89.55,49.07,13.68,37.77,35.91,15.74,20.71,75.03,9.35,35.9,45.26,26.26,12.71,7.35,6.13,17.0,5.9
"Feb 05, 2024 - DAL @ PHI",W,117.28,43.97,89.59,49.12,13.84,37.94,36.17,15.5,20.47,74.61,9.25,36.0,45.25,26.22,12.66,7.34,6.03,16.84,6.09
"Feb 03, 2024 - DAL vs. MIL",L,117.3,43.91,89.52,49.09,13.94,38.09,36.27,15.55,20.55,74.59,9.21,36.0,45.21,26.27,12.58,7.3,5.97,16.82,6.39
