MATCH UP,W/L,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Apr 12, 2024 - MEM vs. LAL",L,111.0,45.0,100.0,45.0,8.0,33.0,24.2,13.0,18.0,72.2,16.0,27.0,43.0,22.0,13.0,9.0,2.0,18.0,-15.0
"Apr 10, 2024 - MEM @ CLE",L,115.5,44.0,97.5,45.15,12.5,36.0,33.9,15.0,19.5,76.6,16.0,26.5,42.5,20.5,14.0,11.5,2.0,22.5,-9.0
"Apr 09, 2024 - MEM vs. SAS",L,109.67,40.33,93.0,43.2,13.0,34.67,37.2,16.0,19.33,82.63,14.0,29.0,43.0,20.67,14.67,11.0,4.67,22.0,-10.0
"Apr 06, 2024 - MEM vs. PHI",L,104.0,39.25,95.75,41.05,11.25,33.5,32.9,14.25,17.25,82.42,14.75,29.75,44.5,20.75,13.0,10.75,4.75,19.75,-11.25
"Apr 05, 2024 - MEM vs. DET",W,102.4,38.6,94.0,41.12,10.8,32.0,33.24,14.4,18.0,80.22,14.8,29.6,44.4,20.8,14.2,10.4,4.2,19.4,-13.0
"Apr 03, 2024 - MEM @ MIL",W,103.33,39.17,93.33,42.05,10.67,31.83,33.08,14.33,17.67,81.43,14.83,30.33,45.17,21.33,15.33,10.83,4.67,18.5,-7.83
"Apr 01, 2024 - MEM @ DET",W,104.43,40.14,93.0,43.26,10.14,30.57,32.7,14.0,17.57,79.89,14.57,31.86,46.43,21.86,14.43,10.0,5.14,17.57,-5.29
"Mar 30, 2024 - MEM @ ORL",L,105.12,40.12,92.75,43.35,10.25,30.88,32.77,14.62,18.25,80.23,14.62,31.5,46.12,22.62,14.25,10.12,5.62,17.62,-4.38
"Mar 27, 2024 - MEM vs. LAL",L,103.22,39.11,92.0,42.53,10.44,31.44,32.83,14.56,18.11,80.47,14.44,31.56,46.0,22.89,14.78,10.22,5.78,17.78,-7.22
"Mar 25, 2024 - MEM @ DEN",L,105.3,39.8,92.5,43.02,11.1,32.6,33.5,14.6,18.2,80.31,14.3,31.0,45.3,23.6,14.7,10.2,5.5,18.3,-7.7
"Mar 22, 2024 - MEM @ SAS",W,105.09,39.55,92.64,42.69,11.09,33.64,32.73,14.91,19.0,79.07,14.55,30.27,44.82,23.73,14.91,10.09,5.82,18.0,-9.27
"Mar 20, 2024 - MEM @ GSW",L,104.58,39.0,91.75,42.48,11.17,33.67,32.94,15.42,20.0,78.13,14.08,31.25,45.33,23.25,15.17,10.08,5.67,17.92,-8.33
"Mar 18, 2024 - MEM @ SAC",L,105.46,39.23,92.08,42.58,11.69,34.85,33.23,15.31,19.85,78.1,14.23,31.08,45.31,23.69,14.92,9.62,5.46,17.69,-9.31
"Mar 16, 2024 - MEM vs. OKC",L,105.86,39.07,92.5,42.24,11.79,35.07,33.3,15.93,20.57,78.24,14.29,31.29,45.57,23.57,14.86,9.86,5.57,18.07,-9.36
"Mar 13, 2024 - MEM vs. CHA",L,106.27,38.93,91.73,42.47,12.2,35.67,33.81,16.2,20.93,78.15,13.8,31.13,44.93,24.27,14.8,9.67,5.47,18.2,-9.13
"Mar 12, 2024 - MEM vs. WAS",W,105.75,38.75,91.31,42.47,12.44,35.94,34.19,15.81,20.31,78.94,13.94,31.06,45.0,24.25,15.38,9.81,5.44,18.25,-9.31
"Mar 10, 2024 - MEM @ OKC",L,105.94,38.94,91.47,42.6,12.18,35.76,33.61,15.88,20.35,79.06,14.12,31.35,45.47,24.41,15.53,9.71,5.53,18.29,-8.06
"Mar 08, 2024 - MEM vs. ATL",L,105.22,38.56,90.72,42.51,12.11,35.61,33.59,16.0,20.72,78.38,13.78,31.33,45.11,24.22,15.56,9.61,5.44,18.06,-9.33
"Mar 06, 2024 - MEM @ PHI",W,104.53,38.11,89.84,42.41,12.0,35.11,33.85,16.32,21.21,78.11,13.58,31.16,44.74,24.05,15.42,9.63,5.74,18.11,-9.21
"Mar 04, 2024 - MEM @ BKN",W,105.05,38.25,89.9,42.54,12.05,35.2,33.91,16.5,21.3,78.56,13.65,31.55,45.2,23.9,15.4,9.3,6.2,17.9,-8.45
"Mar 02, 2024 - MEM vs. POR",L,105.1,38.24,89.52,42.72,12.05,35.29,33.84,16.57,21.33,78.71,13.71,31.71,45.43,24.0,15.57,9.14,6.05,18.1,-7.86
"Mar 01, 2024 - MEM vs. POR",L,104.86,37.86,89.23,42.42,12.18,35.5,34.0,16.95,21.86,78.58,13.5,31.91,45.41,23.86,15.95,9.41,6.18,18.05,-7.82
"Feb 28, 2024 - MEM @ MIN",L,104.3,37.74,88.78,42.5,12.04,35.0,34.16,16.78,21.87,77.73,13.26,31.48,44.74,23.48,16.26,9.26,6.26,18.0,-8.78
"Feb 26, 2024 - MEM vs. BKN",L,104.17,37.67,88.96,42.34,12.0,35.08,33.97,16.83,21.79,78.24,13.42,31.54,44.96,23.46,16.21,9.21,6.21,18.17,-8.79
