MATCH UP,W/L,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Nov 28, 2023 - TOR @ BKN",L,112.61,42.38,89.55,47.35,11.48,32.95,34.75,16.38,21.39,76.66,10.42,31.36,41.78,28.59,13.78,7.62,4.8,18.44,-7.94
"Nov 26, 2023 - TOR @ CLE",L,112.46,42.32,89.72,47.22,11.51,33.0,34.77,16.31,21.35,76.46,10.49,31.35,41.85,28.57,13.68,7.68,4.77,18.48,-8.0
"Nov 24, 2023 - TOR vs. CHI",W,112.3,42.24,89.71,47.13,11.45,32.98,34.62,16.36,21.47,76.34,10.59,31.38,41.97,28.39,13.65,7.7,4.74,18.36,-7.92
"Nov 22, 2023 - TOR @ IND",W,112.43,42.27,89.61,47.22,11.48,33.07,34.6,16.42,21.55,76.31,10.63,31.31,41.94,28.45,13.66,7.7,4.76,18.3,-7.61
"Nov 21, 2023 - TOR @ ORL",L,112.72,42.35,89.62,47.31,11.47,32.99,34.69,16.54,21.68,76.41,10.66,31.34,42.0,28.41,13.74,7.69,4.74,18.25,-7.49
"Nov 19, 2023 - TOR vs. DET",W,112.64,42.29,89.41,47.36,11.51,32.91,34.91,16.55,21.68,76.42,10.58,31.36,41.94,28.42,13.88,7.67,4.75,18.28,-7.65
"Nov 17, 2023 - TOR vs. BOS",L,113.06,42.47,89.59,47.45,11.54,32.96,34.97,16.57,21.79,76.22,10.6,31.41,42.01,28.64,13.8,7.7,4.76,18.34,-7.13
"Nov 15, 2023 - TOR vs. MIL",L,112.94,42.46,89.55,47.46,11.55,32.96,34.99,16.46,21.68,76.05,10.52,31.48,42.0,28.65,13.79,7.65,4.7,18.24,-7.07
"Nov 13, 2023 - TOR vs. WAS",W,112.93,42.4,89.64,47.36,11.51,32.96,34.88,16.61,21.81,76.21,10.74,31.44,42.18,28.64,13.79,7.68,4.75,18.25,-7.19
"Nov 11, 2023 - TOR @ BOS",L,112.9,42.44,89.64,47.39,11.41,32.78,34.68,16.62,21.85,76.09,10.81,31.45,42.26,28.63,13.86,7.73,4.74,18.18,-7.04
"Nov 08, 2023 - TOR @ DAL",W,112.65,42.34,89.66,47.27,11.39,32.84,34.57,16.58,21.77,76.25,10.76,31.43,42.19,28.58,13.8,7.73,4.69,18.12,-7.26
"Nov 05, 2023 - TOR @ SAS",W,112.84,42.43,89.79,47.3,11.39,32.88,34.52,16.6,21.84,76.12,10.81,31.48,42.29,28.56,13.77,7.76,4.68,18.21,-7.01
"Nov 02, 2023 - TOR @ PHI",L,112.97,42.45,89.88,47.28,11.49,33.08,34.59,16.59,21.89,75.93,10.84,31.51,42.36,28.57,13.79,7.82,4.7,18.17,-6.83
"Nov 01, 2023 - TOR vs. MIL",W,112.79,42.39,89.74,47.29,11.47,33.01,34.6,16.55,21.86,75.83,10.82,31.52,42.34,28.58,13.86,7.77,4.68,18.19,-6.94
"Oct 30, 2023 - TOR vs. POR",L,113.01,42.5,89.76,47.4,11.51,33.08,34.67,16.5,21.76,76.05,10.87,31.56,42.44,28.67,13.91,7.76,4.69,18.28,-6.6
"Oct 28, 2023 - TOR vs. PHI",L,112.73,42.44,89.81,47.31,11.42,33.03,34.4,16.43,21.67,76.01,10.91,31.58,42.49,28.54,13.89,7.78,4.68,18.27,-6.62
"Oct 27, 2023 - TOR @ CHI",L,112.66,42.39,89.78,47.27,11.49,33.01,34.64,16.4,21.64,75.98,10.94,31.54,42.48,28.54,13.88,7.75,4.69,18.27,-6.62
"Oct 25, 2023 - TOR vs. MIN",W,112.54,42.35,89.7,47.25,11.46,33.05,34.52,16.4,21.68,75.84,10.9,31.7,42.6,28.49,13.99,7.72,4.65,18.41,-6.56
