MATCH UP,W/L,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Apr 12, 2024 - BKN @ NYK",L,86.0,32.0,83.0,38.6,9.0,34.0,26.5,13.0,17.0,76.5,4.0,38.0,42.0,19.0,13.0,8.0,6.0,14.0,-21.0
"Apr 10, 2024 - BKN vs. TOR",W,96.5,36.5,82.5,44.3,10.0,33.0,30.45,13.5,18.0,75.1,10.0,33.5,43.5,20.5,13.5,5.5,5.0,16.5,-12.5
"Apr 07, 2024 - BKN vs. SAC",L,99.67,37.0,83.67,44.27,10.33,34.0,30.5,15.33,20.0,76.47,11.33,36.33,47.67,22.0,14.0,5.0,8.33,16.33,-7.0
"Apr 06, 2024 - BKN vs. DET",W,94.0,35.25,84.25,41.93,9.5,33.0,28.7,14.0,18.25,76.57,10.25,37.0,47.25,20.75,14.75,5.0,7.5,15.75,-12.75
"Apr 03, 2024 - BKN vs. IND",W,97.8,35.8,82.0,43.96,9.8,31.8,31.1,16.4,21.2,77.02,10.4,37.0,47.4,20.6,15.4,4.6,7.4,14.8,-8.2
"Apr 01, 2024 - BKN @ IND",L,100.67,36.83,82.83,44.68,10.17,31.83,32.17,16.83,22.17,75.92,11.17,36.67,47.83,20.83,15.0,4.5,7.5,15.0,-6.17
"Mar 31, 2024 - BKN vs. LAL",L,102.14,37.43,83.43,45.03,10.14,31.0,33.07,17.14,23.0,74.77,11.29,35.86,47.14,20.71,15.0,4.29,7.0,15.57,-8.43
"Mar 29, 2024 - BKN vs. CHI",W,102.38,37.62,84.5,44.7,10.38,31.62,33.1,16.75,22.5,74.64,11.0,35.0,46.0,20.5,14.75,5.25,6.5,15.75,-8.88
"Mar 27, 2024 - BKN @ WAS",W,104.89,38.22,85.22,44.99,12.0,33.0,35.73,16.44,22.44,73.41,11.11,34.56,45.67,21.11,13.89,5.67,6.11,16.44,-6.0
"Mar 25, 2024 - BKN @ TOR",W,106.6,39.1,86.5,45.29,11.8,33.0,35.19,16.6,22.5,73.9,11.0,34.6,45.6,21.4,13.3,5.9,6.4,16.4,-5.1
"Mar 23, 2024 - BKN @ NYK",L,105.64,38.91,86.0,45.33,11.55,33.55,34.09,16.27,22.09,73.75,11.45,34.55,46.0,21.27,13.91,5.64,6.18,16.36,-3.91
"Mar 21, 2024 - BKN @ MIL",L,104.58,38.5,85.17,45.28,11.58,33.58,34.19,16.0,21.5,74.83,11.17,34.42,45.58,21.67,14.0,5.58,6.17,16.25,-4.58
"Mar 19, 2024 - BKN vs. NOP",L,104.85,38.69,85.69,45.22,11.69,34.38,33.83,15.77,21.08,75.32,11.46,34.38,45.85,22.23,14.0,5.69,5.77,15.92,-4.77
"Mar 17, 2024 - BKN @ SAS",L,103.86,38.14,85.57,44.63,11.71,34.79,33.56,15.86,21.14,75.46,11.64,33.93,45.57,22.0,14.0,5.71,5.64,15.71,-5.36
"Mar 16, 2024 - BKN @ IND",L,104.6,38.73,86.67,44.73,11.47,34.53,33.04,15.67,21.0,74.99,11.6,34.13,45.73,22.47,13.87,6.2,5.6,16.0,-5.47
"Mar 13, 2024 - BKN @ ORL",L,104.31,38.38,86.06,44.61,11.38,33.94,33.48,16.19,21.62,75.14,11.62,34.06,45.69,22.19,14.31,6.31,5.44,16.12,-6.44
