MATCH UP,W/L,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Apr 12, 2024 - PHX @ SAC",W,125.0,47.0,86.0,54.7,16.0,29.0,55.2,15.0,18.0,83.3,13.0,19.0,32.0,28.0,13.0,13.0,3.0,24.0,19.0
"Apr 10, 2024 - PHX @ LAC",W,116.5,43.5,81.0,53.65,14.0,30.5,46.35,15.5,17.5,88.7,9.5,27.0,36.5,26.5,16.0,8.5,3.5,20.0,10.0
"Apr 09, 2024 - PHX vs. LAC",L,119.0,44.33,85.67,51.9,15.33,37.0,42.9,15.0,16.67,90.23,9.33,31.0,40.33,27.33,15.0,8.33,4.33,17.67,12.0
"Apr 07, 2024 - PHX vs. NOP",L,112.25,40.75,86.5,47.35,13.5,36.5,37.9,17.25,19.5,89.1,9.0,30.75,39.75,24.75,13.25,10.25,5.0,16.5,5.75
"Apr 05, 2024 - PHX vs. MIN",W,110.8,40.4,86.6,46.84,13.6,37.0,37.5,16.4,18.4,89.86,9.0,30.4,39.4,25.8,13.8,9.6,5.6,16.6,3.0
"Apr 03, 2024 - PHX vs. CLE",W,108.5,39.17,84.83,46.27,12.83,35.17,37.02,17.33,20.17,87.53,8.67,32.33,41.0,26.33,14.5,10.0,5.17,17.0,4.17
"Apr 01, 2024 - PHX @ NOP",W,110.43,39.86,85.14,46.89,13.57,34.86,39.51,17.14,19.71,88.47,8.57,32.71,41.29,27.14,14.71,10.14,4.71,17.0,6.57
"Mar 29, 2024 - PHX @ OKC",L,112.12,40.25,85.38,47.2,14.12,36.38,39.36,17.5,20.38,87.41,9.5,32.75,42.25,27.38,14.62,9.75,4.88,17.5,7.38
"Mar 27, 2024 - PHX @ DEN",W,111.11,40.11,85.56,46.93,14.0,36.89,38.51,16.89,19.78,86.59,9.89,32.0,41.89,27.22,14.56,9.33,5.0,17.22,3.78
"Mar 25, 2024 - PHX @ SAS",L,110.4,40.0,85.3,46.94,14.2,36.5,39.51,16.2,18.9,87.02,10.1,32.7,42.8,27.4,14.8,8.7,5.2,16.8,4.1
"Mar 23, 2024 - PHX @ SAS",W,109.64,40.18,85.09,47.27,13.82,35.73,39.16,15.45,18.45,84.3,9.64,33.55,43.18,27.45,14.82,8.36,5.36,16.55,3.55
"Mar 21, 2024 - PHX vs. ATL",W,111.42,41.5,85.83,48.3,13.58,34.75,39.72,14.83,17.75,83.94,9.42,33.42,42.83,28.33,14.42,8.58,5.33,16.67,5.33
"Mar 20, 2024 - PHX vs. PHI",W,112.69,41.46,84.92,48.85,14.23,35.23,40.79,15.54,18.46,84.32,9.23,33.23,42.46,28.31,14.62,8.23,5.77,16.85,5.92
