MATCH UP,W/L,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Apr 12, 2024 - HOU @ POR",W,116.0,50.0,103.0,48.5,11.0,38.0,28.9,5.0,14.0,35.7,17.0,42.0,59.0,31.0,18.0,7.0,8.0,13.0,11.0
"Apr 11, 2024 - HOU @ UTA",L,116.0,47.0,97.5,48.15,11.0,38.5,28.55,11.0,17.0,60.35,13.5,40.0,53.5,28.0,13.5,5.0,6.5,16.5,10.0
"Apr 09, 2024 - HOU vs. ORL",W,117.67,44.67,96.67,46.13,14.33,41.33,33.93,14.0,18.67,70.53,14.33,34.33,48.67,26.0,12.33,6.0,6.33,17.0,5.67
"Apr 07, 2024 - HOU @ DAL",L,117.75,44.75,94.0,47.67,14.5,39.75,36.17,13.75,18.5,70.95,12.25,33.5,45.75,26.75,12.25,6.5,6.5,18.0,7.25
"Apr 05, 2024 - HOU vs. MIA",L,121.4,45.0,93.8,48.04,15.0,40.0,37.24,16.4,21.8,72.18,10.6,32.4,43.0,27.6,12.0,7.4,6.4,21.2,3.6
"Apr 04, 2024 - HOU vs. GSW",L,118.5,43.17,93.17,46.33,14.83,40.67,36.33,17.33,22.33,74.82,10.83,32.5,43.33,27.17,11.5,7.33,5.67,19.83,0.5
"Apr 02, 2024 - HOU @ MIN",L,117.29,42.14,92.14,45.7,14.43,40.57,35.43,18.57,23.43,76.51,11.0,30.29,41.29,26.57,11.57,7.86,5.0,19.71,-2.86
"Mar 31, 2024 - HOU vs. DAL",L,115.88,42.0,92.12,45.56,14.38,41.5,34.65,17.5,22.25,75.88,11.12,29.62,40.75,26.12,12.0,8.12,4.38,20.12,-3.38
"Mar 29, 2024 - HOU @ UTA",W,114.89,41.67,92.11,45.21,14.22,41.11,34.6,17.33,21.89,76.8,11.22,29.78,41.0,25.67,12.0,8.22,4.22,19.44,-5.0
"Mar 27, 2024 - HOU @ OKC",W,113.5,41.0,92.0,44.54,14.1,41.2,34.24,17.4,22.5,75.55,11.6,29.8,41.4,25.0,11.8,8.4,4.4,19.3,-4.4
