MATCH UP,W/L,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Apr 12, 2024 - PHI vs. ORL",W,107.0,41.0,96.0,42.7,14.0,44.0,31.8,11.0,15.0,73.3,13.0,44.0,57.0,30.0,14.0,8.0,6.0,16.0,21.0
"Apr 09, 2024 - PHI vs. DET",W,116.0,41.5,92.0,45.2,16.0,40.5,40.2,17.0,21.5,77.7,10.5,40.0,50.5,26.0,13.5,7.0,6.0,18.0,16.5
"Apr 07, 2024 - PHI @ SAS",W,117.33,42.33,94.0,45.1,15.0,39.33,38.5,17.67,22.0,79.33,12.33,38.33,50.67,27.0,12.0,8.33,6.67,18.0,17.0
"Apr 06, 2024 - PHI @ MEM",W,121.25,44.75,99.0,45.23,14.25,39.25,36.58,17.5,21.25,81.88,11.25,38.25,49.5,28.0,12.0,10.0,5.75,18.5,14.5
"Apr 04, 2024 - PHI @ MIA",W,120.2,44.0,95.0,46.56,14.6,39.2,37.46,17.6,21.6,81.16,10.8,37.0,47.8,27.8,13.4,10.4,6.4,19.2,15.6
"Apr 02, 2024 - PHI vs. OKC",W,118.33,43.83,94.5,46.58,14.5,39.33,37.05,16.17,19.83,81.27,10.33,36.33,46.67,27.83,13.0,10.5,6.5,18.5,13.67
"Mar 31, 2024 - PHI @ TOR",W,117.0,42.71,92.14,46.53,14.43,38.0,38.43,17.14,20.57,82.8,10.14,35.86,46.0,27.71,13.71,10.14,6.14,18.71,12.29
"Mar 29, 2024 - PHI @ CLE",L,119.25,43.5,91.0,48.09,15.62,38.62,40.6,16.62,20.0,82.61,10.0,35.12,45.12,27.75,14.0,9.62,6.62,18.5,12.62
"Mar 27, 2024 - PHI vs. LAC",L,118.67,43.33,91.33,47.71,15.67,38.78,40.53,16.33,19.67,82.59,10.67,34.11,44.78,27.78,13.44,9.22,6.67,18.67,10.89
"Mar 25, 2024 - PHI @ SAC",L,117.5,42.9,90.4,47.7,15.4,38.2,40.42,16.3,19.6,82.75,10.6,34.8,45.4,26.7,13.3,8.6,7.1,18.6,9.7
"Mar 24, 2024 - PHI @ LAC",W,115.55,42.09,89.64,47.14,15.0,37.82,39.69,16.36,19.64,82.95,11.0,34.55,45.55,25.91,13.45,8.0,6.82,19.18,7.73
"Mar 22, 2024 - PHI @ LAL",L,116.0,42.58,89.67,47.65,15.25,37.75,40.43,15.58,18.75,82.52,11.08,33.75,44.83,26.42,13.0,7.92,7.08,19.08,8.25
"Mar 20, 2024 - PHI @ PHX",L,114.31,41.85,90.15,46.63,14.69,37.69,38.98,15.92,19.15,82.58,11.23,33.38,44.62,25.92,12.69,8.31,7.08,19.38,7.08
"Mar 18, 2024 - PHI vs. MIA",W,113.43,41.79,90.5,46.39,14.57,37.64,38.71,15.29,19.07,79.46,11.36,32.93,44.29,26.43,12.57,8.57,7.07,18.86,5.64
"Mar 16, 2024 - PHI vs. CHA",W,112.4,41.47,90.13,46.19,14.47,37.53,38.53,15.0,18.6,80.28,11.07,33.33,44.4,26.2,12.53,8.47,7.4,18.67,5.73
"Mar 14, 2024 - PHI @ MIL",L,112.19,41.12,89.56,46.08,14.38,37.75,38.11,15.56,19.0,81.26,11.0,33.19,44.19,26.12,12.75,8.5,7.19,18.94,6.06
"Mar 12, 2024 - PHI @ NYK",L,111.76,41.0,88.94,46.28,14.53,37.59,38.72,15.24,18.71,80.68,10.71,32.65,43.35,25.76,12.76,8.35,7.0,18.88,5.18
"Mar 10, 2024 - PHI @ NYK",W,109.94,40.39,88.44,45.79,14.17,37.33,37.92,15.0,18.56,80.02,10.5,32.17,42.67,25.28,12.5,8.28,6.83,18.72,3.39
"Mar 08, 2024 - PHI vs. NOP",L,108.32,39.89,88.0,45.42,13.89,36.95,37.5,14.63,18.32,78.82,10.68,32.21,42.89,25.0,12.63,8.32,6.74,18.68,3.53
"Mar 06, 2024 - PHI vs. MEM",L,107.65,39.65,88.0,45.14,13.65,36.95,36.84,14.7,18.4,78.88,10.8,32.05,42.85,24.8,12.6,8.3,6.75,18.7,2.95
"Mar 05, 2024 - PHI @ BKN",L,107.71,39.62,88.67,44.81,13.62,36.86,36.85,14.86,18.52,79.2,11.1,31.95,43.05,24.81,12.52,8.43,6.86,18.81,2.52
"Mar 03, 2024 - PHI @ DAL",W,107.68,39.64,88.36,44.99,13.55,36.45,37.13,14.86,18.55,79.19,10.95,31.86,42.82,24.82,12.5,8.32,6.64,19.05,2.18
"Mar 01, 2024 - PHI vs. CHA",W,108.22,39.65,88.35,45.01,13.43,36.48,36.8,15.48,19.09,79.81,11.04,31.74,42.78,24.87,12.35,8.39,6.57,19.04,2.26
"Feb 27, 2024 - PHI @ BOS",L,108.75,39.92,88.67,45.13,13.67,36.79,37.07,15.25,18.75,80.27,11.21,31.79,43.0,25.42,12.12,8.25,6.58,18.96,2.46
"Feb 25, 2024 - PHI vs. MIL",L,108.36,39.8,88.88,44.9,13.68,37.0,36.92,15.08,18.48,80.73,11.08,31.32,42.4,25.2,12.04,8.16,6.52,19.12,1.64
"Feb 23, 2024 - PHI vs. CLE",W,107.96,39.65,89.19,44.6,13.77,37.35,36.84,14.88,18.19,81.12,11.15,31.19,42.35,25.15,11.96,8.31,6.46,19.08,0.77
"Feb 22, 2024 - PHI vs. NYK",L,107.81,39.67,89.22,44.6,13.7,37.04,37.01,14.78,18.07,81.08,11.07,31.59,42.67,24.96,11.89,8.22,6.48,19.3,1.0
"Feb 14, 2024 - PHI vs. MIA",L,107.39,39.57,89.04,44.57,13.57,36.75,36.92,14.68,17.93,81.24,10.93,31.57,42.5,24.89,12.11,8.18,6.36,19.43,0.46
"Feb 12, 2024 - PHI @ CLE",W,107.28,39.62,88.93,44.68,13.45,36.69,36.63,14.59,17.86,81.03,10.76,31.62,42.38,25.03,12.17,8.0,6.17,19.45,0.28
"Feb 10, 2024 - PHI @ WAS",W,107.8,39.9,88.9,45.01,13.37,36.33,36.82,14.63,17.9,81.13,10.77,31.6,42.37,25.03,12.13,7.9,6.1,19.53,0.33
"Feb 09, 2024 - PHI vs. ATL",L,108.16,40.16,89.26,45.11,13.19,36.03,36.59,14.65,18.06,80.62,10.84,31.71,42.55,25.13,12.1,7.9,6.03,19.48,0.52
"Feb 07, 2024 - PHI vs. GSW",L,108.56,40.22,89.53,45.04,13.25,36.31,36.48,14.88,18.41,80.47,11.06,31.69,42.75,25.09,12.03,7.88,6.03,19.62,0.31
"Feb 05, 2024 - PHI vs. DAL",L,108.42,40.24,89.79,44.94,13.09,36.18,36.14,14.85,18.27,81.06,11.06,31.61,42.67,24.97,12.12,7.85,6.09,19.52,-0.39
"Feb 03, 2024 - PHI vs. BKN",L,108.24,40.24,89.88,44.88,12.94,35.97,35.89,14.82,18.32,80.74,11.21,31.71,42.91,24.82,12.12,7.85,6.06,19.56,-0.85
"Feb 01, 2024 - PHI @ UTA",W,108.6,40.34,90.06,44.91,12.91,35.77,36.04,15.0,18.57,80.65,11.2,31.74,42.94,24.86,11.91,7.83,5.91,19.49,-1.26
"Jan 30, 2024 - PHI @ GSW",L,109.11,40.53,90.17,45.05,12.94,35.67,36.26,15.11,18.64,80.93,11.17,31.69,42.86,24.92,11.72,7.78,6.06,19.56,-1.14
"Jan 29, 2024 - PHI @ POR",L,109.05,40.49,90.03,45.07,12.95,35.51,36.45,15.14,18.7,80.8,11.22,31.54,42.76,24.54,11.84,7.95,5.95,19.68,-1.43
"Jan 27, 2024 - PHI @ DEN",L,108.92,40.39,89.84,45.06,12.74,35.34,35.94,15.39,18.95,81.02,11.24,31.29,42.53,24.34,11.97,7.89,5.92,19.82,-2.08
"Jan 25, 2024 - PHI @ IND",L,108.82,40.46,89.62,45.27,12.56,35.0,35.72,15.33,18.87,81.03,11.1,31.33,42.44,24.36,11.95,7.82,5.92,20.05,-2.18
"Jan 22, 2024 - PHI vs. SAS",W,109.15,40.5,89.55,45.34,12.43,34.85,35.43,15.72,19.48,80.81,10.97,31.18,42.15,24.35,11.95,7.95,5.92,20.05,-2.42
"Jan 20, 2024 - PHI @ CHA",W,109.73,40.68,89.73,45.44,12.24,34.49,35.18,16.12,19.98,80.79,11.17,31.12,42.29,24.44,11.76,7.88,5.85,20.05,-2.12
"Jan 19, 2024 - PHI @ ORL",W,109.43,40.57,89.62,45.37,12.07,34.26,34.81,16.21,20.07,80.85,11.05,31.33,42.38,24.36,11.71,7.86,5.86,19.86,-1.88
"Jan 16, 2024 - PHI vs. DEN",W,109.77,40.6,89.56,45.44,12.09,34.16,35.01,16.47,20.28,81.13,11.16,31.21,42.37,24.33,11.63,7.93,5.84,19.93,-1.49
"Jan 15, 2024 - PHI vs. HOU",W,110.14,40.66,89.25,45.69,12.16,34.09,35.32,16.66,20.59,80.96,11.02,31.11,42.14,24.39,11.55,7.89,5.86,19.95,-1.34
"Jan 12, 2024 - PHI vs. SAC",W,110.44,40.64,89.11,45.75,12.22,34.02,35.61,16.93,20.89,81.06,10.96,31.16,42.11,24.4,11.53,7.89,5.82,20.04,-1.11
"Jan 10, 2024 - PHI @ ATL",L,110.48,40.63,89.2,45.69,12.28,34.04,35.77,16.93,20.83,81.35,11.02,31.17,42.2,24.37,11.59,7.96,5.89,20.02,-0.67
"Jan 06, 2024 - PHI vs. UTA",L,110.94,40.74,89.47,45.68,12.28,34.04,35.76,17.17,21.09,81.42,11.06,31.32,42.38,24.4,11.57,7.96,5.96,20.19,-0.81
"Jan 05, 2024 - PHI vs. NYK",L,110.9,40.77,89.77,45.57,12.17,34.12,35.39,17.19,21.12,81.35,11.15,31.06,42.21,24.52,11.46,8.04,5.96,20.19,-1.02
"Jan 02, 2024 - PHI vs. CHI",W,110.51,40.61,89.59,45.47,12.04,33.9,35.2,17.24,21.24,81.21,11.08,31.04,42.12,24.47,11.51,8.04,6.02,20.14,-1.73
"Dec 30, 2023 - PHI @ CHI",L,110.5,40.56,89.4,45.51,12.04,33.82,35.3,17.34,21.42,81.05,10.98,31.16,42.14,24.54,11.66,8.06,6.02,20.18,-1.44
"Dec 29, 2023 - PHI @ HOU",W,110.14,40.47,89.45,45.38,11.98,33.9,35.07,17.22,21.29,80.9,11.0,31.02,42.02,24.53,11.59,8.14,6.0,20.22,-1.67
"Dec 27, 2023 - PHI @ ORL",W,110.54,40.56,89.38,45.52,11.98,33.88,35.1,17.44,21.52,81.03,11.0,30.79,41.79,24.48,11.56,8.17,5.98,20.23,-1.56
"Dec 25, 2023 - PHI @ MIA",L,110.57,40.64,89.51,45.54,11.94,33.77,35.11,17.34,21.43,80.83,11.02,30.89,41.91,24.28,11.53,8.21,6.02,20.21,-1.15
"Dec 22, 2023 - PHI vs. TOR",W,110.61,40.63,89.59,45.49,12.04,33.98,35.16,17.31,21.5,80.52,10.91,30.89,41.8,24.26,11.46,8.26,5.98,20.24,-1.24
"Dec 20, 2023 - PHI vs. MIN",W,110.8,40.69,89.47,45.62,12.07,33.93,35.34,17.35,21.49,80.7,10.76,30.96,41.73,24.44,11.51,8.22,5.98,20.25,-1.04
"Dec 18, 2023 - PHI vs. CHI",L,111.09,40.77,89.38,45.77,12.0,33.71,35.36,17.55,21.68,80.88,10.7,30.93,41.62,24.36,11.52,8.23,5.93,20.34,-0.77
"Dec 16, 2023 - PHI @ CHA",W,110.96,40.72,89.35,45.72,11.98,33.68,35.34,17.54,21.63,81.03,10.67,31.0,41.67,24.33,11.53,8.23,5.96,20.28,-0.82
"Dec 15, 2023 - PHI vs. DET",W,111.38,40.93,89.33,45.97,12.02,33.64,35.51,17.5,21.55,81.16,10.57,31.16,41.72,24.43,11.5,8.26,5.97,20.22,0.1
"Dec 13, 2023 - PHI @ DET",W,111.59,40.93,89.47,45.9,12.05,33.69,35.55,17.68,21.71,81.31,10.66,31.27,41.93,24.42,11.51,8.41,6.0,20.27,0.64
"Dec 11, 2023 - PHI vs. WAS",W,111.88,41.0,89.43,46.0,12.03,33.63,35.57,17.85,21.92,81.33,10.65,31.47,42.12,24.48,11.5,8.37,5.97,20.27,0.93
"Dec 08, 2023 - PHI vs. ATL",W,112.44,41.18,89.52,46.14,12.16,33.84,35.7,17.92,21.97,81.44,10.62,31.57,42.2,24.69,11.54,8.46,5.97,20.38,1.66
"Dec 06, 2023 - PHI @ WAS",W,112.65,41.19,89.48,46.17,12.15,33.77,35.72,18.11,22.21,81.43,10.68,31.61,42.29,24.68,11.53,8.42,6.0,20.27,1.81
"Dec 01, 2023 - PHI @ BOS",L,112.94,41.29,89.52,46.25,12.08,33.67,35.62,18.29,22.4,81.49,10.68,31.62,42.3,24.75,11.52,8.4,5.94,20.17,1.86
