MATCH UP,W/L,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Apr 12, 2024 - NOP @ GSW",W,108.0,41.0,86.0,47.7,15.0,37.0,40.5,11.0,14.0,78.6,10.0,29.0,39.0,26.0,19.0,8.0,1.0,17.0,-16.0
"Apr 11, 2024 - NOP @ SAC",W,111.0,41.5,88.0,47.2,17.5,37.5,46.55,10.5,15.0,70.55,7.5,31.0,38.5,25.0,14.0,9.5,3.0,15.0,-5.5
"Apr 09, 2024 - NOP @ POR",W,119.0,44.0,87.33,50.47,19.0,38.33,49.37,12.0,16.0,74.8,6.67,32.33,39.0,28.33,13.67,8.67,2.67,15.33,0.33
"Apr 07, 2024 - NOP @ PHX",W,116.75,42.0,87.25,48.2,17.0,37.75,44.67,15.75,19.25,79.38,8.25,32.25,40.5,27.5,12.5,9.75,2.5,13.75,2.75
"Apr 05, 2024 - NOP vs. SAS",L,116.0,41.6,86.8,47.98,16.8,38.0,43.94,16.0,19.2,81.4,8.2,32.6,40.8,27.2,12.8,9.4,3.4,14.4,3.8
"Apr 03, 2024 - NOP vs. ORL",L,114.83,42.0,86.67,48.52,15.5,36.5,41.78,15.33,18.0,84.5,8.67,32.17,40.83,27.33,13.5,9.67,3.17,14.83,2.83
"Apr 01, 2024 - NOP vs. PHX",L,113.86,41.14,85.14,48.36,15.0,35.43,41.73,16.57,19.43,84.67,8.43,31.57,40.0,26.43,13.57,9.57,2.86,16.43,1.14
"Mar 30, 2024 - NOP vs. BOS",L,113.5,41.25,85.62,48.21,14.5,34.38,41.6,16.5,20.0,82.43,8.88,30.75,39.62,26.75,13.0,9.62,2.62,16.5,-0.62
"Mar 28, 2024 - NOP vs. MIL",W,111.11,40.44,85.67,47.24,14.33,34.44,41.1,15.89,19.78,80.06,9.0,30.78,39.78,26.22,12.56,9.56,2.67,16.0,-1.89
"Mar 26, 2024 - NOP vs. OKC",L,110.7,40.0,86.2,46.48,13.7,34.2,39.49,17.0,21.2,79.99,9.2,31.4,40.6,25.8,12.0,9.7,2.9,16.3,-1.0
