MATCH UP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Apr 10, 2022 - OKC @ LAC",L,48,88,37,98,37.8,9,34,26.5,5,9,55.6,12,28,40,17,10,6,2,16,-50
"Apr 08, 2022 - OKC @ LAL",L,48,101,40,88,45.5,6,29,20.7,15,19,78.9,9,35,44,21,14,5,3,26,-19
"Apr 06, 2022 - OKC @ UTA",L,48,101,37,90,41.1,16,37,43.2,11,17,64.7,11,21,32,27,10,9,1,22,-36
"Apr 05, 2022 - OKC vs. POR",W,48,98,39,81,48.1,9,29,31.0,11,22,50.0,13,34,47,15,17,12,12,10,4
"Apr 03, 2022 - OKC vs. PHX",W,48,117,43,87,49.4,17,41,41.5,14,18,77.8,12,42,54,33,18,7,4,18,21
"Apr 01, 2022 - OKC vs. DET",L,48,101,36,84,42.9,11,34,32.4,18,29,62.1,12,42,54,24,17,1,8,15,-9
"Mar 30, 2022 - OKC vs. ATL",L,48,118,41,87,47.1,17,41,41.5,19,27,70.4,10,32,42,31,18,5,2,17,-18
"Mar 28, 2022 - OKC @ POR",W,53,134,48,90,53.3,20,45,44.4,18,25,72.0,11,38,49,32,21,7,3,15,3
"Mar 26, 2022 - OKC @ DEN",L,48,107,39,84,46.4,14,36,38.9,15,16,93.8,5,31,36,29,17,8,5,19,-6
"Mar 23, 2022 - OKC vs. ORL",W,48,118,38,79,48.1,17,41,41.5,25,30,83.3,5,39,44,21,12,6,6,16,16
"Mar 21, 2022 - OKC vs. BOS",L,48,123,48,93,51.6,17,37,45.9,10,14,71.4,10,32,42,23,11,5,4,26,-9
"Mar 20, 2022 - OKC @ ORL",L,48,85,30,92,32.6,13,48,27.1,12,18,66.7,14,33,47,19,16,13,7,24,-5
"Mar 18, 2022 - OKC @ MIA",L,48,108,40,84,47.6,10,34,29.4,18,23,78.3,11,36,47,19,12,4,5,10,-12
"Mar 16, 2022 - OKC @ SAS",L,48,120,43,82,52.4,13,35,37.1,21,29,72.4,10,37,47,24,19,11,1,18,-2
"Mar 14, 2022 - OKC vs. CHA",L,48,116,42,90,46.7,16,44,36.4,16,19,84.2,13,36,49,31,18,4,3,19,-18
"Mar 13, 2022 - OKC vs. MEM",L,48,118,41,97,42.3,13,41,31.7,23,28,82.1,14,30,44,25,11,7,8,21,-7
"Mar 09, 2022 - OKC @ MIN",L,48,102,36,87,41.4,14,43,32.6,16,24,66.7,9,33,42,26,16,8,0,18,-30
