MATCH UP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"May 16, 2021 - MIA @ DET",W,48,120,47,84,56.0,13,34,38.2,13,20,65.0,6,33,39,32,12,11,5,19,13
"May 15, 2021 - MIA @ MIL",L,48,108,40,96,41.7,22,49,44.9,6,8,75.0,9,29,38,25,11,8,3,18,-14
"May 13, 2021 - MIA vs. PHI",W,48,106,41,81,50.6,13,35,37.1,11,11,100,15,32,47,26,20,5,6,15,12
"May 11, 2021 - MIA @ BOS",W,48,129,48,81,59.3,16,30,53.3,17,22,77.3,6,37,43,25,14,7,4,21,8
"May 09, 2021 - MIA @ BOS",W,48,130,47,82,57.3,16,35,45.7,20,22,90.9,3,32,35,30,11,8,2,20,6
"May 07, 2021 - MIA vs. MIN",W,48,121,44,87,50.6,13,32,40.6,20,27,74.1,8,29,37,27,14,9,2,22,9
"May 04, 2021 - MIA vs. DAL",L,48,113,39,84,46.4,18,41,43.9,17,21,81.0,8,31,39,30,12,9,2,17,-14
"May 02, 2021 - MIA @ CHA",W,48,121,45,88,51.1,11,38,28.9,20,27,74.1,11,31,42,30,11,10,6,22,10
"May 01, 2021 - MIA @ CLE",W,48,124,47,87,54.0,18,36,50.0,12,15,80.0,10,27,37,30,8,12,1,16,17
"Apr 28, 2021 - MIA vs. SAS",W,48,116,43,85,50.6,9,25,36.0,21,24,87.5,10,38,48,26,13,4,1,23,5
"Apr 26, 2021 - MIA vs. CHI",L,48,102,36,84,42.9,7,36,19.4,23,25,92.0,6,28,34,18,6,13,4,19,-8
"Apr 24, 2021 - MIA vs. CHI",W,48,106,36,80,45.0,14,37,37.8,20,24,83.3,6,31,37,22,13,11,2,12,5
"Apr 23, 2021 - MIA @ ATL",L,48,103,38,79,48.1,13,37,35.1,14,16,87.5,6,24,30,24,13,10,5,18,-15
"Apr 21, 2021 - MIA @ SAS",W,48,107,39,83,47.0,13,31,41.9,16,20,80.0,9,35,44,28,8,8,1,20,20
"Apr 19, 2021 - MIA vs. HOU",W,48,113,45,93,48.4,19,48,39.6,4,7,57.1,11,41,52,31,15,7,5,19,22
"Apr 18, 2021 - MIA vs. BKN",W,48,109,38,87,43.7,16,39,41.0,17,21,81.0,16,37,53,28,17,9,1,13,2
"Apr 16, 2021 - MIA @ MIN",L,48,111,39,80,48.8,14,34,41.2,19,26,73.1,7,26,33,33,14,11,5,28,-8
"Apr 14, 2021 - MIA @ DEN",L,48,106,39,79,49.4,13,32,40.6,15,18,83.3,4,26,30,29,8,7,8,13,-17
"Apr 13, 2021 - MIA @ PHX",L,48,86,31,82,37.8,9,44,20.5,15,19,78.9,8,28,36,24,18,13,2,20,-20
"Apr 11, 2021 - MIA @ POR",W,48,107,41,83,49.4,12,29,41.4,13,20,65.0,6,24,30,21,8,12,4,18,9
"Apr 08, 2021 - MIA vs. LAL",W,48,110,34,71,47.9,10,25,40.0,32,40,80.0,9,29,38,22,21,12,8,25,6
