MATCH UP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Nov 22, 2019 - LAC vs. HOU",W,48,122,45,87,51.7,13,33,39.4,19,24,79.2,10,37,47,27,19,9,4,32,3
"Nov 20, 2019 - LAC vs. BOS",W,53,107,39,93,41.9,17,45,37.8,12,16,75.0,14,39,53,26,23,12,9,18,3
"Nov 18, 2019 - LAC vs. OKC",W,48,90,35,87,40.2,10,36,27.8,10,14,71.4,13,36,49,23,17,7,5,25,2
"Nov 16, 2019 - LAC vs. ATL",W,48,150,50,93,53.8,17,33,51.5,33,35,94.3,12,41,53,30,21,10,12,28,49
"Nov 14, 2019 - LAC @ NOP",L,48,127,46,84,54.8,11,24,45.8,24,31,77.4,6,31,37,28,16,6,6,22,-5
"Nov 13, 2019 - LAC @ HOU",L,48,93,38,98,38.8,10,33,30.3,7,14,50.0,11,42,53,17,13,3,3,21,-9
"Nov 11, 2019 - LAC vs. TOR",W,48,98,34,92,37.0,8,36,22.2,22,30,73.3,20,46,66,25,22,9,7,21,10
"Nov 07, 2019 - LAC vs. POR",W,48,107,39,89,43.8,4,23,17.4,25,30,83.3,13,44,57,20,17,6,12,14,6
"Nov 06, 2019 - LAC vs. MIL",L,48,124,41,98,41.8,13,31,41.9,29,36,80.6,14,40,54,21,19,4,3,28,-5
"Nov 03, 2019 - LAC vs. UTA",W,48,105,36,92,39.1,7,32,21.9,26,34,76.5,18,36,54,15,9,7,6,25,11
"Oct 31, 2019 - LAC vs. SAS",W,48,103,39,91,42.9,5,26,19.2,20,27,74.1,11,36,47,16,12,9,1,23,6
"Oct 30, 2019 - LAC @ UTA",L,48,96,39,82,47.6,8,23,34.8,10,12,83.3,6,30,36,19,20,3,4,22,-14
"Oct 28, 2019 - LAC vs. CHA",W,48,111,40,83,48.2,12,33,36.4,19,21,90.5,9,35,44,23,22,11,8,24,15
"Oct 26, 2019 - LAC @ PHX",L,48,122,40,87,46.0,11,32,34.4,31,39,79.5,10,31,41,20,12,8,4,32,-8
"Oct 24, 2019 - LAC @ GSW",W,48,141,50,80,62.5,18,32,56.3,23,30,76.7,3,36,39,33,20,7,5,24,19
"Oct 22, 2019 - LAC vs. LAL",W,48,112,42,81,51.9,11,31,35.5,17,24,70.8,11,34,45,24,14,8,5,25,10
