MATCH UP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Aug 13, 2020 - WAS @ BOS",W,48,96,34,88,38.6,10,26,38.5,18,24,75.0,18,38,56,22,18,11,6,19,6
"Aug 11, 2020 - WAS vs. MIL",L,48,113,39,95,41.1,12,35,34.3,23,30,76.7,11,33,44,22,11,2,3,23,-13
"Aug 09, 2020 - WAS @ OKC",L,48,103,38,92,41.3,9,36,25.0,18,22,81.8,13,31,44,23,16,6,3,18,-18
"Aug 07, 2020 - WAS @ NOP",L,48,107,38,90,42.2,10,27,37.0,21,23,91.3,10,30,40,22,16,9,4,27,-11
"Aug 05, 2020 - WAS vs. PHI",L,48,98,36,85,42.4,7,21,33.3,19,24,79.2,9,39,48,17,15,8,5,26,-9
"Aug 03, 2020 - WAS vs. IND",L,48,100,41,94,43.6,11,30,36.7,7,13,53.8,9,36,45,30,13,6,7,19,-11
"Aug 02, 2020 - WAS @ BKN",L,48,110,40,88,45.5,9,31,29.0,21,27,77.8,10,36,46,26,13,6,6,31,-8
"Jul 31, 2020 - WAS vs. PHX",L,48,112,42,91,46.2,8,22,36.4,20,23,87.0,8,28,36,18,18,7,2,26,-13
"Mar 10, 2020 - WAS vs. NYK",W,48,122,35,74,47.3,14,35,40.0,38,45,84.4,9,28,37,23,19,8,4,25,7
"Mar 08, 2020 - WAS vs. MIA",L,48,89,26,78,33.3,19,47,40.4,18,21,85.7,4,25,29,19,14,11,2,26,-11
"Mar 06, 2020 - WAS vs. ATL",W,48,118,36,76,47.4,15,31,48.4,31,35,88.6,9,29,38,24,18,9,4,19,6
"Mar 04, 2020 - WAS @ POR",L,48,104,40,103,38.8,11,35,31.4,13,21,61.9,18,30,48,27,10,8,4,29,-21
"Mar 03, 2020 - WAS @ SAC",L,48,126,41,80,51.3,16,38,42.1,28,34,82.4,2,29,31,28,14,10,5,22,-7
"Mar 01, 2020 - WAS @ GSW",W,48,124,40,82,48.8,20,30,66.7,24,27,88.9,5,29,34,24,13,10,5,20,14
"Feb 28, 2020 - WAS @ UTA",L,48,119,45,98,45.9,14,37,37.8,15,21,71.4,13,28,41,23,11,12,4,20,-10
"Feb 26, 2020 - WAS vs. BKN",W,48,110,41,96,42.7,15,39,38.5,13,16,81.3,9,30,39,22,11,9,2,26,4
"Feb 24, 2020 - WAS vs. MIL",L,53,134,47,98,48.0,15,35,42.9,25,33,75.8,6,35,41,27,17,8,0,27,-3
"Feb 23, 2020 - WAS @ CHI",L,48,117,37,73,50.7,12,30,40.0,31,36,86.1,7,27,34,24,24,15,3,27,-9
"Feb 21, 2020 - WAS vs. CLE",L,48,108,41,106,38.7,9,37,24.3,17,23,73.9,17,30,47,24,12,12,3,26,-5
"Feb 12, 2020 - WAS @ NYK",W,48,114,40,84,47.6,10,28,35.7,24,33,72.7,6,34,40,25,14,13,7,21,18
"Feb 11, 2020 - WAS vs. CHI",W,48,126,48,89,53.9,11,32,34.4,19,24,79.2,9,35,44,28,17,11,6,16,12
"Feb 09, 2020 - WAS vs. MEM",L,48,99,35,100,35.0,7,33,21.2,22,29,75.9,9,41,50,25,7,7,4,22,-7
"Feb 07, 2020 - WAS vs. DAL",W,48,119,45,90,50.0,19,38,50.0,10,13,76.9,8,31,39,28,13,8,4,19,1
"Feb 03, 2020 - WAS vs. GSW",L,48,117,42,83,50.6,9,22,40.9,24,29,82.8,2,33,35,28,11,6,4,24,-8
"Feb 01, 2020 - WAS vs. BKN",W,48,113,44,100,44.0,9,32,28.1,16,26,61.5,18,33,51,21,10,9,8,20,6
"Jan 30, 2020 - WAS vs. CHA",W,48,121,41,86,47.7,14,37,37.8,25,27,92.6,19,38,57,24,20,3,6,22,14
