MATCH UP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Apr 14, 2024 - PHX @ MIN",W,48,125,47,86,54.7,16,29,55.2,15,18,83.3,13,19,32,28,13,13,3,24,19
"Apr 12, 2024 - PHX @ SAC",W,48,108,40,76,52.6,12,32,37.5,16,17,94.1,6,35,41,25,19,4,4,16,1
"Apr 10, 2024 - PHX @ LAC",W,48,124,46,95,48.4,18,50,36.0,14,15,93.3,9,39,48,29,13,8,6,13,16
"Apr 09, 2024 - PHX vs. LAC",L,48,92,30,89,33.7,8,35,22.9,24,28,85.7,8,30,38,17,8,16,7,13,-13
"Apr 07, 2024 - PHX vs. NOP",L,48,105,39,87,44.8,14,39,35.9,13,14,92.9,9,29,38,30,16,7,8,17,-8
"Apr 05, 2024 - PHX vs. MIN",W,48,97,33,76,43.4,9,26,34.6,22,29,75.9,7,42,49,29,18,12,3,19,10
"Apr 03, 2024 - PHX vs. CLE",W,48,122,44,87,50.6,18,33,54.5,16,17,94.1,8,35,43,32,16,11,2,17,21
"Apr 01, 2024 - PHX @ NOP",W,48,124,43,87,49.4,18,47,38.3,20,25,80.0,16,33,49,29,14,7,6,21,13
"Mar 29, 2024 - PHX @ OKC",L,48,103,39,87,44.8,13,41,31.7,12,15,80.0,13,26,39,26,14,6,6,15,-25
"Mar 27, 2024 - PHX @ DEN",W,48,104,39,83,47.0,16,33,48.5,10,11,90.9,12,39,51,29,17,3,7,13,7
"Mar 25, 2024 - PHX @ SAS",L,48,102,42,83,50.6,10,28,35.7,8,14,57.1,5,42,47,28,15,5,7,14,-2
"Mar 23, 2024 - PHX @ SAS",W,48,131,56,94,59.6,11,24,45.8,8,10,80.0,7,32,39,38,10,11,5,18,25
"Mar 21, 2024 - PHX vs. ATL",W,48,128,41,74,55.4,22,41,53.7,24,27,88.9,7,31,38,28,17,4,11,19,13
"Mar 20, 2024 - PHX vs. PHI",W,48,115,45,90,50.0,19,39,48.7,6,8,75.0,14,41,55,34,23,7,12,18,13
"Mar 17, 2024 - PHX @ MIL",L,48,129,51,87,58.6,14,33,42.4,13,15,86.7,7,32,39,36,14,7,5,16,-11
"Mar 15, 2024 - PHX @ CHA",W,48,107,40,87,46.0,11,38,28.9,16,20,80.0,10,47,57,31,10,3,3,20,11
"Mar 14, 2024 - PHX @ BOS",L,48,112,47,99,47.5,11,31,35.5,7,10,70.0,19,32,51,27,14,4,3,12,-15
"Mar 11, 2024 - PHX @ CLE",W,48,117,46,84,54.8,12,32,37.5,13,19,68.4,12,30,42,23,14,8,6,18,6
"Mar 09, 2024 - PHX vs. BOS",L,48,107,44,87,50.6,9,31,29.0,10,16,62.5,10,31,41,21,15,6,1,14,-10
