Date,Home,Away,Winner (H/A),MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"May 16, 2021",MIN,DAL,H,48,136,49,90,54.4,17,40,42.5,21,25,84.0,11,27,38,35,10,11,4,22,15
"May 15, 2021",MIN,BOS,A,48,108,39,95,41.1,5,37,13.5,25,34,73.5,20,31,51,22,13,8,7,19,-16
"May 13, 2021",MIN,DEN,A,48,103,34,80,42.5,16,41,39.0,19,32,59.4,11,32,43,20,15,3,5,17,-11
"May 11, 2021",DET,MIN,A,48,119,45,98,45.9,14,48,29.2,15,21,71.4,11,33,44,30,15,16,8,22,19
"May 09, 2021",ORL,MIN,A,48,128,47,97,48.5,16,45,35.6,18,24,75.0,12,45,57,30,10,5,9,20,32
"May 07, 2021",MIA,MIN,H,48,112,41,85,48.2,10,37,27.0,20,30,66.7,9,32,41,27,16,7,4,24,-9
"May 05, 2021",MIN,MEM,A,48,135,49,94,52.1,19,39,48.7,18,22,81.8,12,29,41,32,14,7,5,22,-4
"May 01, 2021",MIN,NOP,A,53,136,48,106,45.3,15,48,31.3,25,32,78.1,13,38,51,35,16,17,5,30,-4
"Apr 29, 2021",MIN,GSW,H,48,126,43,94,45.7,20,41,48.8,20,29,69.0,16,41,57,31,14,5,2,21,12
"Apr 27, 2021",HOU,MIN,A,48,114,45,93,48.4,10,38,26.3,14,25,56.0,12,36,48,29,14,10,6,20,7
"Apr 26, 2021",MIN,UTA,H,48,105,37,83,44.6,16,44,36.4,15,21,71.4,8,40,48,29,16,7,4,21,1
"Apr 24, 2021",UTA,MIN,A,48,101,40,92,43.5,9,38,23.7,12,20,60.0,11,36,47,15,14,13,2,19,5
"Apr 21, 2021",SAC,MIN,H,48,125,46,87,52.9,15,34,44.1,18,22,81.8,9,25,34,30,12,7,4,21,-3
"Apr 20, 2021",SAC,MIN,A,48,134,51,90,56.7,18,43,41.9,14,19,73.7,12,38,50,34,18,5,9,16,14
"Apr 18, 2021",LAC,MIN,H,48,105,36,88,40.9,17,45,37.8,16,21,76.2,6,31,37,27,11,6,7,21,-19
"Apr 16, 2021",MIN,MIA,H,48,119,42,81,51.9,15,36,41.7,20,29,69.0,10,35,45,30,21,8,2,22,8
"Apr 14, 2021",MIN,MIL,A,48,105,34,92,37.0,15,41,36.6,22,31,71.0,10,37,47,22,16,13,7,17,-25
"Apr 13, 2021",MIN,BKN,A,48,97,30,87,34.5,13,49,26.5,24,33,72.7,11,33,44,16,14,13,12,20,-30
"Apr 11, 2021",MIN,CHI,H,48,121,40,81,49.4,16,36,44.4,25,25,100,3,33,36,27,15,7,6,14,4
"Apr 09, 2021",BOS,MIN,H,53,136,47,96,49.0,15,42,35.7,27,30,90.0,9,28,37,30,15,14,0,26,-9
"Apr 07, 2021",IND,MIN,H,48,137,48,91,52.7,10,28,35.7,31,40,77.5,13,29,42,30,13,7,2,17,-4
"Apr 05, 2021",MIN,SAC,H,48,116,38,91,41.8,12,32,37.5,28,33,84.8,15,36,51,22,14,10,4,16,10
"Apr 03, 2021",PHI,MIN,H,48,113,35,78,44.9,12,36,33.3,31,36,86.1,6,30,36,17,11,7,5,24,-9
"Apr 02, 2021",MEM,MIN,H,48,108,38,85,44.7,12,33,36.4,20,23,87.0,5,34,39,21,11,6,6,20,-12
"Mar 31, 2021",MIN,NYK,H,48,102,36,87,41.4,14,40,35.0,16,19,84.2,9,31,40,25,13,9,8,14,1
"Mar 29, 2021",BKN,MIN,H,48,107,40,103,38.8,14,44,31.8,13,17,76.5,17,34,51,23,15,10,10,25,-5
"Mar 27, 2021",MIN,HOU,A,48,107,36,85,42.4,13,40,32.5,22,28,78.6,10,30,40,26,13,8,6,15,-22
"Mar 26, 2021",MIN,HOU,H,48,107,39,103,37.9,10,38,26.3,19,24,79.2,14,36,50,30,9,12,3,13,6
"Mar 24, 2021",MIN,DAL,A,48,108,38,86,44.2,12,38,31.6,20,26,76.9,6,31,37,24,12,6,2,25,-20
"Mar 22, 2021",MIN,OKC,A,48,103,38,92,41.3,14,39,35.9,13,18,72.2,11,31,42,24,12,11,4,17,-9
"Mar 19, 2021",PHX,MIN,H,48,101,37,79,46.8,13,35,37.1,14,18,77.8,5,34,39,22,20,8,6,19,-12
"Mar 18, 2021",PHX,MIN,A,48,123,44,93,47.3,11,34,32.4,24,35,68.6,11,27,38,22,12,14,4,16,4
"Mar 16, 2021",LAL,MIN,H,48,121,47,90,52.2,11,35,31.4,16,22,72.7,8,26,34,28,12,9,6,21,-16
"Mar 14, 2021",MIN,POR,H,48,114,36,73,49.3,13,38,34.2,29,39,74.4,5,40,45,24,12,6,4,22,2
"Mar 13, 2021",MIN,POR,A,48,121,44,86,51.2,10,26,38.5,23,31,74.2,19,37,56,23,18,5,7,24,-4
"Mar 11, 2021",NOP,MIN,A,48,135,51,95,53.7,19,40,47.5,14,16,87.5,7,31,38,28,12,11,10,20,30
"Mar 03, 2021",MIN,CHA,A,48,102,39,96,40.6,9,40,22.5,15,18,83.3,12,33,45,25,21,11,2,18,-33
"Feb 28, 2021",MIN,PHX,A,48,99,35,93,37.6,8,35,22.9,21,24,87.5,10,34,44,21,16,12,4,22,-19
"Feb 27, 2021",WAS,MIN,H,48,112,41,95,43.2,11,35,31.4,19,29,65.5,12,38,50,23,18,9,10,29,-16
"Feb 24, 2021",CHI,MIN,H,53,126,47,104,45.2,12,38,31.6,20,21,95.2,13,28,41,28,17,11,4,24,-7
"Feb 23, 2021",MIL,MIN,H,48,112,42,98,42.9,19,54,35.2,9,9,100,7,36,43,35,14,4,5,16,-27
"Feb 21, 2021",NYK,MIN,H,48,99,33,82,40.2,16,35,45.7,17,21,81.0,7,36,43,24,16,6,3,24,-4
"Feb 19, 2021",MIN,TOR,A,48,81,32,83,38.6,9,38,23.7,8,11,72.7,6,37,43,24,17,6,9,23,-5
"Feb 17, 2021",MIN,IND,A,53,128,45,107,42.1,15,40,37.5,23,25,92.0,11,33,44,37,11,12,8,20,-6
"Feb 16, 2021",MIN,LAL,A,48,104,39,93,41.9,16,34,47.1,10,13,76.9,11,27,38,26,15,11,4,27,-8
"Feb 14, 2021",TOR,MIN,A,48,116,43,82,52.4,16,39,41.0,14,19,73.7,5,35,40,28,18,6,8,26,4
"Feb 12, 2021",CHA,MIN,H,48,114,45,99,45.5,16,41,39.0,8,14,57.1,9,31,40,28,8,10,4,18,-6
"Feb 10, 2021",MIN,LAC,A,48,112,41,95,43.2,15,41,36.6,15,19,78.9,16,27,43,29,15,8,8,24,-7
"Feb 08, 2021",DAL,MIN,H,48,122,42,91,46.2,18,42,42.9,20,28,71.4,7,34,41,27,9,9,5,27,-5
"Feb 06, 2021",OKC,MIN,H,48,118,47,93,50.5,12,36,33.3,12,22,54.5,13,27,40,27,14,12,3,15,-2
"Feb 05, 2021",OKC,MIN,A,48,106,41,94,43.6,16,40,40.0,8,9,88.9,10,33,43,27,17,10,4,15,3
"Feb 03, 2021",SAS,MIN,H,48,108,43,94,45.7,13,33,39.4,9,11,81.8,9,40,49,22,10,6,9,21,-3
"Feb 01, 2021",CLE,MIN,H,48,98,40,102,39.2,11,38,28.9,7,11,63.6,15,30,45,20,8,4,1,21,-2
"Jan 31, 2021",MIN,CLE,H,48,109,41,91,45.1,16,40,40.0,11,15,73.3,7,27,34,24,10,10,11,25,5
"Jan 29, 2021",MIN,PHI,A,48,94,35,82,42.7,10,33,30.3,14,18,77.8,4,34,38,20,18,3,4,29,-24
"Jan 27, 2021",GSW,MIN,H,48,111,37,87,42.5,14,36,38.9,23,33,69.7,11,28,39,23,17,12,7,22,-12
"Jan 25, 2021",GSW,MIN,H,48,108,39,94,41.5,8,24,33.3,22,25,88.0,16,31,47,26,18,8,5,28,-22
"Jan 23, 2021",MIN,NOP,H,48,120,39,91,42.9,12,34,35.3,30,37,81.1,14,36,50,23,13,14,4,22,10
"Jan 22, 2021",MIN,ATL,A,48,98,40,93,43.0,8,32,25.0,10,12,83.3,10,30,40,30,13,14,8,21,-18
"Jan 20, 2021",MIN,ORL,A,48,96,36,85,42.4,15,35,42.9,9,14,64.3,8,35,43,25,16,5,12,20,-1
"Jan 18, 2021",ATL,MIN,H,48,97,36,91,39.6,14,37,37.8,11,16,68.8,9,30,39,22,18,16,6,21,-11
"Jan 13, 2021",MIN,MEM,A,48,107,39,90,43.3,9,37,24.3,20,24,83.3,11,37,48,27,13,3,6,18,-11
"Jan 10, 2021",MIN,SAS,H,48,96,34,81,42.0,9,26,34.6,19,23,82.6,9,43,52,19,14,6,3,17,8
"Jan 09, 2021",MIN,SAS,A,53,122,48,96,50.0,15,30,50.0,11,17,64.7,11,42,53,29,17,1,7,20,-3
"Jan 07, 2021",POR,MIN,H,48,117,39,93,41.9,14,41,34.1,25,33,75.8,15,33,48,24,16,11,4,19,-18
"Jan 05, 2021",DEN,MIN,H,48,116,42,91,46.2,11,34,32.4,21,27,77.8,10,32,42,24,14,8,4,31,-7
"Jan 03, 2021",MIN,DEN,A,48,109,44,85,51.8,10,31,32.3,11,16,68.8,9,27,36,30,14,11,6,17,-15
"Jan 01, 2021",MIN,WAS,A,48,109,42,88,47.7,13,36,36.1,12,21,57.1,11,32,43,17,20,9,3,22,-21
"Dec 29, 2020",LAC,MIN,H,48,101,37,89,41.6,13,38,34.2,14,17,82.4,11,28,39,22,14,7,6,15,-23
"Dec 27, 2020",LAL,MIN,H,48,91,38,103,36.9,6,35,17.1,9,14,64.3,17,31,48,24,18,11,6,24,-36
"Dec 26, 2020",UTA,MIN,A,48,116,45,101,44.6,13,29,44.8,13,18,72.2,12,28,40,21,10,9,5,28,5
"Dec 23, 2020",MIN,DET,H,48,111,38,88,43.2,11,41,26.8,24,28,85.7,12,36,48,25,12,6,5,16,10
