Date,Home,Away,Winner (H/A),MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"May 16, 2021",BKN,CLE,H,48,109,38,85,44.7,12,39,30.8,21,31,67.7,11,34,45,16,16,8,5,14,-14
"May 14, 2021",WAS,CLE,H,48,105,39,84,46.4,10,36,27.8,17,21,81.0,7,37,44,24,17,4,3,21,-15
"May 12, 2021",CLE,BOS,H,48,102,36,80,45.0,8,24,33.3,22,27,81.5,7,48,55,27,16,4,6,13,8
"May 10, 2021",CLE,IND,A,48,102,33,93,35.5,13,39,33.3,23,30,76.7,15,35,50,21,12,8,2,13,-9
"May 09, 2021",CLE,DAL,A,48,97,33,86,38.4,11,31,35.5,20,31,64.5,10,28,38,18,16,5,2,12,-27
"May 07, 2021",DAL,CLE,H,48,90,32,83,38.6,6,29,20.7,20,26,76.9,11,32,43,17,15,6,0,18,-20
"May 05, 2021",CLE,POR,A,48,105,37,92,40.2,13,38,34.2,18,26,69.2,12,30,42,23,9,9,3,18,-36
"May 04, 2021",CLE,PHX,A,53,118,41,90,45.6,13,29,44.8,23,27,85.2,9,33,42,29,18,3,3,13,-16
"May 01, 2021",CLE,MIA,A,48,107,37,74,50.0,20,40,50.0,13,17,76.5,9,30,39,30,19,3,4,17,-17
"Apr 30, 2021",CLE,WAS,A,48,93,34,82,41.5,7,33,21.2,18,28,64.3,14,32,46,19,25,6,4,17,-29
"Apr 28, 2021",CLE,ORL,A,48,104,37,92,40.2,12,44,27.3,18,24,75.0,13,32,45,30,13,12,3,15,-5
"Apr 26, 2021",TOR,CLE,H,48,96,36,83,43.4,10,38,26.3,14,16,87.5,9,28,37,25,14,6,3,16,-16
"Apr 25, 2021",WAS,CLE,H,48,110,40,78,51.3,10,27,37.0,20,25,80.0,10,27,37,28,19,5,4,25,-9
"Apr 23, 2021",CHA,CLE,H,48,102,41,80,51.3,10,30,33.3,10,14,71.4,11,36,47,27,17,4,1,20,-6
"Apr 21, 2021",CLE,CHI,H,48,121,45,88,51.1,16,36,44.4,15,19,78.9,9,32,41,27,12,8,1,19,16
"Apr 19, 2021",DET,CLE,H,48,105,42,86,48.8,5,26,19.2,16,20,80.0,9,30,39,24,18,9,8,21,-4
"Apr 17, 2021",CHI,CLE,H,48,96,39,88,44.3,12,30,40.0,6,7,85.7,11,33,44,27,11,6,1,10,-10
"Apr 15, 2021",CLE,GSW,A,48,101,35,81,43.2,10,31,32.3,21,27,77.8,8,31,39,21,15,11,2,20,-18
"Apr 14, 2021",CHA,CLE,A,48,103,37,76,48.7,13,31,41.9,16,19,84.2,9,38,47,27,16,9,7,11,13
"Apr 11, 2021",CLE,NOP,A,48,109,41,85,48.2,13,40,32.5,14,17,82.4,9,27,36,29,17,7,5,23,-7
"Apr 10, 2021",CLE,TOR,A,48,115,39,86,45.3,15,35,42.9,22,26,84.6,7,25,32,27,17,11,5,13,-20
"Apr 08, 2021",OKC,CLE,A,48,129,48,94,51.1,13,37,35.1,20,24,83.3,9,35,44,35,7,8,3,12,27
"Apr 05, 2021",SAS,CLE,A,48,125,45,86,52.3,12,34,35.3,23,27,85.2,7,40,47,29,9,5,4,24,24
"Apr 03, 2021",MIA,CLE,H,48,101,35,74,47.3,10,31,32.3,21,25,84.0,5,30,35,25,16,7,4,15,-14
"Apr 01, 2021",CLE,PHI,A,48,94,34,80,42.5,10,35,28.6,16,21,76.2,4,36,40,26,18,5,3,24,-20
"Mar 29, 2021",UTA,CLE,H,48,75,29,83,34.9,7,34,20.6,10,16,62.5,6,34,40,17,10,5,5,18,-39
"Mar 27, 2021",SAC,CLE,H,48,98,37,84,44.0,9,26,34.6,15,23,65.2,7,29,36,20,10,11,2,13,-2
"Mar 26, 2021",LAL,CLE,H,48,86,31,80,38.8,5,26,19.2,19,28,67.9,10,27,37,24,21,11,4,19,-14
"Mar 24, 2021",CHI,CLE,A,48,103,42,92,45.7,11,29,37.9,8,10,80.0,12,34,46,28,11,8,7,16,9
"Mar 22, 2021",CLE,SAC,A,48,105,41,96,42.7,4,17,23.5,19,23,82.6,10,29,39,22,10,13,4,11,-14
"Mar 21, 2021",CLE,TOR,H,48,116,39,77,50.6,17,33,51.5,21,28,75.0,7,47,54,29,27,8,4,19,11
"Mar 19, 2021",CLE,SAS,A,48,110,39,89,43.8,7,27,25.9,25,32,78.1,15,32,47,19,11,8,4,21,-6
"Mar 17, 2021",CLE,BOS,H,48,117,40,74,54.1,10,23,43.5,27,33,81.8,7,33,40,23,17,6,3,17,7
"Mar 16, 2021",MIA,CLE,H,48,98,39,86,45.3,10,35,28.6,10,14,71.4,15,27,42,23,14,7,6,19,-15
"Mar 14, 2021",ATL,CLE,H,48,82,31,81,38.3,8,30,26.7,12,23,52.2,14,20,34,19,13,4,5,18,-18
"Mar 12, 2021",NOP,CLE,H,48,82,30,88,34.1,7,32,21.9,15,20,75.0,5,28,33,13,7,8,9,18,-34
"Mar 03, 2021",CLE,IND,A,48,111,43,83,51.8,11,28,39.3,14,15,93.3,11,32,43,29,26,8,1,18,-3
"Mar 01, 2021",HOU,CLE,A,48,101,36,73,49.3,10,30,33.3,19,24,79.2,6,42,48,23,21,7,6,18,11
"Feb 27, 2021",PHI,CLE,A,53,112,41,97,42.3,8,24,33.3,22,29,75.9,13,39,52,24,17,12,3,26,3
"Feb 24, 2021",CLE,HOU,H,48,112,43,85,50.6,16,36,44.4,10,15,66.7,11,44,55,24,18,4,10,20,16
"Feb 23, 2021",CLE,ATL,H,48,112,41,78,52.6,15,28,53.6,15,19,78.9,7,29,36,28,16,7,10,19,1
"Feb 21, 2021",CLE,OKC,A,48,101,39,84,46.4,8,35,22.9,15,20,75.0,14,28,42,22,18,9,4,17,-16
"Feb 19, 2021",CLE,DEN,A,48,103,39,83,47.0,12,31,38.7,13,21,61.9,13,21,34,30,18,8,4,15,-17
"Feb 15, 2021",GSW,CLE,H,48,98,37,95,38.9,8,30,26.7,16,20,80.0,15,34,49,19,18,10,3,24,-31
"Feb 14, 2021",LAC,CLE,H,48,111,43,93,46.2,7,25,28.0,18,25,72.0,11,29,40,25,15,4,4,27,-17
"Feb 12, 2021",POR,CLE,H,48,110,38,87,43.7,8,23,34.8,26,37,70.3,10,31,41,20,11,6,3,21,-19
"Feb 10, 2021",DEN,CLE,H,48,95,36,94,38.3,8,37,21.6,15,20,75.0,18,31,49,25,17,7,7,18,-38
"Feb 08, 2021",PHX,CLE,H,48,113,44,86,51.2,8,24,33.3,17,25,68.0,9,30,39,23,10,5,5,20,-6
"Feb 06, 2021",CLE,MIL,A,48,99,39,86,45.3,6,28,21.4,15,21,71.4,8,32,40,21,15,4,1,19,-25
"Feb 05, 2021",CLE,MIL,A,48,105,41,92,44.6,11,32,34.4,12,16,75.0,6,30,36,23,11,7,9,19,-18
"Feb 03, 2021",CLE,LAC,A,48,99,41,92,44.6,4,10,40.0,13,17,76.5,11,26,37,21,8,8,6,14,-22
"Feb 01, 2021",CLE,MIN,H,48,100,35,84,41.7,7,22,31.8,23,31,74.2,15,37,52,26,15,4,12,12,2
"Jan 31, 2021",MIN,CLE,H,48,104,41,84,48.8,4,16,25.0,18,23,78.3,10,45,55,20,19,3,3,14,-5
"Jan 29, 2021",NYK,CLE,H,48,81,29,84,34.5,8,26,30.8,15,18,83.3,14,29,43,15,14,8,5,20,-21
"Jan 27, 2021",CLE,DET,H,48,122,47,87,54.0,11,21,52.4,17,23,73.9,8,29,37,24,17,14,7,22,15
"Jan 25, 2021",CLE,LAL,A,48,108,40,86,46.5,9,21,42.9,19,22,86.4,15,29,44,19,17,8,3,25,-7
"Jan 24, 2021",BOS,CLE,H,48,103,34,85,40.0,10,33,30.3,25,34,73.5,11,23,34,24,17,10,8,23,-38
"Jan 22, 2021",CLE,BKN,H,48,125,45,87,51.7,8,25,32.0,27,32,84.4,13,37,50,24,15,7,3,18,12
"Jan 20, 2021",CLE,BKN,H,58,147,56,109,51.4,20,40,50.0,15,21,71.4,12,38,50,29,15,10,6,21,12
"Jan 15, 2021",CLE,NYK,H,48,106,36,79,45.6,9,27,33.3,25,34,73.5,14,34,48,26,16,9,6,18,3
"Jan 12, 2021",CLE,UTA,A,48,87,35,90,38.9,8,31,25.8,9,14,64.3,12,28,40,23,14,7,4,13,-30
"Jan 11, 2021",CLE,MEM,A,48,91,37,82,45.1,11,26,42.3,6,14,42.9,10,30,40,20,21,11,7,21,-10
"Jan 09, 2021",MIL,CLE,H,48,90,36,87,41.4,7,26,26.9,11,16,68.8,14,33,47,16,18,6,4,18,-10
"Jan 07, 2021",MEM,CLE,A,48,94,36,79,45.6,13,30,43.3,9,16,56.3,7,30,37,24,16,11,3,14,4
"Jan 06, 2021",ORL,CLE,H,48,94,36,85,42.4,4,26,15.4,18,26,69.2,13,32,45,24,10,9,4,19,-11
"Jan 04, 2021",ORL,CLE,H,48,83,33,85,38.8,10,28,35.7,7,12,58.3,9,26,35,20,16,12,4,14,-20
"Jan 02, 2021",ATL,CLE,A,48,96,38,91,41.8,7,29,24.1,13,17,76.5,15,31,46,19,15,10,2,21,5
"Dec 31, 2020",IND,CLE,H,48,99,37,82,45.1,12,23,52.2,13,24,54.2,11,32,43,22,18,5,6,22,-20
"Dec 29, 2020",CLE,NYK,A,48,86,32,88,36.4,7,32,21.9,15,22,68.2,14,29,43,22,13,13,10,17,-9
"Dec 27, 2020",CLE,PHI,H,48,118,48,91,52.7,9,23,39.1,13,16,81.3,11,34,45,31,16,13,6,22,24
"Dec 26, 2020",DET,CLE,A,58,128,48,99,48.5,13,30,43.3,19,30,63.3,7,44,51,29,19,13,4,24,9
"Dec 23, 2020",CLE,CHA,H,48,121,46,87,52.9,14,30,46.7,15,20,75.0,10,40,50,34,21,12,3,22,7
