MATCH UP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"May 16, 2021 - HOU @ ATL",L,48,95,31,92,33.7,18,63,28.6,15,20,75.0,11,32,43,25,16,8,5,18,-29
"May 14, 2021 - HOU vs. LAC",W,48,122,46,86,53.5,14,37,37.8,16,22,72.7,8,33,41,30,16,4,4,20,7
"May 12, 2021 - HOU @ LAL",L,48,122,43,85,50.6,18,42,42.9,18,27,66.7,8,33,41,33,15,7,4,23,-2
"May 10, 2021 - HOU @ POR",L,48,129,42,85,49.4,18,38,47.4,27,28,96.4,7,37,44,30,13,5,2,26,-11
"May 08, 2021 - HOU @ UTA",L,48,116,43,98,43.9,18,51,35.3,12,17,70.6,9,31,40,25,9,11,3,15,-8
"May 07, 2021 - HOU @ MIL",L,48,133,48,96,50.0,25,53,47.2,12,18,66.7,7,30,37,36,16,10,5,21,-8
"May 05, 2021 - HOU vs. PHI",L,48,115,42,93,45.2,17,45,37.8,14,18,77.8,12,26,38,28,13,6,5,16,-20
"May 02, 2021 - HOU vs. NYK",L,48,97,34,79,43.0,8,35,22.9,21,32,65.6,14,33,47,19,18,6,5,18,-25
"May 01, 2021 - HOU vs. GSW",L,48,87,32,89,36.0,9,42,21.4,14,22,63.6,10,39,49,20,20,9,3,18,-26
"Apr 29, 2021 - HOU vs. MIL",W,48,143,49,98,50.0,25,46,54.3,20,24,83.3,16,36,52,23,18,6,6,23,7
"Apr 27, 2021 - HOU vs. MIN",L,48,107,42,86,48.8,7,31,22.6,16,22,72.7,8,37,45,24,17,9,4,22,-7
"Apr 24, 2021 - HOU @ DEN",L,48,116,41,82,50.0,15,40,37.5,19,28,67.9,6,29,35,27,16,10,1,16,-13
"Apr 23, 2021 - HOU vs. LAC",L,48,104,36,89,40.4,13,42,31.0,19,22,86.4,9,38,47,24,14,7,5,19,-5
"Apr 21, 2021 - HOU vs. UTA",L,48,89,35,99,35.4,10,49,20.4,9,17,52.9,12,38,50,17,11,7,5,21,-23
"Apr 19, 2021 - HOU @ MIA",L,48,91,33,85,38.8,9,38,23.7,16,17,94.1,6,35,41,20,13,8,3,7,-22
"Apr 18, 2021 - HOU @ ORL",W,48,114,42,82,51.2,16,34,47.1,14,20,70.0,10,33,43,26,19,7,7,21,4
"Apr 16, 2021 - HOU vs. DEN",L,48,99,38,86,44.2,11,35,31.4,12,18,66.7,8,27,35,23,14,7,3,19,-29
"Apr 14, 2021 - HOU vs. IND",L,48,124,48,104,46.2,10,34,29.4,18,22,81.8,16,31,47,22,15,12,6,17,-8
"Apr 12, 2021 - HOU @ PHX",L,48,120,44,87,50.6,17,42,40.5,15,19,78.9,12,39,51,32,21,9,3,15,-6
"Apr 10, 2021 - HOU @ GSW",L,48,109,41,88,46.6,13,37,35.1,14,20,70.0,13,32,45,25,18,8,3,17,-16
"Apr 09, 2021 - HOU @ LAC",L,48,109,39,83,47.0,12,37,32.4,19,27,70.4,12,29,41,28,14,3,6,15,-17
"Apr 07, 2021 - HOU vs. DAL",W,48,102,38,88,43.2,17,44,38.6,9,16,56.3,10,39,49,21,11,7,5,18,9
"Apr 05, 2021 - HOU vs. PHX",L,48,130,43,79,54.4,17,33,51.5,27,33,81.8,5,33,38,28,18,6,3,25,-3
"Apr 04, 2021 - HOU vs. NOP",L,48,115,41,89,46.1,16,40,40.0,17,24,70.8,9,39,48,25,17,3,3,24,-7
"Apr 02, 2021 - HOU @ BOS",L,48,102,37,86,43.0,12,36,33.3,16,26,61.5,10,30,40,26,14,6,1,11,-16
"Mar 31, 2021 - HOU @ BKN",L,48,108,39,78,50.0,13,40,32.5,17,24,70.8,6,25,31,22,13,5,8,21,-12
"Mar 29, 2021 - HOU vs. MEM",L,48,110,40,94,42.6,11,42,26.2,19,22,86.4,10,32,42,28,12,9,5,18,-10
"Mar 27, 2021 - HOU @ MIN",W,48,129,50,92,54.3,18,39,46.2,11,13,84.6,10,31,41,29,12,7,7,24,22
"Mar 26, 2021 - HOU @ MIN",L,48,101,37,87,42.5,17,44,38.6,10,13,76.9,7,40,47,26,21,5,9,20,-6
"Mar 24, 2021 - HOU vs. CHA",L,48,97,33,86,38.4,16,49,32.7,15,22,68.2,10,29,39,24,7,6,2,19,-25
"Mar 22, 2021 - HOU vs. TOR",W,48,117,41,90,45.6,14,36,38.9,21,26,80.8,10,37,47,28,12,7,7,21,18
"Mar 21, 2021 - HOU vs. OKC",L,48,112,39,79,49.4,14,38,36.8,20,27,74.1,8,30,38,22,16,7,4,20,-2
"Mar 19, 2021 - HOU vs. DET",L,48,100,39,88,44.3,9,32,28.1,13,16,81.3,7,31,38,21,15,7,4,17,-13
"Mar 17, 2021 - HOU vs. GSW",L,48,94,33,80,41.3,7,27,25.9,21,40,52.5,8,40,48,19,16,7,3,15,-14
"Mar 16, 2021 - HOU vs. ATL",L,48,107,42,88,47.7,13,34,38.2,10,13,76.9,10,27,37,27,13,6,6,19,-12
"Mar 14, 2021 - HOU vs. BOS",L,48,107,35,91,38.5,16,50,32.0,21,31,67.7,10,27,37,23,11,8,5,19,-27
"Mar 12, 2021 - HOU @ UTA",L,48,99,41,112,36.6,9,43,20.9,8,13,61.5,19,31,50,15,11,11,5,19,-15
"Mar 11, 2021 - HOU @ SAC",L,48,105,41,99,41.4,11,45,24.4,12,17,70.6,10,34,44,24,13,7,6,22,-20
"Mar 03, 2021 - HOU vs. BKN",L,48,114,38,91,41.8,18,43,41.9,20,28,71.4,12,25,37,24,9,10,5,18,-18
"Mar 01, 2021 - HOU vs. CLE",L,48,90,31,76,40.8,10,31,32.3,18,24,75.0,4,26,30,13,14,13,4,18,-11
"Feb 28, 2021 - HOU vs. MEM",L,48,84,23,83,27.7,4,45,8.9,34,41,82.9,12,26,38,10,23,7,6,24,-49
"Feb 26, 2021 - HOU @ TOR",L,48,111,39,91,42.9,16,47,34.0,17,20,85.0,7,30,37,23,11,4,5,24,-11
"Feb 24, 2021 - HOU @ CLE",L,48,96,36,90,40.0,10,33,30.3,14,17,82.4,9,24,33,18,7,8,8,15,-16
"Feb 22, 2021 - HOU vs. CHI",L,48,100,37,96,38.5,13,40,32.5,13,19,68.4,11,35,46,20,9,7,4,16,-20
"Feb 17, 2021 - HOU @ PHI",L,48,113,42,92,45.7,15,47,31.9,14,18,77.8,9,30,39,26,18,13,6,24,-5
"Feb 15, 2021 - HOU @ WAS",L,48,119,43,91,47.3,8,37,21.6,25,34,73.5,9,32,41,23,18,9,5,22,-12
"Feb 13, 2021 - HOU @ NYK",L,48,99,33,88,37.5,8,43,18.6,25,30,83.3,12,34,46,17,9,5,5,17,-22
"Feb 11, 2021 - HOU vs. MIA",L,48,94,32,83,38.6,15,50,30.0,15,20,75.0,8,34,42,24,15,7,1,20,-7
"Feb 09, 2021 - HOU @ NOP",L,48,101,38,91,41.8,13,43,30.2,12,21,57.1,12,25,37,24,12,5,4,23,-29
"Feb 08, 2021 - HOU @ CHA",L,48,94,35,86,40.7,13,47,27.7,11,16,68.8,8,31,39,20,12,9,4,18,-25
"Feb 06, 2021 - HOU vs. SAS",L,48,106,38,88,43.2,12,38,31.6,18,25,72.0,6,40,46,21,14,5,6,25,-5
"Feb 04, 2021 - HOU @ MEM",W,48,115,41,87,47.1,19,45,42.2,14,17,82.4,8,36,44,26,15,8,3,19,12
"Feb 03, 2021 - HOU @ OKC",L,48,87,33,86,38.4,12,46,26.1,9,13,69.2,5,36,41,21,21,11,4,18,-17
"Feb 01, 2021 - HOU @ OKC",W,48,136,49,102,48.0,28,52,53.8,10,11,90.9,10,40,50,30,13,8,6,20,30
"Jan 30, 2021 - HOU @ NOP",W,48,126,45,92,48.9,20,46,43.5,16,20,80.0,7,38,45,32,16,8,5,24,14
"Jan 28, 2021 - HOU vs. POR",W,48,104,38,90,42.2,13,47,27.7,15,18,83.3,10,37,47,19,14,8,7,12,3
"Jan 26, 2021 - HOU vs. WAS",W,48,107,37,88,42.0,12,37,32.4,21,29,72.4,8,36,44,16,14,13,4,17,19
"Jan 23, 2021 - HOU @ DAL",W,48,133,47,86,54.7,16,37,43.2,23,29,79.3,13,39,52,28,14,5,5,28,25
"Jan 22, 2021 - HOU @ DET",W,48,103,37,95,38.9,14,41,34.1,15,20,75.0,14,37,51,24,14,7,11,28,1
"Jan 20, 2021 - HOU vs. PHX",L,48,103,37,88,42.0,10,31,32.3,19,22,86.4,7,32,39,17,16,11,5,19,-6
"Jan 18, 2021 - HOU @ CHI",L,48,120,46,88,52.3,17,40,42.5,11,17,64.7,2,34,36,25,17,8,1,20,-5
"Jan 16, 2021 - HOU @ SAS",L,48,91,31,84,36.9,12,32,37.5,17,27,63.0,12,39,51,20,23,6,9,20,-12
"Jan 14, 2021 - HOU @ SAS",W,48,109,42,86,48.8,13,33,39.4,12,19,63.2,10,39,49,25,18,6,6,16,4
"Jan 12, 2021 - HOU vs. LAL",L,48,100,38,97,39.2,12,40,30.0,12,16,75.0,10,32,42,23,15,14,5,19,-17
"Jan 10, 2021 - HOU vs. LAL",L,48,102,37,90,41.1,12,41,29.3,16,23,69.6,13,30,43,22,21,7,8,22,-18
"Jan 08, 2021 - HOU vs. ORL",W,48,132,51,91,56.0,22,47,46.8,8,11,72.7,7,42,49,34,8,6,8,18,42
"Jan 06, 2021 - HOU @ IND",L,48,107,39,81,48.1,8,30,26.7,21,26,80.8,5,34,39,19,16,7,12,22,-7
"Jan 04, 2021 - HOU vs. DAL",L,48,100,30,77,39.0,11,40,27.5,29,36,80.6,7,28,35,17,12,5,4,19,-13
"Jan 02, 2021 - HOU vs. SAC",W,48,102,36,81,44.4,13,41,31.7,17,23,73.9,6,42,48,15,14,10,10,22,8
"Dec 31, 2020 - HOU vs. SAC",W,48,122,45,86,52.3,13,36,36.1,19,25,76.0,10,35,45,26,18,10,6,14,3
