Date,Home,Away,Winner (H/A),MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"May 16, 2021",OKC,LAC,H,48,112,45,106,42.5,10,43,23.3,12,15,80.0,16,28,44,17,3,8,3,14,-5
"May 14, 2021",HOU,LAC,H,48,115,45,93,48.4,11,35,31.4,14,15,93.3,7,28,35,29,14,9,5,15,-7
"May 13, 2021",CHA,LAC,A,48,113,40,75,53.3,21,45,46.7,12,16,75.0,6,38,44,28,17,6,6,17,23
"May 11, 2021",TOR,LAC,A,48,115,39,78,50.0,11,32,34.4,26,26,100,9,40,49,25,18,10,4,17,19
"May 09, 2021",LAC,NYK,A,48,100,37,86,43.0,12,35,34.3,14,16,87.5,7,36,43,24,13,5,1,12,-6
"May 06, 2021",LAC,LAL,H,48,118,41,77,53.2,13,31,41.9,23,26,88.5,9,39,48,23,22,4,5,25,24
"May 04, 2021",LAC,TOR,H,48,105,39,75,52.0,15,34,44.1,12,13,92.3,4,38,42,28,18,7,5,14,5
"May 01, 2021",LAC,DEN,A,48,104,36,83,43.4,14,34,41.2,18,24,75.0,10,29,39,21,6,8,3,19,-6
"Apr 28, 2021",PHX,LAC,H,48,101,41,80,51.3,12,31,38.7,7,9,77.8,5,31,36,24,15,8,0,16,-8
"Apr 26, 2021",NOP,LAC,H,48,103,36,90,40.0,14,45,31.1,17,17,100,13,31,44,20,19,5,5,23,-17
"Apr 23, 2021",HOU,LAC,A,48,109,39,97,40.2,12,34,35.3,19,23,82.6,14,44,58,22,14,8,3,19,5
"Apr 21, 2021",LAC,MEM,H,48,117,38,84,45.2,14,27,51.9,27,36,75.0,10,33,43,28,13,4,5,17,12
"Apr 20, 2021",POR,LAC,A,48,113,45,90,50.0,11,38,28.9,12,15,80.0,10,35,45,24,10,3,3,15,1
"Apr 18, 2021",LAC,MIN,H,48,124,45,89,50.6,21,42,50.0,13,17,76.5,8,40,48,31,15,6,3,26,19
"Apr 16, 2021",PHI,LAC,H,48,103,37,82,45.1,19,39,48.7,10,16,62.5,8,35,43,26,19,6,3,26,-3
"Apr 14, 2021",DET,LAC,A,48,100,37,93,39.8,7,29,24.1,19,21,90.5,15,32,47,10,11,8,2,20,2
"Apr 13, 2021",IND,LAC,A,48,126,48,89,53.9,13,28,46.4,17,19,89.5,6,42,48,34,14,10,5,20,11
"Apr 11, 2021",LAC,DET,H,48,131,50,80,62.5,15,27,55.6,16,21,76.2,7,30,37,35,17,4,5,18,7
"Apr 09, 2021",LAC,HOU,H,48,126,48,88,54.5,19,37,51.4,11,13,84.6,4,34,38,31,10,10,4,24,17
"Apr 08, 2021",LAC,PHX,H,48,113,42,84,50.0,18,37,48.6,11,12,91.7,9,26,35,26,11,5,1,22,10
"Apr 06, 2021",LAC,POR,H,48,133,46,89,51.7,16,41,39.0,25,30,83.3,8,40,48,24,8,5,5,24,17
"Apr 04, 2021",LAC,LAL,H,48,104,41,86,47.7,14,28,50.0,8,9,88.9,13,37,50,23,20,10,4,25,18
"Apr 01, 2021",LAC,DEN,A,48,94,35,85,41.2,10,34,29.4,14,16,87.5,13,32,45,17,12,6,5,19,-7
"Mar 30, 2021",LAC,ORL,A,48,96,37,89,41.6,12,37,32.4,10,10,100,12,36,48,25,17,3,4,21,-7
"Mar 29, 2021",LAC,MIL,H,48,129,51,95,53.7,19,34,55.9,8,10,80.0,13,33,46,25,14,5,2,15,24
"Mar 27, 2021",LAC,PHI,H,48,122,45,85,52.9,11,26,42.3,21,27,77.8,9,29,38,26,12,9,3,25,10
"Mar 25, 2021",SAS,LAC,A,48,98,34,89,38.2,13,34,38.2,17,18,94.4,14,43,57,16,10,6,5,13,13
"Mar 24, 2021",SAS,LAC,A,48,134,49,88,55.7,17,33,51.5,19,30,63.3,5,39,44,23,8,10,3,20,33
"Mar 22, 2021",LAC,ATL,H,48,119,42,85,49.4,17,38,44.7,18,20,90.0,8,36,44,26,8,4,7,16,9
"Mar 20, 2021",LAC,CHA,H,48,125,45,86,52.3,12,34,35.3,23,23,100,9,33,42,26,10,9,1,25,27
"Mar 17, 2021",DAL,LAC,H,48,89,37,88,42.0,9,32,28.1,6,11,54.5,8,29,37,22,13,12,3,15,-16
"Mar 15, 2021",DAL,LAC,A,48,109,43,86,50.0,14,32,43.8,9,11,81.8,9,37,46,23,9,10,0,12,10
"Mar 14, 2021",NOP,LAC,H,48,115,42,92,45.7,15,43,34.9,16,19,84.2,9,23,32,23,12,12,2,17,-20
"Mar 11, 2021",LAC,GSW,H,48,130,44,96,45.8,18,41,43.9,24,29,82.8,11,45,56,23,11,10,6,22,26
"Mar 04, 2021",WAS,LAC,H,48,117,38,82,46.3,16,35,45.7,25,27,92.6,10,35,45,24,19,4,4,31,-2
"Mar 02, 2021",BOS,LAC,H,48,112,43,87,49.4,18,38,47.4,8,9,88.9,10,25,35,28,9,3,5,19,-5
"Feb 28, 2021",MIL,LAC,H,48,100,40,97,41.2,14,44,31.8,6,7,85.7,13,36,49,20,10,7,3,19,-5
"Feb 26, 2021",MEM,LAC,A,48,119,44,80,55.0,14,35,40.0,17,18,94.4,4,43,47,34,17,6,8,19,20
"Feb 25, 2021",MEM,LAC,H,48,94,34,84,40.5,12,34,35.3,14,16,87.5,8,33,41,19,14,4,4,15,-28
"Feb 23, 2021",LAC,WAS,H,48,135,54,94,57.4,19,38,50.0,8,13,61.5,7,39,46,26,11,7,5,22,19
"Feb 21, 2021",LAC,BKN,A,48,108,40,87,46.0,15,35,42.9,13,18,72.2,16,36,52,24,17,3,4,17,-4
"Feb 19, 2021",LAC,UTA,H,48,116,43,89,48.3,10,30,33.3,20,22,90.9,11,34,45,22,11,5,4,20,4
"Feb 17, 2021",LAC,UTA,A,48,96,38,86,44.2,9,26,34.6,11,17,64.7,9,38,47,18,17,5,2,19,-18
"Feb 15, 2021",LAC,MIA,H,48,125,47,85,55.3,15,32,46.9,16,20,80.0,7,32,39,31,12,5,0,22,7
"Feb 14, 2021",LAC,CLE,H,48,128,42,88,47.7,13,30,43.3,31,36,86.1,12,35,47,31,14,8,5,21,17
"Feb 12, 2021",CHI,LAC,A,48,125,50,86,58.1,13,30,43.3,12,15,80.0,4,33,37,20,9,11,7,13,19
"Feb 10, 2021",MIN,LAC,A,48,119,41,82,50.0,12,23,52.2,25,29,86.2,11,37,48,23,16,9,4,20,7
"Feb 07, 2021",LAC,SAC,A,48,110,41,99,41.4,8,28,28.6,20,23,87.0,16,37,53,19,10,8,5,16,-3
"Feb 05, 2021",LAC,BOS,A,48,115,42,81,51.9,14,32,43.8,17,21,81.0,10,37,47,26,16,5,4,17,-4
"Feb 03, 2021",CLE,LAC,A,48,121,44,79,55.7,20,34,58.8,13,17,76.5,8,38,46,22,16,4,6,20,22
