Date,Home,Away,Winner (H/A),MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"May 16, 2021",SAS,PHX,A,48,121,50,98,51.0,7,24,29.2,14,19,73.7,11,35,46,30,10,5,5,8,-2
"May 15, 2021",SAS,PHX,A,48,103,39,88,44.3,4,26,15.4,21,24,87.5,7,34,41,23,16,5,2,17,-37
"May 13, 2021",NYK,SAS,H,48,98,38,91,41.8,6,21,28.6,16,19,84.2,9,38,47,22,11,4,6,16,-4
"May 12, 2021",BKN,SAS,H,48,116,43,101,42.6,8,31,25.8,22,27,81.5,16,30,46,21,8,7,2,19,-12
"May 10, 2021",SAS,MIL,H,48,146,56,94,59.6,17,29,58.6,17,21,81.0,9,37,46,27,13,6,5,16,21
"May 08, 2021",POR,SAS,H,48,102,37,93,39.8,8,30,26.7,20,23,87.0,7,33,40,17,7,6,5,24,-22
"May 07, 2021",SAC,SAS,A,48,113,46,89,51.7,4,22,18.2,17,19,89.5,7,37,44,20,13,8,7,12,9
"May 05, 2021",UTA,SAS,H,48,94,37,92,40.2,7,23,30.4,13,20,65.0,9,26,35,22,7,7,5,13,-32
"May 03, 2021",UTA,SAS,H,48,99,42,90,46.7,5,18,27.8,10,10,100,8,29,37,25,13,10,4,13,-11
"May 02, 2021",SAS,PHI,A,53,111,43,96,44.8,12,31,38.7,13,17,76.5,10,38,48,20,14,9,5,25,-2
"Apr 30, 2021",BOS,SAS,H,53,140,49,92,53.3,11,24,45.8,31,38,81.6,8,35,43,29,11,6,1,27,-3
"Apr 28, 2021",MIA,SAS,H,48,111,41,88,46.6,10,32,31.3,19,24,79.2,7,33,40,26,9,6,3,20,-5
"Apr 26, 2021",WAS,SAS,A,53,146,55,103,53.4,6,17,35.3,30,35,85.7,13,31,44,27,6,6,1,21,3
"Apr 24, 2021",NOP,SAS,A,48,110,37,85,43.5,9,31,29.0,27,32,84.4,9,37,46,22,17,9,8,23,2
"Apr 22, 2021",SAS,DET,H,48,106,37,80,46.3,11,24,45.8,21,27,77.8,11,32,43,28,10,12,7,19,15
"Apr 21, 2021",SAS,MIA,A,48,87,31,77,40.3,10,35,28.6,15,20,75.0,7,31,38,21,11,1,7,15,-20
"Apr 19, 2021",IND,SAS,A,48,109,36,84,42.9,8,28,28.6,29,35,82.9,9,48,57,27,12,4,4,23,15
"Apr 17, 2021",PHX,SAS,A,48,111,45,89,50.6,12,29,41.4,9,12,75.0,5,41,46,23,13,10,9,17,26
"Apr 16, 2021",SAS,POR,A,48,106,45,95,47.4,7,23,30.4,9,10,90.0,14,35,49,30,14,7,9,14,-1
