MATCH UP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Jan 27, 2021 - ATL vs. BKN",L,53,128,45,94,47.9,13,33,39.4,25,28,89.3,12,25,37,29,11,3,7,18,-4
"Jan 26, 2021 - ATL vs. LAC",W,48,108,37,80,46.3,10,26,38.5,24,25,96.0,9,37,46,20,14,7,9,17,9
"Jan 24, 2021 - ATL @ MIL",L,48,115,42,83,50.6,14,39,35.9,17,22,77.3,5,22,27,27,9,8,4,23,-14
"Jan 22, 2021 - ATL @ MIN",W,48,116,38,83,45.8,15,35,42.9,25,30,83.3,13,42,55,21,17,9,12,16,18
"Jan 20, 2021 - ATL vs. DET",W,53,123,44,100,44.0,9,23,39.1,26,38,68.4,23,40,63,21,14,6,10,15,8
"Jan 18, 2021 - ATL vs. MIN",W,48,108,37,79,46.8,11,28,39.3,23,25,92.0,7,41,48,32,26,15,8,17,11
"Jan 16, 2021 - ATL @ POR",L,48,106,38,87,43.7,6,30,20.0,24,28,85.7,7,41,48,24,13,4,6,22,-6
"Jan 15, 2021 - ATL @ UTA",L,48,92,38,92,41.3,5,28,17.9,11,15,73.3,8,33,41,21,15,6,1,16,-24
"Jan 11, 2021 - ATL vs. PHI",W,48,112,37,99,37.4,17,44,38.6,21,27,77.8,14,44,58,20,8,7,3,13,18
"Jan 09, 2021 - ATL @ CHA",L,48,105,34,89,38.2,14,45,31.1,23,28,82.1,17,30,47,25,14,10,4,22,-8
"Jan 06, 2021 - ATL vs. CHA",L,48,94,36,96,37.5,7,40,17.5,15,18,83.3,12,45,57,25,13,6,1,25,-8
"Jan 04, 2021 - ATL vs. NYK",L,48,108,40,87,46.0,10,31,32.3,18,23,78.3,10,30,40,24,13,4,2,21,-5
"Jan 02, 2021 - ATL vs. CLE",L,48,91,35,85,41.2,11,32,34.4,10,19,52.6,15,33,48,22,22,9,5,20,-5
"Jan 01, 2021 - ATL @ BKN",W,48,114,43,93,46.2,16,39,41.0,12,14,85.7,10,38,48,24,11,8,3,20,18
"Dec 30, 2020 - ATL @ BKN",L,48,141,47,99,47.5,18,46,39.1,29,35,82.9,17,37,54,27,12,5,2,19,-4
"Dec 28, 2020 - ATL vs. DET",W,48,128,40,82,48.8,20,42,47.6,28,32,87.5,8,37,45,30,13,5,7,22,8
"Dec 26, 2020 - ATL @ MEM",W,48,122,38,89,42.7,13,36,36.1,33,38,86.8,13,41,54,23,15,4,5,20,10
"Dec 23, 2020 - ATL @ CHI",W,48,124,43,80,53.8,14,35,40.0,24,29,82.8,8,38,46,24,23,6,3,29,20
