MATCH UP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"May 16, 2021 - PHI vs. ORL",W,48,128,46,94,48.9,19,40,47.5,17,23,73.9,9,32,41,35,12,8,5,27,11
"May 14, 2021 - PHI vs. ORL",W,48,122,44,93,47.3,16,34,47.1,18,19,94.7,10,36,46,35,9,9,8,25,25
"May 13, 2021 - PHI @ MIA",L,48,94,36,78,46.2,7,25,28.0,15,20,75.0,8,22,30,20,13,8,1,18,-12
"May 11, 2021 - PHI @ IND",L,48,94,38,87,43.7,8,26,30.8,10,14,71.4,5,30,35,23,11,9,5,17,-9
"May 08, 2021 - PHI vs. DET",W,48,118,41,84,48.8,9,30,30.0,27,31,87.1,9,35,44,22,11,11,4,18,14
"May 07, 2021 - PHI vs. NOP",W,48,109,38,85,44.7,15,35,42.9,18,22,81.8,10,41,51,27,17,5,6,19,2
"May 05, 2021 - PHI @ HOU",W,48,135,50,94,53.2,15,35,42.9,20,22,90.9,11,36,47,26,10,10,6,16,20
"May 03, 2021 - PHI @ CHI",W,48,106,40,75,53.3,11,28,39.3,15,21,71.4,7,37,44,23,18,11,6,13,12
"May 02, 2021 - PHI @ SAS",W,53,113,42,94,44.7,11,30,36.7,18,25,72.0,13,36,49,23,13,7,9,19,2
"Apr 30, 2021 - PHI vs. ATL",W,48,126,47,101,46.5,10,28,35.7,22,26,84.6,18,32,50,27,9,8,6,21,22
"Apr 28, 2021 - PHI vs. ATL",W,48,127,48,89,53.9,16,36,44.4,15,22,68.2,11,35,46,29,8,12,10,22,44
"Apr 26, 2021 - PHI vs. OKC",W,48,121,47,86,54.7,14,31,45.2,13,18,72.2,10,31,41,27,21,22,7,19,31
"Apr 24, 2021 - PHI @ MIL",L,48,94,31,82,37.8,7,31,22.6,25,34,73.5,10,31,41,15,17,11,4,20,-38
"Apr 22, 2021 - PHI @ MIL",L,48,117,46,91,50.5,12,27,44.4,13,18,72.2,7,26,33,27,9,7,3,17,-7
"Apr 21, 2021 - PHI vs. PHX",L,48,113,41,80,51.3,13,25,52.0,18,26,69.2,14,30,44,24,17,7,7,19,-3
"Apr 19, 2021 - PHI vs. GSW",L,48,96,35,89,39.3,12,32,37.5,14,18,77.8,10,32,42,26,13,9,6,21,-11
