Date,Home,Away,Winner (H/A),MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"May 16, 2021",SAS,PHX,A,48,123,53,104,51.0,13,35,37.1,4,4,100,10,38,48,36,8,7,5,13,2
"May 15, 2021",SAS,PHX,A,48,140,52,94,55.3,15,33,45.5,21,22,95.5,7,40,47,32,10,10,1,15,37
"May 13, 2021",PHX,POR,H,48,118,41,88,46.6,13,32,40.6,23,26,88.5,10,32,42,22,11,4,3,17,1
"May 11, 2021",GSW,PHX,H,48,116,41,79,51.9,16,37,43.2,18,20,90.0,6,30,36,26,11,4,6,20,-6
"May 09, 2021",LAL,PHX,H,48,110,39,73,53.4,11,25,44.0,21,25,84.0,3,29,32,23,15,8,6,29,-13
"May 07, 2021",PHX,NYK,H,48,128,43,92,46.7,18,41,43.9,24,25,96.0,7,38,45,26,7,5,3,17,23
"May 05, 2021",ATL,PHX,H,48,103,33,79,41.8,12,32,37.5,25,29,86.2,10,20,30,19,10,9,3,16,-32
"May 04, 2021",CLE,PHX,A,53,134,55,105,52.4,12,31,38.7,12,13,92.3,12,36,48,35,7,10,11,26,16
"May 02, 2021",OKC,PHX,A,48,123,45,84,53.6,12,31,38.7,21,27,77.8,8,31,39,27,11,9,7,17,3
"Apr 30, 2021",PHX,UTA,H,48,121,48,88,54.5,11,33,33.3,14,19,73.7,8,36,44,27,11,7,7,14,21
"Apr 28, 2021",PHX,LAC,H,48,109,43,91,47.3,13,37,35.1,10,13,76.9,15,30,45,23,10,9,4,11,8
"Apr 26, 2021",NYK,PHX,A,48,118,45,83,54.2,14,34,41.2,14,17,82.4,5,32,37,23,12,5,6,13,8
"Apr 25, 2021",BKN,PHX,H,48,119,43,90,47.8,12,34,35.3,21,25,84.0,15,28,43,22,12,5,3,24,-9
"Apr 22, 2021",BOS,PHX,H,48,86,36,88,40.9,6,35,17.1,8,9,88.9,10,28,38,18,17,10,2,23,-13
"Apr 21, 2021",PHI,PHX,A,48,116,41,86,47.7,15,42,35.7,19,21,90.5,10,23,33,30,10,7,8,21,3
"Apr 19, 2021",MIL,PHX,A,53,128,51,106,48.1,17,42,40.5,9,10,90.0,8,37,45,28,11,7,4,16,1
"Apr 17, 2021",PHX,SAS,A,48,85,36,90,40.0,6,27,22.2,7,16,43.8,15,33,48,19,14,7,2,14,-26
"Apr 15, 2021",PHX,SAC,H,48,122,48,86,55.8,14,38,36.8,12,14,85.7,10,29,39,30,11,9,4,18,8
"Apr 13, 2021",PHX,MIA,H,48,106,38,82,46.3,13,42,31.0,17,18,94.4,9,39,48,28,21,11,2,18,20
"Apr 12, 2021",PHX,HOU,H,48,126,45,94,47.9,25,45,55.6,11,18,61.1,12,30,42,33,14,14,3,18,6
"Apr 10, 2021",PHX,WAS,H,48,134,55,107,51.4,17,43,39.5,7,7,100,5,40,45,36,3,8,3,18,28
"Apr 08, 2021",LAC,PHX,H,48,103,36,71,50.7,6,24,25.0,25,30,83.3,9,27,36,20,15,6,6,18,-10
"Apr 07, 2021",PHX,UTA,H,53,117,45,101,44.6,11,34,32.4,16,20,80.0,16,45,61,20,14,7,5,21,4
"Apr 05, 2021",HOU,PHX,A,48,133,44,86,51.2,18,37,48.6,27,31,87.1,6,31,37,29,11,11,3,22,3
"Apr 02, 2021",PHX,OKC,H,48,140,54,90,60.0,15,33,45.5,17,21,81.0,6,35,41,36,10,12,8,20,37
"Mar 31, 2021",PHX,CHI,H,48,121,46,81,56.8,11,25,44.0,18,24,75.0,4,28,32,29,10,6,7,21,5
"Mar 30, 2021",PHX,ATL,H,48,117,45,88,51.1,12,32,37.5,15,18,83.3,11,38,49,27,14,6,1,14,7
"Mar 28, 2021",CHA,PHX,A,53,101,34,96,35.4,8,40,20.0,25,29,86.2,21,29,50,17,14,15,2,17,4
"Mar 26, 2021",TOR,PHX,A,48,104,43,90,47.8,9,36,25.0,9,9,100,9,38,47,26,13,4,3,16,4
"Mar 24, 2021",ORL,PHX,H,48,111,40,90,44.4,11,33,33.3,20,22,90.9,10,37,47,22,9,9,3,15,-1
"Mar 23, 2021",MIA,PHX,A,48,110,45,91,49.5,12,37,32.4,8,9,88.9,8,31,39,29,7,5,6,18,10
"Mar 21, 2021",PHX,LAL,H,48,111,42,87,48.3,9,32,28.1,18,23,78.3,9,42,51,30,11,7,6,24,17
"Mar 19, 2021",PHX,MIN,H,48,113,43,86,50.0,14,27,51.9,13,17,76.5,6,34,40,29,18,8,1,19,12
"Mar 18, 2021",PHX,MIN,A,48,119,45,85,52.9,15,36,41.7,14,19,73.7,9,38,47,29,22,6,6,30,-4
"Mar 15, 2021",PHX,MEM,H,48,122,47,83,56.6,12,30,40.0,16,18,88.9,5,37,42,28,15,7,5,19,23
"Mar 13, 2021",PHX,IND,A,48,111,43,91,47.3,12,31,38.7,13,17,76.5,10,30,40,28,16,9,4,17,-11
"Mar 11, 2021",POR,PHX,A,48,127,49,83,59.0,13,24,54.2,16,19,84.2,5,33,38,28,13,6,1,20,6
"Mar 04, 2021",PHX,GSW,H,48,120,49,96,51.0,12,30,40.0,10,13,76.9,12,40,52,31,16,8,4,16,22
"Mar 02, 2021",LAL,PHX,A,48,114,38,77,49.4,16,29,55.2,22,25,88.0,5,30,35,30,14,5,7,16,10
"Feb 28, 2021",MIN,PHX,A,48,118,44,89,49.4,7,27,25.9,23,24,95.8,8,39,47,27,16,7,5,18,19
"Feb 26, 2021",CHI,PHX,A,48,106,44,88,50.0,6,22,27.3,12,15,80.0,3,27,30,35,7,11,4,11,9
