MATCH UP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Jan 24, 2021 - IND vs. TOR",L,48,102,35,87,40.2,13,39,33.3,19,22,86.4,12,35,47,23,19,10,8,23,-5
"Jan 22, 2021 - IND vs. ORL",W,53,120,46,93,49.5,12,34,35.3,16,18,88.9,8,36,44,28,10,9,5,19,2
"Jan 20, 2021 - IND vs. DAL",L,48,112,41,92,44.6,16,39,41.0,14,21,66.7,8,30,38,21,10,6,3,20,-12
"Jan 17, 2021 - IND @ LAC",L,48,96,37,89,41.6,11,38,28.9,11,16,68.8,6,27,33,28,16,13,2,19,-33
"Jan 14, 2021 - IND @ POR",W,48,111,44,92,47.8,9,30,30.0,14,18,77.8,13,37,50,29,14,11,5,13,24
"Jan 12, 2021 - IND @ GSW",W,48,104,39,88,44.3,9,28,32.1,17,25,68.0,10,40,50,26,15,9,9,17,9
"Jan 11, 2021 - IND @ SAC",L,48,122,47,97,48.5,13,39,33.3,15,18,83.3,10,27,37,26,13,14,3,21,-5
"Jan 09, 2021 - IND vs. PHX",L,48,117,44,92,47.8,12,29,41.4,17,24,70.8,13,39,52,23,10,2,4,19,-8
"Jan 06, 2021 - IND vs. HOU",W,48,114,42,89,47.2,9,23,39.1,21,26,80.8,7,31,38,21,14,10,9,21,7
"Jan 04, 2021 - IND @ NOP",W,53,118,45,93,48.4,19,45,42.2,9,13,69.2,5,37,42,32,14,10,8,27,2
"Jan 02, 2021 - IND vs. NYK",L,48,102,34,84,40.5,19,50,38.0,15,18,83.3,5,27,32,22,9,6,4,21,-4
"Dec 31, 2020 - IND vs. CLE",W,48,119,42,87,48.3,16,35,45.7,19,24,79.2,9,35,44,28,14,12,1,22,20
"Dec 29, 2020 - IND vs. BOS",L,48,111,43,84,51.2,12,33,36.4,13,16,81.3,4,32,36,27,15,9,5,25,-5
"Dec 27, 2020 - IND vs. BOS",W,48,108,45,88,51.1,7,26,26.9,11,15,73.3,8,29,37,23,16,11,7,20,1
"Dec 26, 2020 - IND @ CHI",W,48,125,52,93,55.9,9,26,34.6,12,19,63.2,9,40,49,34,16,15,4,26,19
"Dec 23, 2020 - IND vs. NYK",W,48,121,46,94,48.9,8,34,23.5,21,29,72.4,10,40,50,28,13,6,9,24,14
