MATCH UP,W/L,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"May 15, 2021 - MIL vs. MIA",W,112.0,38.0,90.0,42.2,12.0,37.0,32.4,24.0,32.0,75.0,10.0,31.0,41.0,14.0,12.0,13.0,5.0,16.0,-6.0
"May 13, 2021 - MIL @ IND",W,117.0,42.0,88.0,47.85,12.5,36.0,34.75,20.5,28.0,72.9,7.5,37.0,44.5,21.5,11.5,8.5,4.0,15.5,4.0
"May 11, 2021 - MIL vs. ORL",W,125.33,46.0,90.0,51.03,12.0,34.0,35.4,21.33,29.0,73.33,8.33,38.33,46.67,25.67,11.67,7.33,4.67,13.67,5.67
"May 10, 2021 - MIL @ SAS",L,122.5,45.25,92.75,48.92,11.0,33.75,32.6,21.0,28.5,73.53,10.5,40.25,50.75,23.25,11.0,8.0,3.75,14.0,7.25
"May 07, 2021 - MIL vs. HOU",W,123.0,45.6,93.0,49.14,11.4,35.2,32.42,20.4,27.4,74.48,10.0,37.4,47.4,23.8,10.4,7.6,4.2,13.8,1.6
"May 05, 2021 - MIL vs. WAS",W,126.0,46.5,93.33,49.9,12.67,37.0,33.9,20.33,26.67,76.57,10.5,37.83,48.33,24.83,11.5,7.67,4.33,13.83,2.67
"May 04, 2021 - MIL vs. BKN",W,127.29,46.71,92.71,50.47,13.43,37.0,36.0,20.43,26.86,76.34,10.43,37.43,47.86,25.57,12.71,7.14,4.57,16.29,2.43
"May 02, 2021 - MIL vs. BKN",W,126.88,46.38,93.38,49.77,13.5,37.0,36.22,20.62,26.88,76.99,11.0,37.75,48.75,25.25,12.75,7.12,4.38,16.88,2.88
"Apr 30, 2021 - MIL @ CHI",W,125.78,46.56,93.89,49.69,13.67,37.0,36.7,19.0,25.22,73.99,10.67,37.67,48.33,24.56,12.44,7.33,5.11,17.0,2.89
"Apr 29, 2021 - MIL @ HOU",L,124.0,46.1,93.5,49.39,13.2,35.8,36.63,18.6,24.7,74.09,10.4,38.2,48.6,24.5,12.3,7.1,5.1,17.2,3.6
"Apr 27, 2021 - MIL @ CHA",W,125.09,46.36,93.45,49.69,13.45,36.09,37.03,18.91,24.73,75.35,10.18,37.45,47.64,24.73,12.45,7.55,5.09,17.55,2.64
"Apr 25, 2021 - MIL @ ATL",L,124.17,46.42,93.42,49.76,13.08,36.0,36.08,18.25,23.83,75.63,10.08,37.58,47.67,25.0,12.67,8.0,4.92,18.08,3.25
"Apr 24, 2021 - MIL vs. PHI",W,122.62,45.85,92.46,49.63,12.69,35.38,35.51,18.23,23.77,75.83,9.62,37.54,47.15,24.62,12.62,7.85,5.0,18.08,2.46
"Apr 22, 2021 - MIL vs. PHI",W,123.29,46.07,92.64,49.77,13.07,35.71,36.19,18.07,23.79,75.18,10.07,37.64,47.71,25.21,12.86,8.0,4.93,18.79,5.0
"Apr 19, 2021 - MIL vs. PHX",L,123.33,46.0,91.87,50.16,13.53,36.0,37.11,17.8,23.73,74.23,9.8,37.73,47.53,25.67,13.07,7.87,5.13,18.6,5.13
"Apr 17, 2021 - MIL vs. MEM",L,123.56,46.19,92.5,50.02,13.38,35.88,36.81,17.81,23.44,75.51,9.75,38.0,47.75,25.25,13.0,7.81,5.0,18.38,4.75
"Apr 15, 2021 - MIL @ ATL",W,123.06,45.76,92.41,49.61,13.53,36.53,36.65,18.0,23.65,75.64,9.94,37.65,47.59,25.35,13.18,7.76,4.76,17.76,3.71
"Apr 14, 2021 - MIL @ MIN",W,122.89,45.78,92.56,49.54,13.67,36.89,36.68,17.67,23.28,75.36,10.17,37.61,47.78,25.33,12.94,7.78,4.56,17.67,4.11
"Apr 11, 2021 - MIL @ ORL",W,123.26,45.79,92.84,49.4,13.95,37.05,37.25,17.74,23.26,75.74,10.0,38.0,48.0,25.37,13.11,8.11,4.53,17.79,5.21
"Apr 09, 2021 - MIL vs. CHA",L,123.3,45.8,92.9,49.37,14.2,37.2,37.76,17.5,22.85,76.29,10.1,38.3,48.4,25.5,13.05,8.1,4.65,17.65,6.8
"Apr 08, 2021 - MIL @ DAL",L,123.1,45.71,93.14,49.16,14.19,37.24,37.71,17.48,22.86,76.18,10.24,38.14,48.38,25.38,13.24,8.19,4.57,17.48,6.1
"Apr 06, 2021 - MIL @ GSW",L,122.09,45.36,93.45,48.65,14.09,37.05,37.65,17.27,22.55,76.41,10.41,38.14,48.55,24.95,13.05,8.18,4.41,17.59,5.14
"Apr 03, 2021 - MIL @ SAC",W,122.04,45.3,93.13,48.77,14.09,36.83,37.92,17.35,22.52,76.84,10.22,37.96,48.17,24.96,13.09,8.13,4.3,17.39,4.87
"Apr 02, 2021 - MIL @ POR",W,122.33,45.5,93.12,48.97,13.96,36.58,37.82,17.38,22.42,77.39,10.29,37.83,48.12,25.21,13.08,8.21,4.25,17.29,4.71
"Mar 31, 2021 - MIL @ LAL",W,122.52,45.64,93.0,49.19,13.88,36.68,37.54,17.36,22.28,77.88,10.04,38.16,48.2,25.2,13.16,8.16,4.28,17.32,5.24
"Mar 29, 2021 - MIL @ LAC",L,122.12,45.5,92.46,49.35,13.88,36.27,38.17,17.23,22.12,77.87,9.92,38.04,47.96,25.12,13.5,8.35,4.42,17.31,5.62
"Mar 27, 2021 - MIL vs. NYK",L,121.48,45.22,92.04,49.26,13.78,36.04,38.11,17.26,22.07,78.16,9.74,37.63,47.37,24.85,13.44,8.33,4.41,17.19,4.52
"Mar 26, 2021 - MIL vs. BOS",L,120.57,44.89,91.86,48.98,13.79,36.04,38.14,17.0,21.86,77.6,9.93,37.46,47.39,24.71,13.54,8.43,4.5,16.96,4.14
"Mar 24, 2021 - MIL vs. BOS",W,120.34,44.86,92.1,48.82,13.97,36.41,38.22,16.66,21.48,77.12,10.14,37.31,47.45,24.69,13.62,8.38,4.45,16.93,3.72
"Mar 22, 2021 - MIL vs. IND",W,120.37,44.87,92.03,48.86,14.07,36.43,38.47,16.57,21.43,76.88,10.23,37.17,47.4,24.5,13.7,8.37,4.47,16.83,3.67
"Mar 20, 2021 - MIL vs. SAS",W,121.0,45.13,92.1,49.1,14.39,36.52,39.22,16.35,21.23,76.55,10.16,37.48,47.65,24.84,13.77,8.19,4.48,16.81,4.42
"Mar 17, 2021 - MIL @ PHI",W,120.97,45.12,92.09,49.09,14.38,36.56,39.14,16.34,21.12,76.94,10.03,37.66,47.69,24.81,13.69,8.09,4.44,16.62,4.5
"Mar 15, 2021 - MIL @ WAS",W,120.61,45.0,92.36,48.84,14.21,36.64,38.65,16.39,21.21,76.88,10.09,37.91,48.0,24.73,13.94,8.18,4.33,16.45,4.48
"Mar 13, 2021 - MIL @ WAS",W,120.97,45.21,92.41,49.03,14.12,36.38,38.67,16.44,21.15,77.41,10.06,37.88,47.94,24.85,14.0,8.12,4.35,16.56,4.68
"Mar 11, 2021 - MIL vs. NYK",W,121.09,45.14,92.6,48.87,14.2,36.63,38.65,16.6,21.26,77.71,10.14,38.06,48.2,25.09,14.11,8.14,4.31,16.63,4.71
"Mar 04, 2021 - MIL @ MEM",W,121.44,45.28,92.44,49.11,14.31,36.67,38.89,16.58,21.14,78.16,10.0,38.06,48.06,25.19,14.06,8.17,4.44,16.67,5.5
"Mar 02, 2021 - MIL vs. DEN",L,121.19,45.19,92.51,48.97,14.19,36.59,38.64,16.62,21.16,78.26,10.08,38.08,48.16,25.08,14.11,8.24,4.46,16.73,5.38
"Feb 28, 2021 - MIL vs. LAC",W,120.55,44.84,92.16,48.75,14.11,36.68,38.34,16.76,21.42,78.07,10.11,37.84,47.95,25.0,14.08,8.13,4.45,16.76,4.42
"Feb 25, 2021 - MIL vs. NOP",W,120.15,44.67,91.97,48.65,14.05,36.72,38.17,16.77,21.44,78.05,10.05,37.9,47.95,24.9,14.03,8.1,4.46,16.62,4.44
"Feb 23, 2021 - MIL vs. MIN",W,120.38,44.85,92.08,48.79,14.03,36.58,38.26,16.65,21.3,77.97,10.0,37.8,47.8,24.8,13.9,8.0,4.55,16.52,4.42
"Feb 21, 2021 - MIL vs. SAC",W,120.83,45.05,92.24,48.9,14.17,36.71,38.49,16.56,21.22,77.83,9.98,37.93,47.9,25.0,13.76,8.07,4.56,16.44,4.98
"Feb 19, 2021 - MIL vs. OKC",W,121.0,45.02,92.19,48.9,14.1,36.5,38.51,16.86,21.57,77.9,10.07,38.02,48.1,24.93,13.86,8.07,4.57,16.5,5.17
"Feb 18, 2021 - MIL vs. TOR",L,120.47,44.79,92.05,48.71,14.02,36.44,38.37,16.86,21.65,77.67,10.09,38.3,48.4,24.88,13.84,8.0,4.6,16.53,5.35
