MATCH UP,W/L,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"May 14, 2021 - DAL vs. TOR",W,121.0,44.0,91.0,48.4,16.0,38.0,42.1,17.0,20.0,85.0,11.0,27.0,38.0,32.0,16.0,5.0,5.0,19.0,-15.0
"May 12, 2021 - DAL vs. NOP",W,117.5,41.5,90.5,45.85,16.5,40.0,41.3,18.0,20.5,87.75,11.0,29.0,40.0,29.5,13.0,4.5,4.0,18.5,-5.5
"May 11, 2021 - DAL @ MEM",L,120.0,43.33,92.33,46.9,16.0,41.67,38.63,17.33,20.33,85.17,10.33,32.33,42.67,27.33,11.33,4.33,3.33,21.33,2.33
"May 09, 2021 - DAL @ CLE",W,116.0,41.75,91.25,45.67,15.0,40.75,36.88,17.5,20.0,87.55,11.0,29.75,40.75,26.25,11.75,5.25,3.0,19.75,-5.5
"May 07, 2021 - DAL vs. CLE",W,117.6,43.4,91.6,47.3,15.0,40.4,37.2,15.8,18.2,86.4,10.4,30.6,41.0,27.6,11.8,6.0,3.8,20.6,1.0
"May 06, 2021 - DAL vs. BKN",W,116.33,43.0,90.17,47.65,14.17,39.0,36.22,16.17,18.83,85.63,10.17,31.5,41.67,26.5,11.5,6.17,4.33,20.83,4.17
"May 04, 2021 - DAL @ MIA",W,115.86,42.57,90.0,47.26,14.29,38.29,37.34,16.43,19.86,83.29,10.43,32.57,43.0,26.0,11.57,6.71,4.14,20.0,4.14
"May 02, 2021 - DAL vs. SAC",L,117.25,43.0,89.62,47.96,15.25,39.5,38.4,16.0,19.62,81.9,10.62,32.5,43.12,26.0,11.75,6.62,4.12,19.62,5.38
"May 01, 2021 - DAL vs. WAS",W,115.22,42.0,88.67,47.3,14.22,39.0,36.03,17.0,20.89,81.76,10.89,31.89,42.78,24.89,12.33,7.22,4.11,19.22,3.44
"Apr 29, 2021 - DAL @ DET",W,116.2,42.5,88.5,47.97,14.5,38.9,36.9,16.7,21.0,79.94,10.5,31.6,42.1,25.5,12.2,7.1,4.1,19.8,3.2
"Apr 27, 2021 - DAL @ GSW",W,116.09,42.27,88.55,47.69,14.36,38.09,37.48,17.18,21.18,81.37,10.27,31.18,41.45,25.18,12.18,7.0,3.91,19.82,3.82
"Apr 26, 2021 - DAL @ SAC",L,117.5,42.75,88.83,48.07,14.67,37.83,38.64,17.33,21.25,81.79,10.17,32.0,42.17,24.83,12.25,7.17,3.92,19.75,6.0
"Apr 24, 2021 - DAL vs. LAL",W,116.62,42.77,89.08,47.96,14.46,38.15,37.87,16.62,20.69,79.89,10.46,31.54,42.0,24.77,12.08,7.31,3.77,19.38,5.0
"Apr 22, 2021 - DAL vs. LAL",W,116.0,42.43,88.29,48.01,14.36,37.57,38.26,16.79,21.0,79.61,10.43,32.21,42.64,24.86,12.5,7.0,3.64,19.21,5.71
"Apr 21, 2021 - DAL vs. DET",W,115.93,42.27,87.87,48.07,14.0,36.67,38.21,17.4,22.0,79.12,10.33,32.0,42.33,24.73,12.47,7.27,3.73,18.93,5.67
"Apr 18, 2021 - DAL vs. SAC",L,116.62,42.5,88.12,48.19,14.12,37.06,38.14,17.5,22.25,78.74,10.38,32.0,42.38,24.75,12.06,7.31,3.62,19.12,5.94
"Apr 16, 2021 - DAL vs. NYK",L,116.06,42.29,88.06,47.99,14.24,37.71,37.86,17.24,22.12,77.94,10.35,32.0,42.35,24.18,12.18,7.06,3.88,19.18,4.76
"Apr 14, 2021 - DAL @ MEM",W,115.67,42.17,88.22,47.77,14.28,38.11,37.61,17.06,21.94,77.7,10.33,31.94,42.28,24.5,12.0,7.0,4.06,19.06,4.06
"Apr 12, 2021 - DAL vs. PHI",L,115.58,42.26,88.21,47.88,14.21,38.21,37.34,16.84,21.68,77.64,10.21,32.21,42.42,24.53,11.95,6.84,4.0,18.95,3.89
"Apr 11, 2021 - DAL vs. SAS",L,114.55,41.9,87.95,47.6,13.95,38.1,36.72,16.8,21.6,77.76,10.25,32.35,42.6,24.1,12.1,6.85,3.95,19.2,2.8
"Apr 08, 2021 - DAL vs. MIL",W,114.67,42.05,88.24,47.61,13.9,38.29,36.45,16.67,21.29,78.5,10.29,32.05,42.33,24.14,12.1,6.76,3.9,19.29,2.57
"Apr 07, 2021 - DAL @ HOU",L,114.73,42.09,88.64,47.46,14.05,38.59,36.51,16.5,21.14,78.21,10.5,32.45,42.95,24.09,12.05,6.73,4.09,19.09,3.14
"Apr 05, 2021 - DAL vs. UTA",W,113.78,41.7,88.57,47.05,13.87,38.61,36.03,16.52,21.17,78.17,10.52,32.57,43.09,23.74,11.91,6.61,4.13,18.91,2.61
"Apr 03, 2021 - DAL @ WAS",W,113.67,41.67,88.67,46.97,14.25,39.04,36.49,16.08,20.62,78.04,10.5,32.62,43.12,23.67,11.83,6.42,4.04,18.88,2.83
"Apr 02, 2021 - DAL @ NYK",W,113.48,41.6,88.72,46.86,14.08,38.68,36.36,16.2,20.76,78.08,10.64,32.76,43.4,23.4,11.68,6.44,4.04,19.0,3.6
"Mar 31, 2021 - DAL @ BOS",W,112.92,41.58,88.69,46.85,14.0,38.62,36.21,15.77,20.35,77.0,10.38,33.15,43.54,23.23,11.62,6.42,3.96,18.73,3.96
"Mar 29, 2021 - DAL @ OKC",W,112.93,41.44,88.26,46.95,14.19,38.63,36.67,15.85,20.52,76.82,10.15,33.37,43.52,23.11,11.93,6.41,3.96,18.7,4.0
"Mar 27, 2021 - DAL @ NOP",L,113.43,41.79,88.54,47.17,14.25,38.82,36.66,15.61,20.25,76.55,10.07,33.43,43.5,23.36,11.82,6.57,3.93,18.79,4.61
"Mar 26, 2021 - DAL vs. IND",L,113.07,41.62,88.34,47.08,14.1,38.55,36.51,15.72,20.38,76.64,10.07,33.24,43.31,23.21,11.66,6.41,3.93,18.83,4.14
"Mar 24, 2021 - DAL @ MIN",W,112.43,41.53,88.57,46.88,13.9,38.43,36.06,15.47,20.17,75.99,10.23,33.33,43.57,23.0,11.8,6.33,3.93,18.8,3.5
"Mar 21, 2021 - DAL @ POR",W,112.94,41.74,88.9,46.93,13.97,38.61,36.07,15.48,20.23,75.88,10.35,33.52,43.87,23.13,11.74,6.29,4.0,18.9,4.03
"Mar 19, 2021 - DAL @ POR",L,113.53,41.94,88.81,47.21,14.12,38.56,36.55,15.53,20.22,76.17,10.28,33.84,44.12,23.12,11.72,6.22,3.97,18.84,5.16
"Mar 17, 2021 - DAL vs. LAC",W,113.7,42.0,88.58,47.42,14.27,38.67,36.81,15.42,20.0,76.65,10.12,33.85,43.97,23.18,11.73,6.15,3.97,18.76,4.82
"Mar 15, 2021 - DAL vs. LAC",L,113.44,41.94,88.29,47.52,14.29,38.53,37.02,15.26,19.76,76.85,10.0,33.94,43.94,22.91,11.91,6.18,4.06,18.68,5.15
"Mar 13, 2021 - DAL @ DEN",W,113.03,41.86,88.03,47.57,14.37,38.6,37.15,14.94,19.34,76.94,9.83,33.8,43.63,22.94,12.0,6.23,4.06,18.6,4.71
"Mar 11, 2021 - DAL @ OKC",L,113.11,41.86,87.97,47.61,14.47,38.81,37.21,14.92,19.25,77.23,9.86,33.89,43.75,23.03,11.89,6.19,4.03,18.61,4.94
"Mar 10, 2021 - DAL vs. SAS",W,112.97,41.68,87.81,47.47,14.49,38.68,37.39,15.14,19.62,77.03,9.76,33.81,43.57,22.95,11.73,6.14,4.16,18.7,4.59
"Mar 03, 2021 - DAL vs. OKC",W,113.03,41.71,87.68,47.59,14.45,38.71,37.26,15.16,19.61,77.22,9.84,33.92,43.76,23.11,11.82,6.05,4.08,18.71,4.76
"Mar 01, 2021 - DAL @ ORL",W,112.36,41.46,87.56,47.36,14.28,38.74,36.82,15.15,19.59,77.26,9.77,34.23,44.0,22.97,11.9,6.1,4.05,18.56,4.87
"Feb 27, 2021 - DAL @ BKN",W,112.8,41.6,87.62,47.48,14.35,38.92,36.83,15.25,19.68,77.39,9.7,34.35,44.05,23.12,11.8,6.1,4.1,18.4,4.9
"Feb 25, 2021 - DAL @ PHI",L,112.85,41.68,87.59,47.6,14.34,38.85,36.88,15.15,19.61,77.09,9.61,34.24,43.85,23.12,11.73,6.24,4.2,18.32,5.2
"Feb 23, 2021 - DAL vs. BOS",W,112.48,41.45,87.36,47.44,14.31,38.74,36.91,15.26,19.69,77.32,9.62,34.38,44.0,22.98,11.98,6.14,4.31,18.38,4.74
"Feb 22, 2021 - DAL vs. MEM",W,112.42,41.47,87.4,47.43,14.28,38.6,36.97,15.21,19.58,77.54,9.58,34.28,43.86,22.88,11.93,6.12,4.23,18.35,4.7
"Feb 14, 2021 - DAL vs. POR",L,112.18,41.32,87.23,47.35,14.3,38.66,36.96,15.25,19.73,77.26,9.48,34.5,43.98,22.75,12.02,6.11,4.23,18.34,4.82
"Feb 12, 2021 - DAL vs. NOP",W,112.31,41.29,87.09,47.4,14.29,38.71,36.89,15.44,19.84,77.68,9.49,34.29,43.78,22.67,12.07,6.09,4.27,18.4,4.64
"Feb 10, 2021 - DAL vs. ATL",W,112.98,41.5,87.11,47.63,14.52,38.85,37.3,15.46,19.87,77.65,9.39,34.24,43.63,22.83,11.93,6.04,4.22,18.48,4.83
"Feb 08, 2021 - DAL vs. MIN",W,113.09,41.53,87.04,47.7,14.51,38.77,37.36,15.51,19.87,77.91,9.28,34.21,43.49,22.87,11.91,5.98,4.19,18.6,4.74
"Feb 06, 2021 - DAL vs. GSW",W,113.38,41.6,87.04,47.79,14.46,38.67,37.31,15.71,20.08,78.02,9.29,34.29,43.58,23.02,11.96,5.94,4.23,18.67,4.75
"Feb 04, 2021 - DAL vs. GSW",L,113.8,41.65,87.22,47.74,14.59,38.84,37.47,15.9,20.29,78.13,9.41,34.24,43.65,23.1,12.0,5.92,4.14,18.67,4.69
