MATCH UP,W/L,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"May 14, 2021 - LAC @ HOU",L,112.0,45.0,106.0,42.5,10.0,43.0,23.3,12.0,15.0,80.0,16.0,28.0,44.0,17.0,3.0,8.0,3.0,14.0,-5.0
"May 13, 2021 - LAC @ CHA",W,113.5,45.0,99.5,45.45,10.5,39.0,27.35,13.0,15.0,86.65,11.5,28.0,39.5,23.0,8.5,8.5,4.0,14.5,-6.0
"May 11, 2021 - LAC @ TOR",W,113.33,43.33,91.33,48.07,14.0,41.0,33.8,12.67,15.33,82.77,9.67,31.33,41.0,24.67,11.33,7.67,4.67,15.33,3.67
"May 09, 2021 - LAC vs. NYK",L,113.75,42.25,88.0,48.55,13.25,38.75,33.95,16.0,18.0,87.08,9.5,33.5,43.0,24.75,13.0,8.25,4.5,15.75,7.5
"May 06, 2021 - LAC vs. LAL",W,111.0,41.2,87.6,47.44,13.0,38.0,34.02,15.6,17.6,87.16,9.0,34.0,43.0,24.6,13.0,7.6,3.8,15.0,4.8
"May 04, 2021 - LAC vs. TOR",W,112.17,41.17,85.83,48.4,13.0,36.83,35.33,16.83,19.0,87.38,9.0,34.83,43.83,24.33,14.5,7.0,4.0,16.67,8.0
"May 01, 2021 - LAC vs. DEN",L,111.14,40.86,84.29,48.91,13.29,36.43,36.59,16.14,18.14,88.09,8.29,35.29,43.57,24.86,15.0,7.0,4.14,16.29,7.57
"Apr 28, 2021 - LAC @ PHX",L,110.25,40.25,84.12,48.22,13.38,36.12,37.16,16.38,18.88,86.45,8.5,34.5,43.0,24.38,13.88,7.12,4.0,16.62,5.88
"Apr 26, 2021 - LAC @ NOP",L,109.22,40.33,83.67,48.57,13.22,35.56,37.33,15.33,17.78,85.49,8.11,34.11,42.22,24.33,14.0,7.22,3.56,16.56,4.33
"Apr 23, 2021 - LAC @ HOU",W,108.6,39.9,84.3,47.71,13.3,36.5,36.71,15.5,17.7,86.94,8.6,33.8,42.4,23.9,14.5,7.0,3.7,17.2,2.2
"Apr 21, 2021 - LAC vs. MEM",W,108.64,39.82,85.45,47.03,13.18,36.27,36.58,15.82,18.18,86.55,9.09,34.73,43.82,23.73,14.45,7.09,3.64,17.36,2.45
"Apr 20, 2021 - LAC @ POR",W,109.33,39.67,85.33,46.88,13.25,35.5,37.86,16.75,19.67,85.58,9.17,34.58,43.75,24.08,14.33,6.83,3.75,17.33,3.25
"Apr 18, 2021 - LAC vs. MIN",W,109.62,40.08,85.69,47.12,13.08,35.69,37.17,16.38,19.31,85.15,9.23,34.62,43.85,24.08,14.0,6.54,3.69,17.15,3.08
"Apr 16, 2021 - LAC @ PHI",L,110.64,40.43,85.93,47.36,13.64,36.14,38.09,16.14,19.14,84.54,9.14,35.0,44.14,24.57,14.07,6.5,3.64,17.79,4.21
"Apr 14, 2021 - LAC @ DET",W,110.13,40.2,85.67,47.21,14.0,36.33,38.79,15.73,18.93,83.07,9.07,35.0,44.07,24.67,14.4,6.47,3.6,18.33,3.73
"Apr 13, 2021 - LAC @ IND",W,109.5,40.0,86.12,46.75,13.56,35.88,37.88,15.94,19.06,83.53,9.44,34.81,44.25,23.75,14.19,6.56,3.5,18.44,3.62
"Apr 11, 2021 - LAC vs. DET",W,110.47,40.47,86.29,47.17,13.53,35.41,38.38,16.0,19.06,83.88,9.24,35.24,44.47,24.35,14.18,6.76,3.59,18.53,4.06
"Apr 09, 2021 - LAC vs. HOU",W,111.61,41.0,85.94,48.02,13.61,34.94,39.33,16.0,19.17,83.46,9.11,34.94,44.06,24.94,14.33,6.61,3.67,18.5,4.22
"Apr 08, 2021 - LAC vs. PHX",W,112.37,41.37,86.05,48.36,13.89,35.05,39.97,15.74,18.84,83.52,8.84,34.89,43.74,25.26,14.11,6.79,3.68,18.79,4.89
