MATCH UP,W/L,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"May 15, 2021 - CHA @ NYK",L,110.0,37.0,94.0,39.4,14.0,45.0,31.1,22.0,24.0,91.7,10.0,32.0,42.0,25.0,13.0,8.0,5.0,15.0,-5.0
"May 13, 2021 - CHA vs. LAC",L,109.5,38.0,98.0,38.8,13.5,47.0,28.8,20.0,24.0,83.35,12.5,34.0,46.5,26.5,10.5,6.5,3.5,16.5,-7.0
"May 11, 2021 - CHA vs. DEN",L,103.0,36.33,93.33,38.97,12.0,42.33,28.3,18.33,22.33,81.87,11.0,31.67,42.67,25.67,11.0,7.33,2.67,16.0,-12.33
"May 09, 2021 - CHA vs. NOP",L,105.25,37.75,92.75,40.77,11.75,41.5,28.28,18.0,21.75,82.65,12.0,32.25,44.25,26.75,12.5,7.75,3.25,16.25,-10.5
"May 07, 2021 - CHA vs. ORL",W,106.2,38.6,93.2,41.46,12.0,40.6,29.64,17.0,21.0,80.56,11.8,32.8,44.6,25.8,13.8,7.4,4.2,16.8,-8.8
"May 06, 2021 - CHA vs. CHI",L,108.83,39.5,92.5,42.78,11.5,39.33,29.25,18.33,23.0,79.77,11.67,34.0,45.67,26.17,13.33,7.0,4.17,17.83,-5.67
"May 04, 2021 - CHA @ DET",W,107.43,39.29,92.14,42.7,12.14,38.71,31.6,16.71,22.29,73.93,11.86,33.71,45.57,26.57,13.57,7.57,4.0,17.57,-7.86
"May 02, 2021 - CHA vs. MIA",L,106.75,39.12,92.25,42.47,11.62,37.75,30.88,16.88,22.5,74.06,12.38,33.88,46.25,26.12,12.88,7.62,4.12,18.25,-6.5
"May 01, 2021 - CHA vs. DET",W,107.22,39.22,91.0,43.24,11.89,37.22,32.16,16.89,22.44,74.42,11.89,33.56,45.44,26.56,13.11,7.78,3.78,18.44,-6.89
"Apr 28, 2021 - CHA @ BOS",L,107.2,39.5,90.6,43.75,12.1,37.2,32.72,16.1,22.2,71.48,12.1,34.2,46.3,26.3,13.2,7.8,4.9,18.2,-4.9
