MATCH UP,W/L,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"May 15, 2021 - BKN vs. CHI",W,123.0,47.0,83.0,56.6,16.0,30.0,53.3,13.0,17.0,76.5,4.0,33.0,37.0,35.0,12.0,9.0,9.0,20.0,14.0
"May 12, 2021 - BKN vs. SAS",W,114.0,44.0,85.0,51.85,15.0,32.0,47.25,11.0,16.0,68.25,6.0,38.5,44.5,30.5,11.0,7.5,8.5,18.0,14.0
"May 11, 2021 - BKN @ CHI",W,118.67,45.33,83.0,54.83,14.0,30.67,45.8,14.0,19.67,70.2,5.0,39.0,44.0,31.33,11.0,6.0,8.67,18.33,13.33
"May 08, 2021 - BKN @ DEN",W,117.75,44.5,84.5,52.92,13.5,31.25,43.45,15.25,21.0,71.65,7.0,38.75,45.75,31.5,10.25,5.5,8.5,18.5,12.0
"May 06, 2021 - BKN @ DAL",L,119.2,43.8,80.8,54.76,14.0,31.2,45.08,17.6,23.4,73.68,6.0,37.6,43.6,30.6,11.6,6.4,7.8,19.6,10.8
"May 04, 2021 - BKN @ MIL",L,117.5,43.33,83.17,52.83,13.83,32.17,43.42,17.0,22.0,76.95,6.67,38.17,44.83,28.5,11.83,6.67,7.17,19.33,8.33
"May 02, 2021 - BKN @ MIL",L,117.57,43.0,83.29,52.26,14.71,33.71,43.86,16.86,22.57,74.74,6.57,37.43,44.0,27.43,12.0,6.57,7.0,20.14,6.29
"Apr 30, 2021 - BKN vs. POR",L,117.12,42.75,84.88,51.06,15.0,34.75,43.44,16.62,21.88,76.43,7.5,37.62,45.12,26.25,12.5,6.38,6.25,19.0,5.12
"Apr 29, 2021 - BKN @ IND",W,116.22,42.44,86.0,50.07,14.78,35.44,42.13,16.56,21.56,77.29,7.89,36.89,44.78,25.56,12.0,6.33,5.89,18.89,2.44
"Apr 27, 2021 - BKN @ TOR",W,117.6,42.9,86.3,50.34,14.5,35.4,41.35,17.3,22.2,78.13,7.9,37.4,45.3,26.5,12.2,6.0,5.8,18.9,3.9
"Apr 25, 2021 - BKN vs. PHX",W,117.45,42.64,86.0,50.15,14.82,36.27,41.23,17.36,21.82,80.12,7.82,37.09,44.91,26.82,12.09,6.27,5.82,19.0,4.73
"Apr 23, 2021 - BKN vs. BOS",W,118.33,42.92,86.08,50.38,14.67,35.58,41.66,17.83,22.25,80.54,8.08,36.75,44.83,27.08,12.0,6.25,5.67,18.83,5.08
"Apr 21, 2021 - BKN @ TOR",L,117.62,42.46,86.08,49.81,14.38,35.31,41.1,18.31,22.69,80.94,7.92,37.08,45.0,27.0,11.92,6.69,5.77,18.85,5.08
"Apr 20, 2021 - BKN @ NOP",W,116.57,42.0,86.43,49.08,14.29,35.71,40.43,18.29,22.71,80.75,8.21,37.14,45.36,26.43,12.0,6.43,5.79,18.71,3.93
"Apr 18, 2021 - BKN @ MIA",L,117.73,42.47,86.6,49.48,14.27,35.8,40.25,18.53,23.07,80.61,8.33,36.93,45.27,26.67,12.07,6.47,5.53,18.87,4.0
"Apr 16, 2021 - BKN vs. CHA",W,117.06,42.25,86.31,49.36,14.44,36.25,40.21,18.12,22.75,79.74,8.31,36.5,44.81,26.62,12.0,6.69,5.56,18.75,3.62
"Apr 14, 2021 - BKN @ PHI",L,117.82,42.53,86.24,49.71,14.82,36.53,40.85,17.94,22.35,80.56,8.24,36.12,44.35,27.12,12.35,7.0,5.53,18.65,4.29
"Apr 13, 2021 - BKN @ MIN",W,117.78,42.56,86.06,49.83,14.22,35.67,39.64,18.44,22.78,81.09,8.39,35.89,44.28,26.89,12.56,6.94,5.39,18.78,3.72
"Apr 10, 2021 - BKN vs. LAL",L,118.26,42.74,86.32,49.86,14.26,35.68,39.75,18.53,22.84,81.21,8.53,36.42,44.95,27.11,12.89,7.0,5.32,18.95,5.11
"Apr 07, 2021 - BKN vs. NOP",W,117.4,42.35,86.0,49.56,13.8,35.25,38.69,18.9,23.2,81.48,8.55,36.25,44.8,26.7,13.2,6.95,5.55,19.0,3.6
"Apr 05, 2021 - BKN vs. NYK",W,118.43,42.76,86.29,49.84,14.05,35.52,39.05,18.86,23.14,81.5,8.62,36.19,44.81,27.19,13.38,7.1,5.67,19.57,4.76
