MATCH UP,W/L,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"May 14, 2021 - DET vs. DEN",L,107.0,40.0,86.0,46.5,11.0,35.0,31.4,16.0,22.0,72.7,7.0,26.0,33.0,26.0,16.0,4.0,4.0,21.0,-13.0
"May 11, 2021 - DET vs. MIN",L,99.0,37.0,84.5,43.75,8.5,36.0,23.8,16.5,22.5,73.3,8.0,29.0,37.0,23.5,13.0,5.0,6.0,17.0,-13.0
"May 09, 2021 - DET vs. CHI",L,99.33,36.33,81.33,44.73,9.0,31.67,30.37,17.67,23.67,74.5,7.33,32.67,40.0,22.67,18.0,6.0,5.67,19.0,-15.0
"May 08, 2021 - DET @ PHI",L,98.5,36.25,80.75,44.95,9.5,30.5,32.95,16.5,23.25,70.65,6.75,32.5,39.25,22.5,17.0,5.5,5.25,17.75,-14.25
"May 06, 2021 - DET vs. MEM",W,99.6,37.2,81.4,45.72,9.8,31.2,32.84,15.4,21.8,70.28,7.4,32.8,40.2,22.4,17.2,5.4,5.6,19.2,-14.2
"May 04, 2021 - DET vs. CHA",L,101.5,38.33,81.67,46.93,10.0,30.67,33.92,14.83,20.5,72.85,7.0,33.0,40.0,22.67,16.33,6.0,5.67,19.0,-9.5
"May 03, 2021 - DET vs. ORL",L,101.14,38.43,82.14,46.79,9.86,30.86,33.09,14.43,20.43,71.01,7.43,33.43,40.86,22.43,15.86,5.57,5.29,19.29,-8.57
"May 01, 2021 - DET @ CHA",L,102.5,39.12,83.5,46.85,10.0,31.38,32.88,14.25,20.12,71.16,8.0,33.0,41.0,22.62,15.25,5.88,5.12,19.25,-8.38
"Apr 29, 2021 - DET vs. DAL",L,101.56,38.67,84.33,45.92,10.33,32.0,33.12,13.89,19.78,70.44,8.44,32.78,41.22,23.11,15.0,5.89,5.33,18.89,-8.89
"Apr 26, 2021 - DET vs. ATL",W,101.9,38.4,83.0,46.4,10.3,31.7,33.26,14.8,21.2,70.16,7.9,33.1,41.0,23.4,15.3,6.0,5.3,19.3,-9.0
"Apr 24, 2021 - DET @ IND",L,101.73,38.55,83.09,46.51,10.18,31.18,33.38,14.45,20.64,70.45,7.91,33.64,41.55,23.27,15.18,6.27,5.55,19.0,-6.91
"Apr 22, 2021 - DET @ SAS",L,102.33,38.58,84.17,46.02,10.17,31.42,33.05,15.0,21.08,71.31,8.5,34.75,43.25,23.5,15.42,6.0,5.67,19.5,-6.83
"Apr 21, 2021 - DET @ DAL",L,101.46,38.31,83.62,45.98,10.0,30.69,33.31,14.85,21.15,70.37,8.54,34.69,43.23,22.85,15.62,5.69,5.62,19.69,-7.46
"Apr 19, 2021 - DET vs. CLE",W,102.57,38.43,83.29,46.31,10.21,30.79,33.83,15.5,21.86,70.87,8.43,34.71,43.14,23.36,15.5,5.43,5.36,20.0,-7.64
"Apr 17, 2021 - DET @ WAS",L,103.0,38.67,83.47,46.47,10.2,30.53,34.04,15.47,21.8,70.91,8.53,34.67,43.2,23.47,15.6,5.6,5.33,20.13,-6.87
"Apr 16, 2021 - DET vs. OKC",W,102.81,38.56,83.5,46.32,10.12,30.31,33.99,15.56,21.88,71.09,8.56,34.75,43.31,23.19,15.75,5.69,5.38,20.12,-7.75
"Apr 14, 2021 - DET vs. LAC",L,103.24,38.53,83.88,46.08,10.12,30.59,33.68,16.06,22.59,71.06,8.94,35.0,43.94,23.12,15.88,6.12,5.47,20.35,-6.94
"Apr 11, 2021 - DET @ LAC",L,102.94,38.44,83.94,45.93,9.94,30.22,33.43,16.11,22.56,71.41,9.06,35.0,44.06,22.78,15.89,6.06,5.39,20.39,-6.67
"Apr 10, 2021 - DET @ POR",L,104.05,38.84,84.11,46.3,10.21,30.32,34.14,16.16,22.37,72.36,9.21,34.16,43.37,23.32,15.74,6.37,5.32,20.58,-6.68
"Apr 08, 2021 - DET @ SAC",W,104.0,38.75,84.05,46.21,10.15,30.1,34.16,16.35,22.65,72.32,9.2,33.9,43.1,23.4,15.55,6.5,5.35,20.7,-7.1
"Apr 06, 2021 - DET @ DEN",L,104.43,39.0,84.05,46.51,10.05,29.76,34.19,16.38,22.52,72.92,9.1,34.0,43.1,23.43,15.57,6.52,5.29,20.86,-6.19
"Apr 05, 2021 - DET @ OKC",W,105.09,39.23,83.91,46.86,10.27,30.0,34.59,16.36,22.41,73.24,9.0,33.5,42.5,23.59,15.45,6.41,5.14,20.45,-6.59
"Apr 03, 2021 - DET vs. NYK",L,106.26,39.65,84.39,47.07,10.39,29.91,35.1,16.57,22.48,73.86,9.17,33.65,42.83,23.96,15.39,6.57,5.22,20.43,-5.26
"Apr 01, 2021 - DET vs. WAS",W,105.21,39.21,84.29,46.58,10.33,29.83,34.98,16.46,22.38,73.7,9.29,33.54,42.83,23.79,15.38,6.46,5.17,20.42,-6.88
"Mar 31, 2021 - DET vs. POR",L,105.8,39.44,84.68,46.64,10.4,29.8,35.23,16.52,22.36,74.02,9.32,33.72,43.04,24.08,15.28,6.52,5.16,20.32,-5.44
"Mar 29, 2021 - DET vs. TOR",W,105.62,39.46,84.73,46.63,10.35,29.69,35.16,16.35,22.15,73.89,9.15,33.62,42.77,24.27,15.35,6.54,5.23,20.54,-6.12
"Mar 27, 2021 - DET @ WAS",L,106.07,39.41,84.37,46.78,10.52,29.7,35.71,16.74,22.59,74.1,9.15,33.63,42.78,24.33,15.48,6.52,5.26,20.67,-5.37
"Mar 26, 2021 - DET vs. BKN",L,105.57,39.18,84.39,46.5,10.5,29.68,35.66,16.71,22.46,74.46,9.07,33.71,42.79,24.14,15.61,6.61,5.25,20.57,-5.68
"Mar 24, 2021 - DET @ IND",L,105.76,38.97,84.0,46.45,10.52,29.72,35.66,17.31,23.31,74.38,9.0,33.55,42.55,23.97,15.45,6.59,5.21,20.9,-5.55
"Mar 21, 2021 - DET vs. CHI",L,105.93,39.13,83.97,46.67,10.53,29.67,35.78,17.13,23.17,74.01,8.87,33.63,42.5,24.13,15.43,6.63,5.33,20.8,-5.53
"Mar 19, 2021 - DET @ HOU",W,105.29,38.9,83.9,46.42,10.32,29.52,35.14,17.16,23.23,73.95,8.84,33.48,42.32,24.0,15.42,6.77,5.32,20.65,-5.81
"Mar 17, 2021 - DET vs. TOR",W,105.53,38.84,83.94,46.33,10.44,29.5,35.55,17.41,23.38,74.43,8.94,33.59,42.53,24.12,15.34,6.78,5.28,20.53,-5.22
"Mar 15, 2021 - DET vs. SAS",L,105.85,38.82,83.67,46.46,10.48,29.48,35.73,17.73,23.64,74.82,9.06,33.82,42.88,24.09,15.52,6.82,5.27,20.82,-4.94
"Mar 13, 2021 - DET @ BKN",L,105.65,38.82,83.65,46.48,10.38,29.35,35.5,17.62,23.68,74.27,9.03,33.59,42.62,24.03,15.35,6.88,5.26,20.47,-5.09
"Mar 11, 2021 - DET @ CHA",L,105.34,38.74,83.8,46.31,10.31,29.43,35.2,17.54,23.57,74.29,9.11,33.6,42.71,24.09,15.29,6.97,5.34,20.34,-5.09
"Mar 04, 2021 - DET @ NYK",L,105.25,38.72,83.83,46.26,10.44,29.89,35.13,17.36,23.31,74.41,9.17,33.75,42.92,24.17,15.25,6.94,5.33,20.36,-5.03
"Mar 03, 2021 - DET @ TOR",W,105.22,38.73,83.73,46.33,10.54,30.05,35.23,17.22,23.08,74.56,9.08,33.46,42.54,24.14,15.19,6.92,5.24,20.16,-5.16
"Feb 28, 2021 - DET vs. NYK",L,105.84,38.97,83.92,46.5,10.79,30.34,35.59,17.11,23.03,74.23,9.16,33.55,42.71,24.53,15.16,7.03,5.21,20.37,-4.39
"Feb 26, 2021 - DET vs. SAC",L,105.44,38.69,83.62,46.3,10.74,30.38,35.4,17.31,23.23,74.39,9.1,33.54,42.64,24.31,15.18,7.05,5.18,20.23,-4.77
"Feb 24, 2021 - DET @ NOP",L,105.47,38.65,83.58,46.27,10.78,30.45,35.42,17.4,23.45,74.17,9.12,33.58,42.7,24.2,15.07,7.03,5.2,20.35,-4.72
"Feb 23, 2021 - DET @ ORL",W,105.78,38.85,83.71,46.43,10.83,30.59,35.44,17.24,23.27,74.04,9.12,33.46,42.59,24.37,15.02,7.05,5.22,20.41,-4.85
"Feb 21, 2021 - DET @ ORL",L,105.76,38.9,83.81,46.44,10.81,30.67,35.3,17.14,23.1,74.21,9.1,33.64,42.74,24.36,15.02,7.12,5.31,20.38,-4.45
"Feb 19, 2021 - DET @ MEM",L,105.53,38.79,83.98,46.23,10.81,30.88,35.11,17.14,23.05,74.37,9.09,33.79,42.88,24.33,14.93,7.19,5.28,20.4,-4.56
"Feb 17, 2021 - DET @ CHI",L,105.3,38.73,84.02,46.13,10.89,31.2,35.02,16.95,22.82,74.25,9.18,33.75,42.93,24.39,15.07,7.2,5.32,20.43,-4.77
"Feb 14, 2021 - DET vs. NOP",W,105.22,38.69,83.98,46.1,10.82,31.13,34.88,17.02,22.84,74.45,9.11,33.76,42.87,24.18,15.02,7.24,5.24,20.44,-4.73
"Feb 12, 2021 - DET @ BOS",W,105.61,38.83,83.98,46.27,10.96,31.22,35.18,17.0,22.78,74.57,9.11,33.63,42.74,24.39,15.0,7.15,5.3,20.5,-4.39
"Feb 11, 2021 - DET vs. IND",L,105.66,38.72,83.87,46.2,11.04,31.36,35.27,17.17,22.94,74.76,9.04,33.72,42.77,24.4,14.96,7.06,5.32,20.49,-4.17
"Feb 09, 2021 - DET vs. BKN",W,105.44,38.71,83.9,46.17,10.92,31.29,34.91,17.1,22.85,74.74,9.17,33.6,42.77,24.33,14.9,7.02,5.31,20.33,-4.42
"Feb 06, 2021 - DET @ LAL",L,105.78,38.88,83.9,46.37,10.96,31.24,35.11,17.06,22.82,74.67,9.12,33.53,42.65,24.41,14.86,7.08,5.33,20.24,-4.1
"Feb 05, 2021 - DET @ PHX",L,106.24,39.0,84.1,46.4,11.06,31.46,35.17,17.18,22.92,74.82,9.12,33.38,42.5,24.54,15.02,7.2,5.3,20.46,-4.14
"Feb 02, 2021 - DET @ UTA",L,105.96,38.9,84.24,46.22,10.98,31.55,34.86,17.18,23.02,74.54,9.27,33.27,42.55,24.45,14.98,7.22,5.31,20.37,-4.39
"Jan 30, 2021 - DET @ GSW",L,105.94,38.9,84.4,46.14,10.94,31.46,34.83,17.19,22.96,74.84,9.33,33.29,42.62,24.33,14.98,7.21,5.31,20.38,-4.54
"Jan 28, 2021 - DET vs. LAL",W,105.66,38.72,84.26,45.98,10.91,31.55,34.65,17.32,23.13,74.84,9.28,33.25,42.53,24.19,15.0,7.21,5.28,20.26,-4.96
"Jan 27, 2021 - DET @ CLE",L,105.69,38.74,84.31,45.98,10.96,31.63,34.72,17.24,22.94,75.31,9.2,33.24,42.44,24.24,14.89,7.15,5.22,20.22,-4.59
"Jan 25, 2021 - DET vs. PHI",W,105.71,38.71,84.27,45.96,10.96,31.55,34.83,17.33,23.05,75.32,9.27,33.13,42.4,24.33,15.02,7.15,5.22,20.24,-4.78
"Jan 23, 2021 - DET vs. PHI",L,105.95,38.64,84.02,46.04,11.07,31.66,35.01,17.59,23.32,75.48,9.3,33.18,42.48,24.29,15.09,7.12,5.23,20.23,-4.43
"Jan 22, 2021 - DET vs. HOU",L,106.02,38.61,84.05,45.98,11.12,31.68,35.14,17.67,23.44,75.44,9.28,33.21,42.49,24.3,15.11,7.16,5.28,20.37,-4.42
"Jan 20, 2021 - DET @ ATL",L,105.95,38.48,84.02,45.84,11.19,31.69,35.34,17.79,23.67,75.3,9.36,33.34,42.71,24.17,15.17,7.12,5.33,20.38,-4.36
"Jan 18, 2021 - DET @ MIA",L,106.1,38.58,84.24,45.83,11.17,31.68,35.29,17.78,23.59,75.54,9.32,33.37,42.69,24.14,15.14,7.15,5.29,20.51,-4.42
"Jan 16, 2021 - DET @ MIA",W,106.12,38.57,84.2,45.84,11.2,31.77,35.29,17.78,23.6,75.54,9.33,33.18,42.52,24.13,15.18,7.17,5.25,20.55,-4.45
"Jan 13, 2021 - DET vs. MIL",L,106.34,38.69,84.31,45.92,11.31,32.0,35.35,17.66,23.46,75.39,9.34,33.11,42.46,24.3,15.15,7.2,5.3,20.67,-4.05
"Jan 10, 2021 - DET vs. UTA",L,106.26,38.65,84.44,45.81,11.35,32.05,35.42,17.61,23.44,75.27,9.4,33.13,42.53,24.31,15.16,7.21,5.26,20.65,-4.13
"Jan 08, 2021 - DET vs. PHX",W,105.94,38.49,84.48,45.61,11.33,32.21,35.24,17.62,23.4,75.44,9.43,33.05,42.48,24.25,15.05,7.25,5.29,20.68,-4.22
"Jan 06, 2021 - DET @ MIL",L,106.0,38.47,84.56,45.54,11.33,32.23,35.2,17.73,23.48,75.61,9.42,33.11,42.53,24.23,15.08,7.34,5.27,20.58,-4.08
"Jan 04, 2021 - DET @ MIL",L,106.14,38.46,84.75,45.44,11.35,32.37,35.14,17.86,23.58,75.78,9.51,33.09,42.6,24.17,14.98,7.32,5.23,20.57,-4.25
"Jan 03, 2021 - DET vs. BOS",L,106.27,38.53,84.95,45.42,11.44,32.48,35.25,17.77,23.41,76.15,9.45,32.97,42.42,24.21,14.89,7.35,5.23,20.52,-4.33
"Jan 01, 2021 - DET vs. BOS",W,106.48,38.57,84.97,45.45,11.51,32.54,35.39,17.84,23.43,76.32,9.43,32.85,42.28,24.28,14.82,7.36,5.25,20.45,-4.3
"Dec 29, 2020 - DET vs. GSW",L,106.32,38.53,85.01,45.39,11.5,32.56,35.35,17.76,23.38,76.16,9.47,32.9,42.37,24.19,14.9,7.38,5.21,20.38,-4.19
"Dec 28, 2020 - DET @ ATL",L,106.32,38.48,85.12,45.28,11.52,32.59,35.37,17.84,23.46,76.2,9.57,32.84,42.41,24.14,14.9,7.39,5.22,20.46,-4.28
"Dec 26, 2020 - DET vs. CLE",L,106.51,38.54,85.3,45.26,11.54,32.71,35.32,17.89,23.47,76.36,9.67,32.81,42.49,24.14,14.8,7.39,5.2,20.53,-4.33
"Dec 23, 2020 - DET @ MIN",L,106.69,38.56,85.48,45.2,11.61,32.89,35.32,17.96,23.59,76.3,9.68,33.01,42.69,24.14,14.93,7.41,5.2,20.52,-4.39
