MATCH UP,W/L,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"May 15, 2021 - NYK vs. CHA",W,96.0,34.0,79.0,43.0,13.0,27.0,48.1,15.0,19.0,78.9,4.0,37.0,41.0,16.0,11.0,7.0,6.0,17.0,4.0
"May 13, 2021 - NYK vs. SAS",W,107.0,39.5,83.5,47.05,14.5,32.0,45.65,13.5,17.0,79.45,5.5,40.0,45.5,22.5,10.5,5.0,6.5,18.5,6.5
"May 11, 2021 - NYK @ LAL",L,105.33,38.0,84.33,44.93,14.33,33.0,43.77,15.0,17.33,86.3,7.0,39.33,46.33,22.67,10.33,5.67,7.0,18.67,5.67
"May 09, 2021 - NYK @ LAC",W,103.75,37.0,85.0,43.48,13.25,32.0,41.45,16.5,18.75,87.55,6.5,38.5,45.0,21.75,10.25,6.25,6.0,19.25,3.75
"May 07, 2021 - NYK @ PHX",L,104.2,38.0,86.0,44.12,13.2,32.0,41.28,15.0,16.8,90.04,6.8,38.2,45.0,22.4,10.2,6.4,5.8,18.8,4.2
"May 05, 2021 - NYK @ DEN",L,104.33,38.0,85.67,44.3,12.83,32.0,40.13,15.5,17.83,88.08,6.67,37.67,44.33,22.67,10.67,5.67,5.5,19.83,-0.33
"May 03, 2021 - NYK @ MEM",W,103.29,37.29,85.71,43.46,12.86,32.43,39.7,15.86,19.14,85.03,6.57,37.43,44.0,22.0,11.29,5.71,6.14,20.43,-2.57
"May 02, 2021 - NYK @ HOU",W,105.12,38.25,86.12,44.35,13.0,31.75,41.23,15.62,19.0,84.12,6.75,37.38,44.12,21.62,11.12,5.75,6.38,20.5,-0.5
"Apr 28, 2021 - NYK vs. CHI",W,107.0,39.0,86.11,45.23,13.56,32.11,42.36,15.44,18.67,84.5,6.67,36.78,43.44,21.67,11.33,6.22,5.78,20.56,2.33
"Apr 26, 2021 - NYK vs. PHX",L,107.6,39.3,86.6,45.33,13.4,31.6,42.56,15.6,18.7,85.0,6.9,36.3,43.2,22.2,10.6,6.6,6.1,20.1,4.0
"Apr 24, 2021 - NYK vs. TOR",W,107.82,39.82,86.64,45.91,13.27,31.36,42.45,14.91,17.91,84.55,6.82,35.64,42.45,22.36,10.64,6.55,5.64,20.0,2.91
"Apr 21, 2021 - NYK vs. ATL",W,108.83,40.0,85.67,46.75,13.5,31.33,43.22,15.33,18.42,84.44,6.67,35.92,42.58,22.17,11.0,6.33,5.5,19.75,4.08
"Apr 20, 2021 - NYK vs. CHA",W,111.0,40.69,86.08,47.29,13.92,31.62,44.07,15.69,18.92,84.1,6.77,36.31,43.08,22.69,11.46,6.46,5.31,19.69,4.54
"Apr 18, 2021 - NYK vs. NOP",W,110.86,40.64,85.86,47.36,14.21,32.57,43.78,15.36,18.43,84.64,7.07,35.71,42.79,22.64,11.5,6.36,5.36,19.21,5.07
"Apr 16, 2021 - NYK @ DAL",W,111.6,40.93,86.47,47.36,14.0,32.33,43.39,15.73,18.8,84.83,7.47,35.73,43.2,22.93,11.6,6.53,5.4,19.67,5.4
"Apr 14, 2021 - NYK @ NOP",W,111.94,41.12,86.44,47.6,14.0,32.06,43.8,15.69,18.94,83.99,7.56,35.75,43.31,22.88,11.5,6.38,5.38,19.69,5.56
