MATCH UP,W/L,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Apr 07, 2023 - SAC vs. GSW",L,95.0,37.0,85.0,43.5,11.0,43.0,25.6,10.0,15.0,66.7,10.0,24.0,34.0,24.0,15.0,7.0,6.0,18.0,-14.0
"Apr 05, 2023 - SAC @ DAL",L,96.0,37.5,91.5,41.15,11.0,41.0,26.9,10.0,16.5,61.15,14.0,23.0,37.0,24.0,13.5,8.5,4.5,17.0,-18.0
"Apr 04, 2023 - SAC @ NOP",W,103.67,40.33,96.33,41.9,11.33,39.67,28.73,11.67,17.33,67.07,16.67,27.0,43.67,26.33,12.0,8.0,3.33,17.67,-13.33
"Apr 02, 2023 - SAC vs. SAS",L,108.0,41.75,95.0,44.05,12.75,40.25,31.67,11.75,16.75,70.3,15.25,28.25,43.5,28.5,12.0,8.0,3.5,18.75,-5.5
"Mar 31, 2023 - SAC @ POR",W,113.2,43.2,96.6,44.76,12.4,41.0,30.34,14.4,19.8,71.86,14.8,28.6,43.4,27.6,12.6,8.2,3.8,19.6,-6.0
"Mar 29, 2023 - SAC @ POR",W,117.33,45.0,95.17,47.53,13.5,40.67,33.4,13.83,19.0,72.1,13.67,29.33,43.0,29.33,12.67,8.67,4.33,19.83,-1.0
"Mar 27, 2023 - SAC vs. MIN",L,117.71,44.57,94.71,47.27,14.14,41.71,33.99,14.43,19.71,72.51,13.14,32.14,45.29,29.43,12.29,8.71,4.29,18.57,4.86
"Mar 25, 2023 - SAC vs. UTA",W,117.38,43.88,93.38,47.16,13.0,39.88,32.05,16.62,22.25,73.45,13.0,31.88,44.88,27.75,12.0,8.12,4.25,19.12,3.75
"Mar 24, 2023 - SAC vs. PHX",W,117.78,43.89,93.56,47.07,13.33,40.22,32.62,16.67,22.11,74.29,13.11,31.44,44.56,28.0,11.67,8.44,3.89,18.44,4.22
"Mar 21, 2023 - SAC vs. BOS",L,119.5,44.2,93.1,47.64,13.3,40.1,32.69,17.8,23.1,75.61,12.3,31.1,43.4,28.1,10.9,8.2,3.8,18.9,4.6
"Mar 20, 2023 - SAC @ UTA",L,118.55,43.73,92.0,47.68,13.64,40.45,33.23,17.45,22.91,74.8,12.09,31.18,43.27,27.82,11.18,7.73,3.82,18.91,2.09
"Mar 18, 2023 - SAC @ WAS",W,118.67,43.5,92.42,47.23,14.08,41.42,33.5,17.58,23.08,74.9,11.75,31.5,43.25,27.83,10.75,7.5,3.75,19.0,1.25
"Mar 16, 2023 - SAC @ BKN",W,119.69,43.85,91.92,47.89,14.69,41.08,35.5,17.31,23.08,73.82,11.38,31.92,43.31,28.31,10.54,7.46,4.0,19.23,2.23
"Mar 15, 2023 - SAC @ CHI",W,118.36,43.0,91.21,47.26,14.57,41.07,35.23,17.79,23.71,73.91,11.5,32.79,44.29,27.86,10.64,7.07,4.07,19.07,2.43
"Mar 13, 2023 - SAC vs. MIL",L,118.27,42.67,90.33,47.35,14.8,41.13,35.74,18.13,24.07,74.27,11.07,33.27,44.33,27.73,11.27,7.0,4.0,19.07,2.47
"Mar 11, 2023 - SAC @ PHX",W,118.62,42.88,91.19,47.16,15.19,41.69,36.13,17.69,23.5,74.21,11.31,33.06,44.38,27.94,11.12,6.81,3.88,19.19,1.75
"Mar 09, 2023 - SAC vs. NYK",W,119.18,42.76,90.82,47.22,15.18,41.29,36.53,18.47,24.29,74.77,11.12,32.94,44.06,27.41,11.35,7.0,3.76,19.18,2.18
"Mar 06, 2023 - SAC vs. NOP",W,119.33,42.83,90.44,47.51,14.89,40.78,36.24,18.78,24.72,74.78,10.83,33.11,43.94,27.44,11.39,7.17,3.72,19.28,2.33
"Mar 04, 2023 - SAC vs. MIN",L,119.53,43.05,90.05,47.98,14.95,40.63,36.55,18.47,24.47,74.27,10.58,32.79,43.37,28.05,11.37,7.16,3.68,18.89,3.0
"Mar 03, 2023 - SAC vs. LAC",W,120.25,43.35,90.0,48.34,14.9,39.95,37.31,18.65,24.75,74.22,10.6,32.55,43.15,27.9,11.1,7.05,3.55,19.0,2.65
"Feb 28, 2023 - SAC @ OKC",W,120.62,43.48,89.86,48.56,14.67,39.62,36.98,19.0,24.81,75.45,10.52,32.71,43.24,27.81,11.1,6.86,3.48,19.14,2.57
"Feb 26, 2023 - SAC @ OKC",W,120.73,43.45,89.5,48.73,14.68,39.73,36.92,19.14,25.05,75.35,10.41,33.18,43.59,28.09,11.5,6.68,3.5,19.23,2.73
"Feb 24, 2023 - SAC @ LAC",W,120.87,43.52,89.3,48.91,14.83,39.87,37.14,19.0,25.0,74.97,10.52,33.26,43.78,28.26,11.87,6.7,3.39,19.3,3.0
"Feb 23, 2023 - SAC vs. POR",W,123.17,44.42,90.21,49.32,14.96,39.92,37.42,19.38,25.42,75.18,10.58,33.17,43.75,28.46,12.0,7.17,3.38,19.67,2.92
"Feb 14, 2023 - SAC @ PHX",L,123.56,44.52,90.0,49.56,14.92,39.68,37.57,19.6,25.64,75.4,10.64,33.32,43.96,28.4,12.24,7.24,3.4,19.52,3.48
"Feb 11, 2023 - SAC vs. DAL",W,123.0,44.23,89.73,49.37,14.88,39.62,37.54,19.65,25.58,75.87,10.73,33.08,43.81,28.19,12.42,7.27,3.42,19.58,2.92
