MATCH UP,W/L,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Apr 07, 2023 - GSW @ SAC",W,157.0,58.0,96.0,60.4,27.0,49.0,55.1,14.0,16.0,87.5,9.0,49.0,58.0,47.0,16.0,13.0,6.0,18.0,56.0
"Apr 04, 2023 - GSW vs. OKC",W,138.0,49.5,87.0,56.5,21.5,42.5,49.75,17.5,20.0,87.5,9.5,43.0,52.5,41.5,20.0,9.5,6.5,20.0,39.0
"Apr 02, 2023 - GSW @ DEN",L,137.33,48.67,89.67,54.17,21.0,44.0,47.37,19.0,23.33,82.77,12.67,40.33,53.0,36.0,18.0,8.33,6.33,20.67,29.67
"Mar 31, 2023 - GSW vs. SAS",W,130.5,47.0,93.5,50.62,18.0,43.5,40.88,18.5,21.75,87.08,15.0,39.0,54.0,33.5,17.25,8.5,5.75,21.0,21.75
"Mar 28, 2023 - GSW vs. NOP",W,130.4,47.0,93.4,50.6,18.6,44.6,41.28,17.8,21.6,83.94,14.8,37.4,52.2,34.2,16.8,7.8,5.4,20.4,20.4
"Mar 26, 2023 - GSW vs. MIN",L,128.67,46.33,91.5,50.9,18.5,43.83,41.9,17.5,21.67,82.07,14.17,36.17,50.33,33.83,17.17,8.33,5.17,20.0,18.83
"Mar 24, 2023 - GSW vs. PHI",W,124.0,44.57,90.14,49.56,18.0,43.29,41.27,16.86,21.0,81.27,13.0,35.43,48.43,32.57,17.0,8.43,4.71,19.86,15.71
"Mar 22, 2023 - GSW @ DAL",W,123.5,44.25,89.88,49.32,18.0,44.12,40.61,17.0,21.38,80.49,12.62,35.88,48.5,31.88,16.25,7.75,4.12,20.0,14.75
"Mar 20, 2023 - GSW @ HOU",W,123.89,44.89,89.89,50.02,17.33,43.56,39.52,16.78,21.0,80.8,12.44,35.56,48.0,32.0,15.89,7.67,4.22,20.0,13.33
"Mar 18, 2023 - GSW @ MEM",L,123.6,44.8,89.7,50.02,17.3,44.0,39.11,16.7,20.8,81.14,12.8,35.2,48.0,31.9,16.3,8.1,4.4,19.4,13.3
"Mar 17, 2023 - GSW @ ATL",L,123.18,44.27,89.82,49.37,16.91,43.18,38.93,17.73,22.0,81.25,13.0,34.45,47.45,31.45,16.0,7.64,4.73,19.55,10.82
"Mar 15, 2023 - GSW @ LAC",L,122.83,44.5,90.5,49.26,16.42,42.92,37.98,17.42,21.83,80.32,13.25,34.75,48.0,31.17,16.08,7.5,5.08,19.58,9.25
"Mar 13, 2023 - GSW vs. PHX",W,123.08,44.85,90.31,49.75,16.46,42.38,38.68,16.92,21.31,79.78,12.77,34.31,47.08,30.92,16.08,7.31,4.77,20.0,7.92
"Mar 11, 2023 - GSW vs. MIL",W,123.07,44.86,89.79,50.07,16.64,42.14,39.4,16.71,21.5,78.24,12.5,34.14,46.64,30.71,16.07,7.36,4.86,20.07,8.14
"Mar 09, 2023 - GSW @ MEM",L,123.2,44.93,91.27,49.47,17.07,43.0,39.56,16.27,20.8,79.09,12.87,35.0,47.87,30.87,16.0,7.67,4.8,19.73,8.2
"Mar 07, 2023 - GSW @ OKC",L,122.38,44.38,90.69,49.13,16.94,43.12,39.17,16.69,21.0,80.13,12.56,34.31,46.88,30.5,16.06,7.75,4.69,19.56,6.38
"Mar 05, 2023 - GSW @ LAL",L,122.71,44.53,90.59,49.34,17.12,43.59,39.17,16.53,20.71,80.56,12.29,33.76,46.06,30.82,16.35,7.76,4.59,19.65,5.47
"Mar 03, 2023 - GSW vs. NOP",W,121.72,44.06,90.61,48.8,17.17,44.06,38.92,16.44,20.56,80.72,12.0,33.83,45.83,30.61,16.17,7.44,4.67,19.72,4.72
"Mar 02, 2023 - GSW vs. LAC",W,121.0,43.84,89.95,48.93,16.79,43.37,38.57,16.53,20.53,81.21,11.84,33.84,45.68,30.47,16.26,7.42,4.63,19.84,4.95
"Feb 28, 2023 - GSW vs. POR",W,120.7,43.6,90.1,48.58,16.65,43.5,38.16,16.85,20.85,81.41,12.0,34.4,46.4,30.2,16.05,7.5,4.7,19.85,5.9
"Feb 26, 2023 - GSW vs. MIN",W,120.81,43.86,90.14,48.83,16.43,42.86,38.25,16.67,20.62,81.4,12.0,34.38,46.38,30.38,16.14,7.38,4.57,19.81,6.48
"Feb 24, 2023 - GSW vs. HOU",W,120.27,43.64,90.18,48.56,16.36,42.82,38.13,16.64,20.68,81.0,12.18,34.64,46.82,30.05,16.23,7.55,4.59,19.77,6.41
"Feb 23, 2023 - GSW @ LAL",L,120.09,43.35,89.65,48.51,16.78,43.3,38.57,16.61,20.57,81.35,11.96,34.87,46.83,29.91,16.35,7.35,4.52,19.78,6.78
"Feb 14, 2023 - GSW @ LAC",L,119.71,43.21,90.29,48.08,16.67,43.54,38.15,16.62,20.58,81.33,12.17,34.71,46.88,29.67,16.08,7.46,4.46,19.92,5.96
"Feb 13, 2023 - GSW vs. WAS",W,119.88,43.28,90.0,48.32,16.6,43.16,38.39,16.72,20.84,80.9,12.0,34.44,46.44,29.6,15.88,7.24,4.32,20.0,5.32
"Feb 11, 2023 - GSW vs. LAL",L,120.46,43.62,89.96,48.71,16.73,43.04,38.83,16.5,20.62,80.6,11.96,34.0,45.96,30.0,15.88,7.35,4.15,19.96,5.46
"Feb 08, 2023 - GSW @ POR",L,119.81,43.48,90.19,48.45,16.56,43.07,38.41,16.3,20.3,81.01,11.78,34.07,45.85,30.04,15.89,7.48,4.22,20.0,5.04
"Feb 06, 2023 - GSW vs. OKC",W,119.89,43.57,90.43,48.41,16.71,43.29,38.57,16.04,19.93,81.34,11.71,33.64,45.36,30.07,15.71,7.61,4.14,20.14,4.75
"Feb 04, 2023 - GSW vs. DAL",W,120.62,44.0,90.66,48.73,17.03,43.52,39.03,15.59,19.48,80.01,11.69,33.66,45.34,30.52,15.72,7.55,4.1,20.03,5.52
"Feb 02, 2023 - GSW @ DEN",L,120.57,44.03,90.37,48.94,16.93,43.23,39.06,15.57,19.47,79.97,11.47,33.63,45.1,30.6,15.67,7.5,4.13,20.17,5.53
"Feb 01, 2023 - GSW @ MIN",L,120.45,44.0,90.19,48.99,17.0,43.06,39.42,15.45,19.45,79.43,11.42,33.58,45.0,30.42,15.71,7.39,4.13,20.26,4.81
"Jan 30, 2023 - GSW @ OKC",W,120.25,43.81,90.22,48.77,16.81,42.81,39.17,15.81,19.91,79.43,11.34,34.06,45.41,30.12,15.75,7.38,4.12,20.38,4.5
"Jan 27, 2023 - GSW vs. TOR",W,120.48,43.88,90.21,48.84,16.91,42.94,39.27,15.82,19.91,79.45,11.18,34.18,45.36,30.33,15.73,7.42,4.12,20.3,4.61
"Jan 25, 2023 - GSW vs. MEM",W,120.74,44.06,90.21,49.04,16.94,42.94,39.35,15.68,19.76,79.27,11.0,34.29,45.29,30.62,15.68,7.35,4.03,20.24,4.82
"Jan 22, 2023 - GSW vs. BKN",L,120.77,44.03,90.06,49.08,16.86,42.63,39.47,15.86,20.0,79.25,11.09,34.17,45.26,30.69,15.86,7.34,4.06,20.43,4.74
"Jan 20, 2023 - GSW @ CLE",W,120.64,43.94,90.06,48.98,16.75,42.33,39.51,16.0,20.19,79.21,11.06,34.11,45.17,30.61,15.75,7.42,4.0,20.53,4.5
"Jan 19, 2023 - GSW @ BOS",L,120.62,43.89,89.95,48.98,16.92,42.35,39.88,15.92,20.16,78.92,11.14,34.03,45.16,30.46,15.81,7.46,4.0,20.49,4.54
"Jan 16, 2023 - GSW @ WAS",W,120.55,43.79,90.21,48.74,16.95,42.61,39.74,16.03,20.24,79.13,11.05,34.16,45.21,30.39,15.82,7.53,4.08,20.63,4.34
"Jan 15, 2023 - GSW @ CHI",L,120.72,43.82,90.23,48.76,16.97,42.64,39.77,16.1,20.26,79.42,11.0,34.15,45.15,30.33,15.72,7.54,4.0,20.69,4.46
"Jan 13, 2023 - GSW @ SAS",W,120.65,43.75,90.05,48.78,17.07,42.85,39.81,16.07,20.3,79.14,10.9,34.12,45.02,30.45,15.9,7.5,4.0,20.73,4.0
"Jan 10, 2023 - GSW vs. PHX",L,121.22,44.02,90.32,48.92,17.1,42.98,39.75,16.07,20.29,79.16,10.93,34.34,45.27,30.51,15.83,7.54,4.05,20.85,4.66
"Jan 07, 2023 - GSW vs. ORL",L,121.02,43.86,90.45,48.67,17.12,43.1,39.7,16.19,20.45,79.13,11.05,34.21,45.26,30.36,15.86,7.67,4.0,20.98,4.26
"Jan 04, 2023 - GSW vs. DET",L,120.56,43.6,90.4,48.41,17.14,43.44,39.5,16.21,20.47,79.17,11.05,34.3,45.35,30.26,15.86,7.65,3.93,20.88,3.84
"Jan 02, 2023 - GSW vs. ATL",W,120.52,43.64,90.32,48.48,17.09,43.36,39.45,16.16,20.34,79.49,11.0,34.23,45.23,30.27,15.82,7.55,3.93,20.86,3.68
"Dec 30, 2022 - GSW vs. POR",W,121.02,43.87,91.0,48.4,17.13,43.71,39.29,16.16,20.42,79.21,11.27,34.49,45.76,30.36,15.89,7.58,3.98,20.91,3.64
"Dec 28, 2022 - GSW vs. UTA",W,120.96,43.83,91.0,48.35,17.13,43.7,39.3,16.17,20.43,79.25,11.39,34.37,45.76,30.33,15.83,7.61,3.93,20.93,3.7
"Dec 27, 2022 - GSW vs. CHA",W,120.77,43.68,90.91,48.23,17.11,43.72,39.22,16.3,20.57,79.3,11.36,34.51,45.87,30.15,15.77,7.57,3.91,21.04,3.72
"Dec 25, 2022 - GSW vs. MEM",W,120.54,43.62,91.0,48.12,16.92,43.58,38.85,16.38,20.65,79.38,11.31,34.62,45.94,30.17,15.73,7.48,3.88,21.06,3.75
"Dec 21, 2022 - GSW @ BKN",L,120.59,43.61,91.0,48.1,16.94,43.59,38.89,16.43,20.76,79.25,11.27,34.78,46.04,30.18,15.65,7.45,3.9,21.0,3.96
"Dec 20, 2022 - GSW @ NYK",L,120.44,43.56,90.84,48.13,16.84,43.38,38.84,16.48,20.84,79.19,11.22,34.62,45.84,30.22,15.76,7.42,3.84,20.86,3.28
"Dec 18, 2022 - GSW @ TOR",W,119.92,43.39,90.51,48.11,16.75,43.22,38.75,16.39,20.69,79.44,11.08,34.43,45.51,30.08,15.84,7.33,3.8,20.88,2.47
"Dec 16, 2022 - GSW @ PHI",L,120.04,43.38,90.33,48.21,16.77,43.13,38.9,16.5,20.79,79.54,11.1,34.33,45.42,30.1,15.87,7.31,3.77,20.88,2.73
"Dec 14, 2022 - GSW @ IND",L,119.77,43.3,90.4,48.08,16.77,43.13,38.91,16.4,20.64,79.64,11.13,34.34,45.47,30.11,15.89,7.32,3.81,20.89,2.45
"Dec 13, 2022 - GSW @ MIL",L,119.76,43.24,90.31,48.05,16.72,42.94,38.97,16.56,20.8,79.76,11.15,34.33,45.48,30.06,16.04,7.28,3.81,20.87,2.3
"Dec 10, 2022 - GSW vs. BOS",W,119.6,43.15,90.4,47.91,16.78,43.07,38.99,16.53,20.76,79.74,11.16,34.16,45.33,29.96,16.07,7.27,3.78,20.89,1.95
"Dec 07, 2022 - GSW @ UTA",L,119.66,43.21,90.43,47.96,16.71,43.0,38.89,16.52,20.75,79.75,11.16,34.3,45.46,29.89,16.05,7.2,3.82,20.88,2.2
"Dec 05, 2022 - GSW vs. IND",L,119.72,43.25,90.56,47.93,16.67,42.98,38.79,16.56,20.82,79.68,11.21,34.19,45.4,29.82,16.02,7.21,3.84,20.82,2.14
"Dec 03, 2022 - GSW vs. HOU",W,119.45,43.16,90.62,47.8,16.6,43.0,38.63,16.53,20.79,79.67,11.22,34.21,45.43,29.76,15.95,7.19,3.88,20.79,1.97
"Dec 02, 2022 - GSW vs. CHI",W,119.46,43.19,90.53,47.88,16.75,43.15,38.79,16.34,20.61,79.17,11.14,34.12,45.25,29.83,15.92,7.2,3.9,20.85,2.25
"Nov 29, 2022 - GSW @ DAL",L,119.45,43.17,90.47,47.89,16.8,43.27,38.81,16.32,20.65,78.93,11.07,34.27,45.33,29.87,15.98,7.12,3.92,20.82,2.35
"Nov 27, 2022 - GSW @ MIN",W,119.34,43.15,90.43,47.89,16.7,43.26,38.6,16.34,20.69,78.92,11.05,34.36,45.41,29.82,16.02,7.1,3.9,20.85,2.26
"Nov 25, 2022 - GSW vs. UTA",W,119.63,43.26,90.37,48.04,16.76,43.32,38.66,16.35,20.68,79.02,11.0,34.44,45.44,29.92,16.02,7.1,3.94,20.94,2.6
"Nov 23, 2022 - GSW vs. LAC",W,119.78,43.4,90.54,48.1,16.81,43.35,38.75,16.17,20.44,79.09,11.08,34.41,45.49,29.97,16.1,7.11,3.92,20.84,2.73
"Nov 21, 2022 - GSW @ NOP",L,119.84,43.47,90.64,48.12,16.84,43.47,38.73,16.06,20.33,78.93,11.09,34.39,45.48,30.06,16.05,7.17,3.95,20.91,2.95
"Nov 20, 2022 - GSW @ HOU",W,119.28,43.23,90.38,47.96,16.74,43.46,38.49,16.08,20.31,79.1,10.98,34.32,45.31,29.86,16.22,7.2,3.97,20.89,2.22
"Nov 18, 2022 - GSW vs. NYK",W,119.39,43.27,90.32,48.05,16.85,43.52,38.68,16.0,20.23,79.01,10.94,34.29,45.23,29.98,16.23,7.21,3.98,20.91,2.29
"Nov 16, 2022 - GSW @ PHX",L,119.27,43.24,90.33,48.0,16.87,43.61,38.64,15.93,20.22,78.65,10.96,34.36,45.31,30.01,16.25,7.22,3.97,20.99,2.4
"Nov 14, 2022 - GSW vs. SAS",W,119.26,43.22,90.35,47.97,16.88,43.59,38.7,15.94,20.18,78.96,10.88,34.35,45.24,30.01,16.26,7.19,3.96,21.01,2.21
"Nov 13, 2022 - GSW @ SAC",L,119.45,43.28,90.32,48.05,16.97,43.61,38.88,15.93,20.12,79.18,10.8,34.36,45.16,30.09,16.22,7.22,3.94,20.96,2.71
"Nov 11, 2022 - GSW vs. CLE",W,119.39,43.26,90.31,48.03,16.96,43.66,38.81,15.91,20.06,79.39,10.76,34.37,45.13,30.04,16.24,7.19,3.96,20.94,2.57
"Nov 07, 2022 - GSW vs. SAC",W,119.2,43.21,90.2,48.04,16.93,43.55,38.85,15.85,19.97,79.38,10.72,34.39,45.11,30.03,16.23,7.15,3.94,21.03,2.61
"Nov 04, 2022 - GSW @ NOP",L,119.15,43.22,90.17,48.07,16.89,43.47,38.83,15.82,19.99,79.2,10.68,34.47,45.15,30.0,16.21,7.12,3.94,21.03,2.61
"Nov 03, 2022 - GSW @ ORL",L,118.96,43.11,89.9,48.08,16.82,43.32,38.81,15.92,20.05,79.38,10.58,34.36,44.93,29.9,16.3,7.12,3.9,21.08,2.45
"Nov 01, 2022 - GSW @ MIA",L,119.09,43.2,90.0,48.13,16.85,43.31,38.88,15.84,19.99,79.21,10.55,34.24,44.8,29.92,16.27,7.09,3.89,21.23,2.41
"Oct 30, 2022 - GSW @ DET",L,118.96,43.15,89.92,48.11,16.87,43.39,38.85,15.8,19.95,79.17,10.55,34.2,44.75,29.93,16.32,7.11,3.91,21.24,2.28
"Oct 29, 2022 - GSW @ CHA",L,118.89,43.09,89.95,48.03,16.8,43.33,38.75,15.91,20.01,79.39,10.58,34.13,44.71,29.84,16.3,7.12,3.91,21.28,2.07
"Oct 27, 2022 - GSW vs. MIA",W,118.82,43.1,90.08,47.98,16.75,43.34,38.63,15.86,19.96,79.33,10.57,34.19,44.77,29.86,16.22,7.13,3.94,21.4,1.95
"Oct 25, 2022 - GSW @ PHX",L,118.87,43.14,90.1,48.0,16.77,43.37,38.63,15.82,19.9,79.43,10.64,34.19,44.83,29.86,16.28,7.09,3.91,21.29,2.09
"Oct 23, 2022 - GSW vs. SAC",W,118.7,43.11,90.11,47.97,16.68,43.27,38.51,15.78,19.86,79.39,10.63,34.14,44.77,29.84,16.28,7.09,3.95,21.38,1.7
"Oct 21, 2022 - GSW vs. DEN",L,118.84,43.14,90.08,48.01,16.65,43.14,38.55,15.91,20.06,79.3,10.57,34.1,44.67,29.76,16.24,7.09,3.96,21.38,1.74
"Oct 18, 2022 - GSW vs. LAL",W,118.89,43.12,90.05,48.01,16.63,43.15,38.5,16.01,20.15,79.42,10.53,34.02,44.56,29.81,16.27,7.12,3.95,21.4,1.65
