MATCH UP,W/L,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Apr 06, 2023 - OKC @ UTA",W,115.0,45.0,90.0,50.0,12.0,36.0,33.3,13.0,16.0,81.3,8.0,41.0,49.0,30.0,16.0,5.0,2.0,17.0,15.0
"Apr 04, 2023 - OKC @ GSW",L,114.5,42.0,93.5,45.1,13.5,40.5,33.3,17.0,21.0,81.05,12.5,37.0,49.5,29.5,14.5,8.5,2.0,17.0,15.5
"Apr 02, 2023 - OKC vs. PHX",L,118.0,42.67,93.33,45.83,12.67,37.67,33.67,20.0,25.67,78.8,12.67,33.0,45.67,27.33,13.0,7.0,1.67,18.67,6.67
"Mar 31, 2023 - OKC @ IND",L,118.0,41.0,92.0,44.6,12.25,36.25,33.85,23.75,29.5,80.45,12.75,31.75,44.5,25.75,11.75,7.0,1.25,19.75,2.5
"Mar 29, 2023 - OKC vs. DET",W,117.8,41.2,91.2,45.22,10.6,35.0,29.74,24.8,30.4,81.42,12.4,32.2,44.6,24.8,11.6,7.6,1.6,20.6,1.2
"Mar 28, 2023 - OKC vs. CHA",L,116.0,40.83,90.5,45.15,10.5,34.0,30.53,23.83,29.5,80.52,12.0,31.5,43.5,23.83,11.33,7.5,1.83,20.17,1.17
"Mar 26, 2023 - OKC @ POR",W,118.57,42.14,91.29,46.14,10.57,33.43,31.41,23.71,29.43,80.34,11.29,31.57,42.86,24.0,11.29,8.0,2.0,20.29,0.57
"Mar 24, 2023 - OKC @ LAL",L,118.5,42.0,91.62,45.83,10.75,33.62,31.78,23.75,29.25,81.01,11.5,31.25,42.75,23.88,11.25,8.62,2.0,20.12,1.25
"Mar 23, 2023 - OKC @ LAC",L,117.67,41.78,91.67,45.57,11.11,33.89,32.57,23.0,28.11,81.96,11.56,31.44,43.0,23.56,11.11,8.33,2.33,20.0,0.56
"Mar 21, 2023 - OKC @ LAC",W,116.4,41.7,91.8,45.42,11.3,34.4,32.64,21.7,26.4,82.85,11.7,31.0,42.7,23.6,11.4,8.1,2.4,20.0,-1.7
