MATCH UP,W/L,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Apr 07, 2023 - PHX @ LAL",L,114.0,42.0,99.0,42.4,14.0,37.0,37.8,16.0,22.0,72.7,12.0,35.0,47.0,29.0,7.0,4.0,3.0,21.0,-5.0
"Apr 06, 2023 - PHX vs. DEN",W,110.5,42.5,101.5,41.85,11.5,36.5,31.4,14.0,18.0,79.2,12.5,34.5,47.0,26.0,8.0,5.5,6.5,16.5,-9.5
"Apr 04, 2023 - PHX vs. SAS",W,113.33,42.0,94.0,45.2,13.33,36.33,36.67,16.0,20.33,79.47,10.67,31.67,42.33,26.0,8.67,5.0,6.33,16.33,-5.0
"Apr 02, 2023 - PHX @ OKC",W,113.75,42.25,92.75,45.97,12.5,35.5,35.08,16.75,21.75,77.88,11.75,34.25,46.0,25.75,10.0,5.5,6.5,15.25,1.5
"Mar 31, 2023 - PHX vs. DEN",W,116.6,43.0,90.4,48.14,12.6,35.2,35.7,18.0,23.0,78.72,10.4,34.0,44.4,26.8,10.6,5.2,6.4,18.2,3.2
"Mar 29, 2023 - PHX vs. MIN",W,113.83,42.0,90.0,47.12,12.17,33.83,35.92,17.67,22.67,78.3,10.83,34.67,45.5,27.0,11.5,5.67,6.5,17.83,3.83
"Mar 27, 2023 - PHX @ UTA",W,112.86,41.71,90.86,46.34,11.29,31.86,35.07,18.14,23.29,78.23,11.43,34.43,45.86,26.43,11.0,6.43,6.71,17.57,4.29
"Mar 25, 2023 - PHX vs. PHI",W,113.38,41.88,92.12,45.88,11.25,32.38,34.51,18.38,23.12,79.81,12.25,34.0,46.25,27.0,10.5,6.5,6.75,17.88,5.5
"Mar 24, 2023 - PHX @ SAC",L,114.67,42.44,92.22,46.39,11.67,32.33,35.89,18.11,22.67,80.3,12.33,33.78,46.11,27.89,10.22,6.22,7.0,18.33,7.11
"Mar 22, 2023 - PHX @ LAL",L,115.9,43.0,91.9,47.14,11.4,32.0,35.4,18.5,23.3,79.86,12.3,33.5,45.8,28.4,10.4,5.8,7.0,19.0,5.6
"Mar 19, 2023 - PHX @ OKC",L,115.45,42.91,91.73,47.1,11.45,31.91,35.7,18.18,23.0,79.42,12.27,32.91,45.18,27.91,11.0,5.91,6.91,20.09,4.09
"Mar 16, 2023 - PHX vs. ORL",W,115.83,43.0,91.75,47.16,11.75,32.25,36.2,18.08,23.08,78.7,12.0,32.75,44.75,28.17,11.25,6.0,7.08,21.0,3.42
"Mar 14, 2023 - PHX vs. MIL",L,115.85,43.0,91.62,47.21,11.85,32.46,36.27,18.0,22.62,80.34,11.62,32.38,44.0,28.0,11.46,6.08,6.92,21.08,3.38
"Mar 13, 2023 - PHX @ GSW",L,115.0,42.86,91.86,46.92,11.57,31.79,36.16,17.71,22.14,80.85,11.36,32.43,43.79,27.64,11.43,6.14,6.64,21.43,2.29
"Mar 11, 2023 - PHX vs. SAC",L,114.8,43.07,92.07,47.02,11.07,31.07,35.02,17.6,22.13,80.31,11.73,32.27,44.0,27.47,11.6,6.27,6.47,21.53,1.4
"Mar 08, 2023 - PHX vs. OKC",W,115.06,43.12,91.88,47.17,11.19,31.88,34.67,17.62,22.12,80.4,11.44,32.31,43.75,27.62,11.75,6.56,6.25,21.81,0.75
"Mar 05, 2023 - PHX @ DAL",W,116.06,43.47,92.0,47.46,11.71,32.53,35.37,17.41,21.76,80.82,11.59,32.76,44.35,27.82,11.94,6.76,6.29,21.53,2.53
"Mar 03, 2023 - PHX @ CHI",W,116.83,43.78,91.83,47.88,11.72,32.61,35.37,17.56,21.94,80.77,11.44,32.72,44.17,27.78,11.78,6.67,6.06,21.89,2.61
"Mar 01, 2023 - PHX @ CHA",W,117.26,43.68,91.42,47.99,12.16,33.37,35.75,17.74,22.11,80.94,11.53,32.47,44.0,27.84,11.74,6.63,6.11,21.79,3.58
"Feb 26, 2023 - PHX @ MIL",L,116.65,43.6,91.3,47.95,12.0,32.95,35.76,17.45,21.75,80.9,11.2,33.0,44.2,27.95,11.8,6.7,6.25,21.8,4.1
