DATE,TEAM,OPP,H/A,W/L,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Apr 07, 2023",ATL,PHI,H,L,114.0,44.0,97.0,45.4,11.0,39.0,28.2,15.0,19.0,78.9,16.0,34.0,50.0,27.0,9.0,11.0,5.0,12.0,-6.0
"Apr 05, 2023",ATL,WAS,H,W,122.5,47.5,94.5,50.4,10.5,36.0,29.25,17.0,23.5,73.4,10.0,34.0,44.0,29.5,15.0,11.0,6.0,15.5,-5.5
"Apr 04, 2023",ATL,CHI,A,W,126.33,46.0,91.0,50.67,11.33,34.0,33.93,23.0,29.0,78.1,10.67,34.67,45.33,29.67,15.67,10.67,5.67,18.0,2.33
"Apr 02, 2023",ATL,DAL,H,W,125.5,46.5,89.75,51.95,11.0,32.5,34.38,21.5,26.5,80.95,9.75,36.25,46.0,28.75,16.0,9.25,6.0,18.0,6.25
"Mar 31, 2023",ATL,BKN,A,L,126.8,47.4,93.4,51.0,11.2,33.0,34.36,20.8,25.6,81.12,11.0,36.4,47.4,28.6,15.0,9.4,5.4,18.8,5.4
"Mar 28, 2023",ATL,CLE,H,W,123.5,46.0,93.0,49.65,10.67,33.67,32.23,20.83,25.17,82.82,11.83,35.33,47.17,27.67,14.33,8.83,5.0,18.0,1.67
"Mar 26, 2023",ATL,MEM,H,L,123.0,45.29,92.43,49.14,10.86,32.71,33.97,21.57,26.29,82.24,12.14,35.57,47.71,27.29,14.43,8.29,4.71,17.71,1.71
"Mar 25, 2023",ATL,IND,H,W,122.5,45.25,93.12,48.74,10.38,32.5,32.55,21.62,26.25,82.54,12.38,35.38,47.75,27.25,13.88,7.75,4.75,17.38,1.0
"Mar 22, 2023",ATL,MIN,A,L,124.78,46.11,93.44,49.46,10.89,32.22,34.49,21.67,26.11,83.14,12.67,34.44,47.11,27.89,13.78,8.0,5.11,17.0,2.33
"Mar 21, 2023",ATL,DET,H,W,124.7,46.0,92.6,49.8,11.0,31.6,35.66,21.7,26.0,83.63,12.3,34.2,46.5,27.9,14.1,7.8,5.2,17.8,2.0
