MATCH UP,W/L,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Apr 07, 2023 - CHA vs. HOU",L,106.0,37.0,81.0,45.7,6.0,32.0,18.8,26.0,30.0,86.7,10.0,39.0,49.0,23.0,19.0,8.0,5.0,14.0,11.0
"Apr 04, 2023 - CHA vs. TOR",L,107.5,37.5,84.5,44.45,9.5,36.5,25.25,23.0,28.5,80.4,8.5,36.5,45.0,22.5,18.0,9.0,7.0,17.5,4.0
"Apr 02, 2023 - CHA vs. TOR",L,105.0,37.0,82.0,45.23,10.33,34.67,29.73,20.67,25.33,81.67,7.67,36.33,44.0,24.0,18.0,7.0,6.0,19.0,-4.0
"Mar 31, 2023 - CHA vs. CHI",L,105.75,38.25,82.75,46.27,11.5,33.75,34.4,17.75,22.25,78.55,8.25,34.0,42.25,24.5,18.0,6.0,5.5,17.0,-8.0
"Mar 28, 2023 - CHA @ OKC",W,102.8,37.6,81.6,46.12,12.0,34.4,35.08,15.6,19.8,76.84,7.4,33.6,41.0,25.0,18.8,5.4,5.4,17.8,-12.4
"Mar 26, 2023 - CHA vs. DAL",W,108.5,40.0,83.67,47.65,12.33,34.5,35.9,16.17,21.5,74.58,8.67,34.17,42.83,26.5,18.67,5.5,5.67,18.83,-9.83
"Mar 24, 2023 - CHA @ DAL",W,108.71,39.86,84.29,47.17,12.29,33.71,36.69,16.71,21.86,75.83,9.43,35.57,45.0,26.57,18.0,5.57,5.14,18.71,-7.57
"Mar 23, 2023 - CHA @ NOP",L,109.75,40.25,84.88,47.31,12.12,33.0,37.01,17.12,22.5,75.61,9.0,35.75,44.75,27.25,16.75,5.75,5.0,18.5,-5.62
"Mar 20, 2023 - CHA vs. IND",W,108.22,40.0,84.67,47.14,11.78,33.44,35.6,16.44,21.78,74.86,8.44,35.56,44.0,26.89,16.78,6.0,4.89,18.33,-7.11
"Mar 17, 2023 - CHA vs. PHI",L,108.9,40.1,85.2,46.99,11.6,33.2,35.27,17.1,22.8,74.56,8.6,34.7,43.3,26.8,16.2,6.6,5.0,18.7,-5.8
"Mar 14, 2023 - CHA vs. CLE",L,106.45,39.09,85.27,45.78,11.0,33.36,33.36,17.27,23.09,74.43,8.45,34.09,42.55,26.18,16.0,6.91,5.09,18.45,-8.82
"Mar 12, 2023 - CHA vs. CLE",L,106.25,39.42,84.5,46.68,10.58,32.5,32.76,16.83,22.42,74.89,8.25,34.08,42.33,26.33,16.5,6.58,5.33,18.42,-9.42
"Mar 11, 2023 - CHA vs. UTA",L,106.38,39.54,84.15,47.04,10.54,31.62,33.9,16.77,22.38,74.72,8.15,34.23,42.38,26.23,16.69,6.69,5.31,19.0,-9.15
